Index       TIME              V(A)              V(B)             V(CIN)             V(D)              V(S)              V(C)             V(_04_)           V(_05_)           V(_01_)           V(_02_)           V(_03_)           V(_00_)     
890      1.05261355e-07    5.68637399e-01    5.68637399e-01    5.68637399e-01    6.31362601e-01    1.03803967e+00    1.20000000e+00    1.19281183e+00    1.19597446e+00    1.19048856e+00    1.16049374e+00    2.98044074e-01    1.17348459e+00
891      1.05263679e-07    5.68358463e-01    5.68358463e-01    5.68358463e-01    6.31641537e-01    9.81996131e-01    1.20000000e+00    1.19285364e+00    1.19601910e+00    1.19054110e+00    1.17152198e+00    3.02385944e-01    1.17609371e+00
892      1.05268328e-07    5.67800590e-01    5.67800590e-01    5.67800590e-01    6.32199410e-01    8.63742087e-01    1.20000000e+00    1.19293762e+00    1.19610653e+00    1.19064731e+00    1.18381517e+00    3.11147133e-01    1.18045282e+00
893      1.05272977e-07    5.67242716e-01    5.67242716e-01    5.67242716e-01    6.32757284e-01    7.41751694e-01    1.20000000e+00    1.19302198e+00    1.19619178e+00    1.19075483e+00    1.18917051e+00    3.20010655e-01    1.18384696e+00
894      1.05277626e-07    5.66684843e-01    5.66684843e-01    5.66684843e-01    6.33315157e-01    6.20048391e-01    1.20000000e+00    1.19310666e+00    1.19627518e+00    1.19086343e+00    1.19191099e+00    3.28975235e-01    1.18648533e+00
895      1.05282275e-07    5.66126970e-01    5.66126970e-01    5.66126970e-01    6.33873030e-01    5.06352552e-01    1.20000000e+00    1.19319157e+00    1.19635692e+00    1.19097289e+00    1.19357435e+00    3.38039561e-01    1.18853564e+00
896      1.05286924e-07    5.65569097e-01    5.65569097e-01    5.65569097e-01    6.34430903e-01    4.07553012e-01    1.20000000e+00    1.19327666e+00    1.19643715e+00    1.19108306e+00    1.19471836e+00    3.47202284e-01    1.19013055e+00
897      1.05291573e-07    5.65011224e-01    5.65011224e-01    5.65011224e-01    6.34988776e-01    3.24246599e-01    1.20000000e+00    1.19336188e+00    1.19651595e+00    1.19119379e+00    1.19556620e+00    3.56462015e-01    1.19137399e+00
898      1.05296222e-07    5.64453350e-01    5.64453350e-01    5.64453350e-01    6.35546650e-01    2.55178155e-01    1.20000000e+00    1.19344719e+00    1.19659340e+00    1.19130496e+00    1.19622199e+00    3.65817324e-01    1.19234686e+00
899      1.05300871e-07    5.63895477e-01    5.63895477e-01    5.63895477e-01    6.36104523e-01    1.98832037e-01    1.20000000e+00    1.19353255e+00    1.19666954e+00    1.19141647e+00    1.19674282e+00    3.75266739e-01    1.19311183e+00
900      1.05305520e-07    5.63337604e-01    5.63337604e-01    5.63337604e-01    6.36662396e-01    1.53597739e-01    1.20000000e+00    1.19361794e+00    1.19674442e+00    1.19152824e+00    1.19716414e+00    3.84808746e-01    1.19371725e+00
901      1.05310169e-07    5.62779731e-01    5.62779731e-01    5.62779731e-01    6.37220269e-01    1.17806794e-01    1.20000000e+00    1.19370332e+00    1.19681806e+00    1.19164019e+00    1.19750981e+00    3.94441784e-01    1.19420034e+00
902      1.05314818e-07    5.62221858e-01    5.62221858e-01    5.62221858e-01    6.37778142e-01    8.98334059e-02    1.20000000e+00    1.19378868e+00    1.19689049e+00    1.19175225e+00    1.19779676e+00    4.04164247e-01    1.19458969e+00
903      1.05319467e-07    5.61663985e-01    5.61663985e-01    5.61663985e-01    6.38336015e-01    6.81879775e-02    1.20000000e+00    1.19387398e+00    1.19696173e+00    1.19186437e+00    1.19803736e+00    4.13974507e-01    1.19490720e+00
904      1.05324116e-07    5.61106111e-01    5.61106111e-01    5.61106111e-01    6.38893889e-01    5.15721251e-02    1.20000000e+00    1.19395921e+00    1.19703180e+00    1.19197651e+00    1.19824089e+00    4.23870991e-01    1.19516962e+00
905      1.05333414e-07    5.59990365e-01    5.59990365e-01    5.59990365e-01    6.40009635e-01    2.89676041e-02    1.20000000e+00    1.19412937e+00    1.19716852e+00    1.19220062e+00    1.19856499e+00    4.43916442e-01    1.19558072e+00
906      1.05352009e-07    5.57758872e-01    5.57758872e-01    5.57758872e-01    6.42241128e-01    7.97647187e-03    1.20000000e+00    1.19446799e+00    1.19742871e+00    1.19264724e+00    1.19899520e+00    4.84985380e-01    1.19614157e+00
907      1.05370605e-07    5.55527380e-01    5.55527380e-01    5.55527380e-01    6.44472620e-01    2.15181885e-03    1.19957362e+00    1.19480360e+00    1.19767199e+00    1.19309038e+00    1.19925171e+00    5.27319956e-01    1.19652833e+00
908      1.05389201e-07    5.53295887e-01    5.53295887e-01    5.53295887e-01    6.46704113e-01    5.76621223e-04    1.19644605e+00    1.19513524e+00    1.19789929e+00    1.19352846e+00    1.19941863e+00    5.70885541e-01    1.19685091e+00
909      1.05407797e-07    5.51064394e-01    5.51064394e-01    5.51064394e-01    6.48935606e-01    1.54454518e-04    1.18701692e+00    1.19546204e+00    1.19811143e+00    1.19396017e+00    1.19953208e+00    6.15664844e-01    1.19714176e+00
910      1.05426392e-07    5.48832901e-01    5.48832901e-01    5.48832901e-01    6.51167099e-01    4.11581637e-05    1.16638389e+00    1.19578315e+00    1.19830918e+00    1.19438433e+00    1.19961332e+00    6.61652928e-01    1.19741081e+00
911      1.05444988e-07    5.46601409e-01    5.46601409e-01    5.46601409e-01    6.53398591e-01    1.11095746e-05    1.12922885e+00    1.19609779e+00    1.19849323e+00    1.19479983e+00    1.19967337e+00    7.08853541e-01    1.19766145e+00
912      1.05463584e-07    5.44369916e-01    5.44369916e-01    5.44369916e-01    6.55630084e-01    2.88775303e-06    1.07345548e+00    1.19640519e+00    1.19866423e+00    1.19520564e+00    1.19971923e+00    7.57276425e-01    1.19789540e+00
913      1.05482180e-07    5.42138423e-01    5.42138423e-01    5.42138423e-01    6.57861577e-01    8.39530047e-07    9.98104931e-01    1.19670460e+00    1.19882280e+00    1.19560079e+00    1.19975509e+00    8.06935351e-01    1.19811378e+00
914      1.05500776e-07    5.39906931e-01    5.39906931e-01    5.39906931e-01    6.60093069e-01    1.76719766e-07    9.01265552e-01    1.19699531e+00    1.19896947e+00    1.19598434e+00    1.19978376e+00    8.57846655e-01    1.19831749e+00
915      1.05519371e-07    5.37675438e-01    5.37675438e-01    5.37675438e-01    6.62324562e-01    8.97716251e-08    7.81318648e-01    1.19727662e+00    1.19910477e+00    1.19635541e+00    1.19980710e+00    9.10028175e-01    1.19850730e+00
916      1.05537967e-07    5.35443945e-01    5.35443945e-01    5.35443945e-01    6.64556055e-01   -3.59102309e-09    6.36929080e-01    1.19754784e+00    1.19922917e+00    1.19671312e+00    1.19982642e+00    9.63498443e-01    1.19868388e+00
917      1.05556563e-07    5.33212452e-01    5.33212452e-01    5.33212452e-01    6.66787548e-01    2.61116305e-08    4.68299002e-01    1.19780830e+00    1.19934311e+00    1.19705665e+00    1.19984265e+00    1.01827608e+00    1.19884786e+00
918      1.05575159e-07    5.30980960e-01    5.30980960e-01    5.30980960e-01    6.69019040e-01   -8.50896066e-09    3.07568114e-01    1.19805734e+00    1.19944699e+00    1.19738518e+00    1.19985646e+00    1.06990332e+00    1.19899979e+00
919      1.05590702e-07    5.29115804e-01    5.29115804e-01    5.29115804e-01    6.70884196e-01    1.49563500e-08    2.07462100e-01    1.19825628e+00    1.19952637e+00    1.19764771e+00    1.19986651e+00    1.10172704e+00    1.19911787e+00
920      1.05603860e-07    5.27536800e-01    5.27536800e-01    5.27536800e-01    6.72463200e-01   -2.76027461e-09    1.47010338e-01    1.19841784e+00    1.19958842e+00    1.19786099e+00    1.19987415e+00    1.11785287e+00    1.19921171e+00
921      1.05617018e-07    5.25957796e-01    5.25957796e-01    5.25957796e-01    6.74042204e-01    9.42421575e-09    1.02966100e-01    1.19857287e+00    1.19964586e+00    1.19806576e+00    1.19988111e+00    1.12800210e+00    1.19930008e+00
922      1.05630177e-07    5.24378792e-01    5.24378792e-01    5.24378792e-01    6.75621208e-01    7.75766072e-10    7.15057826e-02    1.19872114e+00    1.19969880e+00    1.19826175e+00    1.19988748e+00    1.13509046e+00    1.19938309e+00
923      1.05643335e-07    5.22799788e-01    5.22799788e-01    5.22799788e-01    6.77200212e-01    6.79964458e-09    4.93260419e-02    1.19886243e+00    1.19974733e+00    1.19844868e+00    1.19989334e+00    1.14068765e+00    1.19946084e+00
924      1.05656493e-07    5.21220784e-01    5.21220784e-01    5.21220784e-01    6.78779216e-01    2.55567719e-09    3.38580521e-02    1.19899654e+00    1.19979151e+00    1.19862628e+00    1.19989876e+00    1.14555300e+00    1.19953339e+00
925      1.05682810e-07    5.18062777e-01    5.18062777e-01    5.18062777e-01    6.81937223e-01    5.76262650e-09    1.53676821e-02    1.19924221e+00    1.19986710e+00    1.19895237e+00    1.19990850e+00    1.15426462e+00    1.19966309e+00
926      1.05735444e-07    5.11746761e-01    5.11746761e-01    5.11746761e-01    6.88253239e-01    2.95581934e-09    2.10924282e-03    1.19963732e+00    1.19996796e+00    1.19948044e+00    1.19992476e+00    1.16893330e+00    1.19985911e+00
927      1.05788077e-07    5.05430745e-01    5.05430745e-01    5.05430745e-01    6.94569255e-01    5.52476877e-09    2.77437515e-04    1.19989280e+00    1.20000034e+00    1.19982935e+00    1.19995133e+00    1.17998264e+00    1.19771469e+00
928      1.05840711e-07    4.99114730e-01    4.99114730e-01    4.99114730e-01    7.00885270e-01    3.17053591e-09    3.56017050e-05    1.19999454e+00    1.19999980e+00    1.19998153e+00    1.19997208e+00    1.18755551e+00    1.16396723e+00
929      1.05846692e-07    4.98396922e-01    4.98396922e-01    4.98396922e-01    7.01603078e-01    4.11434353e-09    3.04482025e-05    1.19999625e+00    1.19999989e+00    1.19998588e+00    1.19997238e+00    1.18820668e+00    1.15543815e+00
930      1.05852674e-07    4.97679115e-01    4.97679115e-01    4.97679115e-01    7.02320885e-01    4.37690105e-09    2.55949037e-05    1.19999764e+00    1.19999996e+00    1.19998966e+00    1.19997269e+00    1.18884192e+00    1.14605705e+00
931      1.05864637e-07    4.96243501e-01    4.96243501e-01    4.96243501e-01    7.03756499e-01    4.24151335e-09    1.79302444e-05    1.19999912e+00    1.20000000e+00    1.19999455e+00    1.19997334e+00    1.19002145e+00    1.12136919e+00
932      1.05876601e-07    4.94807887e-01    4.94807887e-01    4.94807887e-01    7.05192113e-01    4.33304678e-09    1.25853234e-05    1.19999967e+00    1.20000000e+00    1.19999713e+00    1.19997399e+00    1.19108780e+00    1.08690495e+00
933      1.05888564e-07    4.93372272e-01    4.93372272e-01    4.93372272e-01    7.06627728e-01    4.27105020e-09    8.81835349e-06    1.19999988e+00    1.20000000e+00    1.19999849e+00    1.19997463e+00    1.19205041e+00    1.03846476e+00
934      1.05900528e-07    4.91936658e-01    4.91936658e-01    4.91936658e-01    7.08063342e-01    4.31298529e-09    6.18941788e-06    1.19999995e+00    1.20000000e+00    1.19999921e+00    1.19997526e+00    1.19291788e+00    9.64699753e-01
935      1.05912491e-07    4.90501044e-01    4.90501044e-01    4.90501044e-01    7.09498956e-01    4.28459032e-09    4.33887153e-06    1.19999998e+00    1.20000000e+00    1.19999958e+00    1.19997586e+00    1.19369829e+00    8.54931843e-01
936      1.05923258e-07    4.89208991e-01    4.89208991e-01    4.89208991e-01    7.10791009e-01    4.30346102e-09    3.15816283e-06    1.19999999e+00    1.20000000e+00    1.19999976e+00    1.19997638e+00    1.19433241e+00    7.24278555e-01
937      1.05934026e-07    4.87916938e-01    4.87916938e-01    4.87916938e-01    7.12083062e-01    4.29724358e-09    2.29721783e-06    1.19999999e+00    1.20000000e+00    1.19999986e+00    1.19294233e+00    1.19490739e+00    5.64154667e-01
938      1.05935589e-07    4.87729351e-01    4.87729351e-01    4.87729351e-01    7.12270649e-01    4.30245134e-09    2.19703264e-06    1.19999999e+00    1.20000000e+00    1.19999987e+00    1.19010052e+00    1.19498563e+00    5.38124842e-01
939      1.05937152e-07    4.87541764e-01    4.87541764e-01    4.87541764e-01    7.12458236e-01    4.30695307e-09    2.09901231e-06    1.19999999e+00    1.20000000e+00    1.19999988e+00    1.18678942e+00    1.19506331e+00    5.11775915e-01
940      1.05940278e-07    4.87166591e-01    4.87166591e-01    4.87166591e-01    7.12833409e-01    4.31631815e-09    1.91565703e-06    1.19999999e+00    1.20000000e+00    1.19999990e+00    1.17743256e+00    1.19521535e+00    4.57151348e-01
941      1.05943405e-07    4.86791418e-01    4.86791418e-01    4.86791418e-01    7.13208582e-01    4.33090835e-09    1.74835219e-06    1.19999999e+00    1.20000000e+00    1.19999991e+00    1.16441009e+00    1.19536306e+00    3.99932332e-01
942      1.05946531e-07    4.86416245e-01    4.86416245e-01    4.86416245e-01    7.13583755e-01    4.35326272e-09    1.59575665e-06    1.19999999e+00    1.20000000e+00    1.19999992e+00    1.14736006e+00    1.19550653e+00    3.40126106e-01
943      1.05949658e-07    4.86041071e-01    4.86041071e-01    4.86041071e-01    7.13958929e-01    4.38537220e-09    1.45657399e-06    1.20000000e+00    1.20000000e+00    1.19999993e+00    1.12567299e+00    1.19564588e+00    2.79333969e-01
944      1.05952784e-07    4.85665898e-01    4.85665898e-01    4.85665898e-01    7.14334102e-01    4.42968747e-09    1.32962597e-06    1.20000000e+00    1.20000000e+00    1.19999994e+00    1.09886441e+00    1.19578122e+00    2.21276207e-01
945      1.05955911e-07    4.85290725e-01    4.85290725e-01    4.85290725e-01    7.14709275e-01    4.48907696e-09    1.21383755e-06    1.20000000e+00    1.20000000e+00    1.19999995e+00    1.06657003e+00    1.19591264e+00    1.69578034e-01
946      1.05959037e-07    4.84915552e-01    4.84915552e-01    4.84915552e-01    7.15084448e-01    4.56655359e-09    1.10822812e-06    1.20000000e+00    1.20000000e+00    1.19999996e+00    1.03000813e+00    1.19604025e+00    1.26345178e-01
947      1.05962164e-07    4.84540378e-01    4.84540378e-01    4.84540378e-01    7.15459622e-01    4.66473746e-09    1.01190319e-06    1.20000000e+00    1.20000000e+00    1.19999996e+00    9.90411428e-01    1.19616415e+00    9.20882218e-02
948      1.05965290e-07    4.84165205e-01    4.84165205e-01    4.84165205e-01    7.15834795e-01    4.78601166e-09    9.24046845e-07    1.20000000e+00    1.20000000e+00    1.19999997e+00    9.48036318e-01    1.19628443e+00    6.61220984e-02
949      1.05968416e-07    4.83790032e-01    4.83790032e-01    4.83790032e-01    7.16209968e-01    4.93116823e-09    8.43914818e-07    1.20000000e+00    1.20000000e+00    1.19999997e+00    9.10027238e-01    1.19640120e+00    4.71226747e-02
950      1.05971543e-07    4.83414859e-01    4.83414859e-01    4.83414859e-01    7.16585141e-01    5.09542507e-09    7.70828234e-07    1.20000000e+00    1.20000000e+00    1.19999997e+00    8.84045008e-01    1.19651453e+00    3.35937864e-02
951      1.05974669e-07    4.83039685e-01    4.83039685e-01    4.83039685e-01    7.16960315e-01    5.26929120e-09    7.04167850e-07    1.20000000e+00    1.20000000e+00    1.19999997e+00    8.66459719e-01    1.19662454e+00    2.41538398e-02
952      1.05977796e-07    4.82664512e-01    4.82664512e-01    4.82664512e-01    7.17335488e-01    5.44685035e-09    6.43368828e-07    1.20000000e+00    1.20000000e+00    1.19999998e+00    8.47406459e-01    1.19673129e+00    1.76613843e-02
953      1.05980922e-07    4.82289339e-01    4.82289339e-01    4.82289339e-01    7.17710661e-01    5.63292891e-09    5.87915951e-07    1.20000000e+00    1.20000000e+00    1.19999998e+00    8.17031414e-01    1.19683489e+00    1.32372603e-02
954      1.05984049e-07    4.81914166e-01    4.81914166e-01    4.81914166e-01    7.18085834e-01    5.84401389e-09    5.37339274e-07    1.20000000e+00    1.20000000e+00    1.19999998e+00    7.70364665e-01    1.19693541e+00    1.02355866e-02
955      1.05986862e-07    4.81576510e-01    4.81576510e-01    4.81576510e-01    7.18423490e-01    6.07466357e-09    4.95639704e-07    1.20000000e+00    1.20000000e+00    1.19999998e+00    7.16477976e-01    1.19702332e+00    8.37158502e-03
956      1.05989676e-07    4.81238854e-01    4.81238854e-01    4.81238854e-01    7.18761146e-01    2.13161543e-04    4.57255024e-07    1.20000000e+00    1.20000000e+00    1.19999998e+00    6.56080763e-01    1.19710886e+00    7.04807477e-03
957      1.05992490e-07    4.80901198e-01    4.80901198e-01    4.80901198e-01    7.19098802e-01    1.64199190e-03    4.21921794e-07    1.20000000e+00    1.20000000e+00    1.19999998e+00    5.93276920e-01    1.19719210e+00    6.09915829e-03
958      1.05998118e-07    4.80225886e-01    4.80225886e-01    4.80225886e-01    7.19774114e-01    1.46676608e-02    3.59360101e-07    1.20000000e+00    1.20000000e+00    1.19999999e+00    4.68935280e-01    1.19735191e+00    4.87297614e-03
959      1.06003182e-07    4.79618105e-01    4.79618105e-01    4.79618105e-01    7.20381895e-01    4.35472919e-02    3.11297605e-07    1.20000000e+00    1.20000000e+00    1.19999999e+00    3.65823802e-01    1.19748840e+00    4.23796127e-03
960      1.06008247e-07    4.79010325e-01    4.79010325e-01    4.79010325e-01    7.20989675e-01    9.30241566e-02    2.69901297e-07    1.20000000e+00    1.20000000e+00    1.19999999e+00    2.79287734e-01    1.19761827e+00    3.81418724e-03
961      1.06013312e-07    4.78402544e-01    4.78402544e-01    4.78402544e-01    7.21597456e-01    1.63580001e-01    2.34246797e-07    1.20000000e+00    1.20000000e+00    1.19999999e+00    2.11040200e-01    1.19774182e+00    3.50129913e-03
962      1.06018377e-07    4.77794763e-01    4.77794763e-01    4.77794763e-01    7.22205237e-01    2.53563780e-01    2.03537866e-07    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.59115235e-01    1.19785931e+00    3.25125327e-03
963      1.06023442e-07    4.77186983e-01    4.77186983e-01    4.77186983e-01    7.22813017e-01    3.60705638e-01    1.77088650e-07    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.20504646e-01    1.19797104e+00    3.04090490e-03
964      1.06028507e-07    4.76579202e-01    4.76579202e-01    4.76579202e-01    7.23420798e-01    4.83490576e-01    1.54308385e-07    1.20000000e+00    1.20000000e+00    1.19999999e+00    9.21906157e-02    1.19807726e+00    2.85866904e-03
965      1.06033571e-07    4.75971421e-01    4.75971421e-01    4.75971421e-01    7.24028579e-01    6.22370201e-01    1.34688215e-07    1.20000000e+00    1.20000000e+00    1.19999999e+00    7.15589367e-02    1.19817822e+00    2.69826243e-03
966      1.06038636e-07    4.75363641e-01    4.75363641e-01    4.75363641e-01    7.24636359e-01    7.72098079e-01    1.17789842e-07    1.20000000e+00    1.20000000e+00    1.19999999e+00    5.65247369e-02    1.19827417e+00    2.55584612e-03
967      1.06043701e-07    4.74755860e-01    4.74755860e-01    4.74755860e-01    7.25244140e-01    9.11475667e-01    1.03235744e-07    1.20000000e+00    1.20000000e+00    1.19999999e+00    4.55101960e-02    1.19836533e+00    2.42875259e-03
968      1.06048766e-07    4.74148079e-01    4.74148079e-01    4.74148079e-01    7.25851921e-01    1.01948892e+00    9.07007537e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    3.73611293e-02    1.19845193e+00    2.31492826e-03
969      1.06053324e-07    4.73601077e-01    4.73601077e-01    4.73601077e-01    7.26398923e-01    1.08644448e+00    8.09165178e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    3.17957160e-02    1.19852615e+00    2.22244942e-03
970      1.06057883e-07    4.73054074e-01    4.73054074e-01    4.73054074e-01    7.26945926e-01    1.12997230e+00    7.23625045e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    2.74431674e-02    1.19859699e+00    2.13829549e-03
971      1.06062441e-07    4.72507072e-01    4.72507072e-01    4.72507072e-01    7.27492928e-01    1.15695944e+00    6.48840500e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    2.39913396e-02    1.19866460e+00    2.06155928e-03
972      1.06066999e-07    4.71960069e-01    4.71960069e-01    4.71960069e-01    7.28039931e-01    1.17324807e+00    5.83459312e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    2.12134474e-02    1.19872912e+00    1.99144365e-03
973      1.06076116e-07    4.70866064e-01    4.70866064e-01    4.70866064e-01    7.29133936e-01    1.18941693e+00    4.75901547e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.70274949e-02    1.19884947e+00    1.86817102e-03
974      1.06085233e-07    4.69772059e-01    4.69772059e-01    4.69772059e-01    7.30227941e-01    1.19482890e+00    3.93793242e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.41038490e-02    1.19895896e+00    1.76416878e-03
975      1.06094350e-07    4.68678053e-01    4.68678053e-01    4.68678053e-01    7.31321947e-01    1.19686724e+00    3.31113069e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.19500550e-02    1.19905851e+00    1.67570263e-03
976      1.06112583e-07    4.66490043e-01    4.66490043e-01    4.66490043e-01    7.33509957e-01    1.19840301e+00    2.45539864e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    8.94756713e-03    1.19923148e+00    1.53418341e-03
977      1.06130816e-07    4.64302032e-01    4.64302032e-01    4.64302032e-01    7.35697968e-01    1.19891199e+00    1.96179323e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    7.01157936e-03    1.19937395e+00    1.42861170e-03
978      1.06167283e-07    4.59926012e-01    4.59926012e-01    4.59926012e-01    7.40073988e-01    1.19943345e+00    1.49178850e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    4.61836345e-03    1.19958869e+00    1.28449486e-03
979      1.06203750e-07    4.55549991e-01    4.55549991e-01    4.55549991e-01    7.44450009e-01    1.19964088e+00    1.35008415e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    3.29681779e-03    1.19973199e+00    1.19774111e-03
980      1.06240217e-07    4.51173970e-01    4.51173970e-01    4.51173970e-01    7.48826030e-01    1.19975634e+00    1.30733817e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    2.46709754e-03    1.19982678e+00    1.14287391e-03
981      1.06313151e-07    4.42421928e-01    4.42421928e-01    4.42421928e-01    7.57578072e-01    1.19986653e+00    1.28819112e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.51516213e-03    1.19993242e+00    1.08249243e-03
982      1.06386084e-07    4.33669887e-01    4.33669887e-01    4.33669887e-01    7.66330113e-01    1.19991552e+00    1.28883034e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.03265551e-03    1.19997461e+00    1.05634554e-03
983      1.06531952e-07    4.16165803e-01    4.16165803e-01    4.16165803e-01    7.83834197e-01    1.19995828e+00    1.28877559e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    5.52636882e-04    1.19999910e+00    1.03741416e-03
984      1.06677819e-07    3.98661720e-01    3.98661720e-01    3.98661720e-01    8.01338280e-01    1.19997474e+00    1.28878593e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    3.51129255e-04    1.19999998e+00    1.03419052e-03
985      1.06877819e-07    3.74661720e-01    3.74661720e-01    3.74661720e-01    8.25338280e-01    1.19998535e+00    1.28878157e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    2.09617601e-04    1.19999999e+00    1.03348852e-03
986      1.07077819e-07    3.50661720e-01    3.50661720e-01    3.50661720e-01    8.49338280e-01    1.19999025e+00    1.28878361e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.43401750e-04    1.19999999e+00    1.03346569e-03
987      1.07277819e-07    3.26661720e-01    3.26661720e-01    3.26661720e-01    8.73338280e-01    1.19999317e+00    1.28878271e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.01152189e-04    1.19999999e+00    1.03347351e-03
988      1.07477819e-07    3.02661720e-01    3.02661720e-01    3.02661720e-01    8.97338280e-01    1.19999482e+00    1.28878306e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    7.79546840e-05    1.19999999e+00    1.03346510e-03
989      1.07677819e-07    2.78661720e-01    2.78661720e-01    2.78661720e-01    9.21338280e-01    1.19999605e+00    1.28878296e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    5.96117357e-05    1.19999999e+00    1.03347337e-03
990      1.07877819e-07    2.54661720e-01    2.54661720e-01    2.54661720e-01    9.45338280e-01    1.19999678e+00    1.28878292e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    4.89475569e-05    1.19999999e+00    1.03346577e-03
991      1.08077819e-07    2.30661720e-01    2.30661720e-01    2.30661720e-01    9.69338280e-01    1.19999742e+00    1.28878302e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    3.93430694e-05    1.19999999e+00    1.03347299e-03
992      1.08277819e-07    2.06661720e-01    2.06661720e-01    2.06661720e-01    9.93338280e-01    1.19999781e+00    1.28878289e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    3.35591192e-05    1.19999999e+00    1.03346649e-03
993      1.08477819e-07    1.82661720e-01    1.82661720e-01    1.82661720e-01    1.01733828e+00    1.19999819e+00    1.28878303e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    2.79370794e-05    1.19999999e+00    1.03347263e-03
994      1.08677819e-07    1.58661720e-01    1.58661720e-01    1.58661720e-01    1.04133828e+00    1.19999841e+00    1.28878289e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    2.44227195e-05    1.19999999e+00    1.03346715e-03
995      1.08877819e-07    1.34661720e-01    1.34661720e-01    1.34661720e-01    1.06533828e+00    1.19999865e+00    1.28878303e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    2.08786671e-05    1.19999999e+00    1.03347235e-03
996      1.09077819e-07    1.10661720e-01    1.10661720e-01    1.10661720e-01    1.08933828e+00    1.19999880e+00    1.28878290e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.85603858e-05    1.19999999e+00    1.03346774e-03
997      1.09277819e-07    8.66617201e-02    8.66617201e-02    8.66617201e-02    1.11333828e+00    1.19999896e+00    1.28878302e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.62032617e-05    1.19999999e+00    1.03347213e-03
998      1.09477819e-07    6.26617201e-02    6.26617201e-02    6.26617201e-02    1.13733828e+00    1.19999906e+00    1.28878290e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.45779949e-05    1.19999999e+00    1.03346827e-03
999      1.09677819e-07    3.86617201e-02    3.86617201e-02    3.86617201e-02    1.16133828e+00    1.19999917e+00    1.28878302e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.29440692e-05    1.19999999e+00    1.03347198e-03
1000     1.09877819e-07    1.46617201e-02    1.46617201e-02    1.46617201e-02    1.18533828e+00    1.19999924e+00    1.28878292e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.17513295e-05    1.19999999e+00    1.03346874e-03
1001     1.10000000e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999930e+00    1.28878302e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.09965787e-05    1.19999999e+00    1.03347176e-03
1002     1.10020000e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999930e+00    1.28878297e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.16334800e-05    1.19999999e+00    9.01961753e-04
1003     1.10040000e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999931e+00    1.28878297e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.25138606e-05    1.19999999e+00    7.74895034e-04
1004     1.10080000e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999932e+00    1.28878296e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.41982933e-05    1.19999999e+00    5.68767202e-04
1005     1.10160000e-07    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999934e+00    1.28878297e-08    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.61177114e-05    1.19999999e+00    3.40428842e-04
