Index       TIME              V(A)              V(B)             V(CIN)             V(D)              V(S)              V(C)             V(_04_)           V(_05_)           V(_01_)           V(_02_)           V(_03_)           V(_00_)     
325      3.58217290e-08    0.00000000e+00    6.98607485e-01    1.20000000e+00    1.20000000e+00    5.72792425e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.19999999e+00    1.67901729e-03    3.02075221e-01
326      3.58349010e-08    0.00000000e+00    7.00188123e-01    1.20000000e+00    1.20000000e+00    5.72792426e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.19999999e+00    1.45796167e-03    4.81038361e-01
327      3.58464201e-08    0.00000000e+00    7.01570414e-01    1.20000000e+00    1.20000000e+00    5.74434210e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.17684903e+00    1.30782813e-03    6.69183955e-01
328      3.58478853e-08    0.00000000e+00    7.01746236e-01    1.20000000e+00    1.20000000e+00    5.74995120e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792421e-09    1.16903996e+00    1.29105454e-03    6.93006220e-01
329      3.58493505e-08    0.00000000e+00    7.01922058e-01    1.20000000e+00    1.20000000e+00    5.75637656e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792421e-09    1.16031342e+00    1.27447415e-03    7.16401929e-01
330      3.58522808e-08    0.00000000e+00    7.02273702e-01    1.20000000e+00    1.20000000e+00    5.77539546e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792421e-09    1.13728639e+00    1.24242168e-03    7.60658279e-01
331      3.58552112e-08    0.00000000e+00    7.02625346e-01    1.20000000e+00    1.20000000e+00    5.80528125e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792421e-09    1.10678488e+00    1.21175598e-03    8.01723524e-01
332      3.58581416e-08    0.00000000e+00    7.02976990e-01    1.20000000e+00    1.20000000e+00    5.84973730e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792421e-09    1.06888694e+00    1.18237142e-03    8.39985546e-01
333      3.58610720e-08    0.00000000e+00    7.03328634e-01    1.20000000e+00    1.20000000e+00    5.91275338e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.02377380e+00    1.15417644e-03    8.75827578e-01
334      3.58640023e-08    0.00000000e+00    7.03680278e-01    1.20000000e+00    1.20000000e+00    5.99881293e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    9.71683331e-01    1.12708949e-03    9.09506860e-01
335      3.58669327e-08    0.00000000e+00    7.04031923e-01    1.20000000e+00    1.20000000e+00    6.11324346e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    9.12906539e-01    1.10103746e-03    9.41131274e-01
336      3.58698631e-08    0.00000000e+00    7.04383567e-01    1.20000000e+00    1.20000000e+00    6.26269207e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    8.47795390e-01    1.07595461e-03    9.70695905e-01
337      3.58727934e-08    0.00000000e+00    7.04735211e-01    1.20000000e+00    1.20000000e+00    6.45579578e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    7.76763004e-01    1.05178161e-03    9.98139256e-01
338      3.58757238e-08    0.00000000e+00    7.05086855e-01    1.20000000e+00    1.20000000e+00    6.70413479e-09    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    7.00273085e-01    1.02846474e-03    1.02339396e+00
339      3.58786542e-08    0.00000000e+00    7.05438499e-01    1.20000000e+00    1.20000000e+00    8.08433912e-04    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    6.18819415e-01    1.00595522e-03    1.04641948e+00
340      3.58845149e-08    0.00000000e+00    7.06141788e-01    1.20000000e+00    1.20000000e+00    1.65144379e-02    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    4.50181654e-01    9.63167256e-04    1.08586580e+00
341      3.58903756e-08    0.00000000e+00    7.06845076e-01    1.20000000e+00    1.20000000e+00    6.45296103e-02    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    3.02080656e-01    9.23129198e-04    1.11699143e+00
342      3.58951065e-08    0.00000000e+00    7.07412783e-01    1.20000000e+00    1.20000000e+00    1.31648255e-01    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    2.13628177e-01    8.92637418e-04    1.13669084e+00
343      3.58993629e-08    0.00000000e+00    7.07923552e-01    1.20000000e+00    1.20000000e+00    2.11823744e-01    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.54907109e-01    8.66486262e-04    1.15085830e+00
344      3.59036193e-08    0.00000000e+00    7.08434320e-01    1.20000000e+00    1.20000000e+00    3.08198016e-01    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.11294760e-01    8.41466724e-04    1.16217347e+00
345      3.59078757e-08    0.00000000e+00    7.08945088e-01    1.20000000e+00    1.20000000e+00    4.18811758e-01    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    7.92704995e-02    8.17508277e-04    1.17110444e+00
346      3.59121321e-08    0.00000000e+00    7.09455857e-01    1.20000000e+00    1.20000000e+00    5.42743783e-01    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.60349334e-02    7.94546926e-04    1.17807899e+00
347      3.59163885e-08    0.00000000e+00    7.09966625e-01    1.20000000e+00    1.20000000e+00    6.77108370e-01    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    3.93624689e-02    7.72524329e-04    1.18347388e+00
348      3.59206449e-08    0.00000000e+00    7.10477393e-01    1.20000000e+00    1.20000000e+00    8.10784539e-01    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    2.75107604e-02    7.51387081e-04    1.18761125e+00
349      3.59249013e-08    0.00000000e+00    7.10988161e-01    1.20000000e+00    1.20000000e+00    9.27588722e-01    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.91494930e-02    7.31086108e-04    1.19075991e+00
350      3.59291577e-08    0.00000000e+00    7.11498930e-01    1.20000000e+00    1.20000000e+00    1.01779882e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.32861854e-02    7.11576155e-04    1.19313969e+00
351      3.59334142e-08    0.00000000e+00    7.12009698e-01    1.20000000e+00    1.20000000e+00    1.08143903e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    9.19417033e-03    6.92815365e-04    1.19492730e+00
352      3.59376706e-08    0.00000000e+00    7.12520466e-01    1.20000000e+00    1.20000000e+00    1.12363125e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    6.34914058e-03    6.74764909e-04    1.19626275e+00
353      3.59419270e-08    0.00000000e+00    7.13031235e-01    1.20000000e+00    1.20000000e+00    1.15054363e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    4.37704296e-03    6.57388682e-04    1.19725553e+00
354      3.59461834e-08    0.00000000e+00    7.13542003e-01    1.20000000e+00    1.20000000e+00    1.16736684e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    3.01332640e-03    6.40653029e-04    1.19799037e+00
355      3.59546962e-08    0.00000000e+00    7.14563540e-01    1.20000000e+00    1.20000000e+00    1.18497353e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.38464715e-03    6.08967598e-04    1.19894667e+00
356      3.59632090e-08    0.00000000e+00    7.15585076e-01    1.20000000e+00    1.20000000e+00    1.19160705e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    6.33839508e-04    5.79497316e-04    1.19945289e+00
357      3.59717218e-08    0.00000000e+00    7.16606613e-01    1.20000000e+00    1.20000000e+00    1.19444801e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    2.89375908e-04    5.52039291e-04    1.19971772e+00
358      3.59887474e-08    0.00000000e+00    7.18649686e-01    1.20000000e+00    1.20000000e+00    1.19688648e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    4.17457753e-05    5.02407151e-04    1.19993879e+00
359      3.60057730e-08    0.00000000e+00    7.20692759e-01    1.20000000e+00    1.20000000e+00    1.19783634e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.95941529e-06    4.58955827e-04    1.19998703e+00
360      3.60227986e-08    0.00000000e+00    7.22735832e-01    1.20000000e+00    1.20000000e+00    1.19841847e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    8.53003432e-07    4.20696373e-04    1.19999727e+00
361      3.60568498e-08    0.00000000e+00    7.26821979e-01    1.20000000e+00    1.20000000e+00    1.19906040e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09   -1.66321119e-07    3.56556779e-04    1.20000037e+00
362      3.61249523e-08    0.00000000e+00    7.34994271e-01    1.20000000e+00    1.20000000e+00    1.19956611e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    9.27612596e-08    2.63720777e-04    1.19999983e+00
363      3.62611571e-08    0.00000000e+00    7.51338857e-01    1.20000000e+00    1.20000000e+00    1.19984494e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09   -5.69270867e-08    1.57468889e-04    1.20000011e+00
364      3.63973620e-08    0.00000000e+00    7.67683443e-01    1.20000000e+00    1.20000000e+00    1.19991704e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.09651452e-08    1.03685390e-04    1.19999991e+00
365      3.65973620e-08    0.00000000e+00    7.91683443e-01    1.20000000e+00    1.20000000e+00    1.19995849e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09   -3.06021547e-08    6.16536785e-05    1.20000006e+00
366      3.67973620e-08    0.00000000e+00    8.15683443e-01    1.20000000e+00    1.20000000e+00    1.19997398e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    3.49525681e-08    4.05422747e-05    1.19999995e+00
367      3.69973620e-08    0.00000000e+00    8.39683443e-01    1.20000000e+00    1.20000000e+00    1.19998300e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09   -1.78214692e-08    2.80261192e-05    1.20000003e+00
368      3.71973620e-08    0.00000000e+00    8.63683443e-01    1.20000000e+00    1.20000000e+00    1.19998719e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    2.47449240e-08    2.05412413e-05    1.19999996e+00
369      3.73973620e-08    0.00000000e+00    8.87683443e-01    1.20000000e+00    1.20000000e+00    1.19999078e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09   -9.66626187e-09    1.53881226e-05    1.20000002e+00
370      3.75973620e-08    0.00000000e+00    9.11683443e-01    1.20000000e+00    1.20000000e+00    1.19999237e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.82261846e-08    1.20183274e-05    1.19999998e+00
371      3.77973620e-08    0.00000000e+00    9.35683443e-01    1.20000000e+00    1.20000000e+00    1.19999421e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09   -4.45327161e-09    9.47426815e-06    1.20000001e+00
372      3.79973620e-08    0.00000000e+00    9.59683443e-01    1.20000000e+00    1.20000000e+00    1.19999493e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.40547125e-08    7.71674408e-06    1.19999998e+00
373      3.81973620e-08    0.00000000e+00    9.83683443e-01    1.20000000e+00    1.20000000e+00    1.19999603e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09   -1.11299103e-09    6.30378274e-06    1.20000001e+00
374      3.83973620e-08    0.00000000e+00    1.00768344e+00    1.20000000e+00    1.20000000e+00    1.19999639e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.13776171e-08    5.28991333e-06    1.19999999e+00
375      3.85973620e-08    0.00000000e+00    1.03168344e+00    1.20000000e+00    1.20000000e+00    1.19999710e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    1.03470824e-09    4.43713153e-06    1.20000000e+00
376      3.87973620e-08    0.00000000e+00    1.05568344e+00    1.20000000e+00    1.20000000e+00    1.19999731e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    9.65245353e-09    3.80746241e-06    1.19999999e+00
377      3.89973620e-08    0.00000000e+00    1.07968344e+00    1.20000000e+00    1.20000000e+00    1.19999779e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    2.42244904e-09    3.25980106e-06    1.20000000e+00
378      3.91973620e-08    0.00000000e+00    1.10368344e+00    1.20000000e+00    1.20000000e+00    1.19999791e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    8.53415084e-09    2.84601769e-06    1.19999999e+00
379      3.93973620e-08    0.00000000e+00    1.12768344e+00    1.20000000e+00    1.20000000e+00    1.19999825e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    3.32546629e-09    2.47689998e-06    1.20000000e+00
380      3.95973620e-08    0.00000000e+00    1.15168344e+00    1.20000000e+00    1.20000000e+00    1.19999834e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    7.80316094e-09    2.19255906e-06    1.19999999e+00
381      3.97973620e-08    0.00000000e+00    1.17568344e+00    1.20000000e+00    1.20000000e+00    1.19999858e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    3.91889382e-09    1.93396591e-06    1.20000000e+00
382      3.99973620e-08    0.00000000e+00    1.19968344e+00    1.20000000e+00    1.20000000e+00    1.19999865e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    7.31975924e-09    1.73137157e-06    1.19999999e+00
383      4.00000000e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999866e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    6.40888213e-09    1.72707678e-06    1.19999999e+00
384      4.00026380e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999867e+00    1.20000000e+00    5.72792424e-09    1.20000000e+00    5.72792421e-09    6.24007648e-09    1.72416118e-06    1.19999999e+00
385      4.00079139e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999868e+00    1.20000000e+00    5.72792426e-09    1.20000000e+00    5.72792423e-09    6.06091380e-09    1.71909426e-06    1.19999999e+00
386      4.00184659e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999869e+00    1.20000000e+00    5.72792425e-09    1.20000000e+00    5.72792422e-09    5.84099515e-09    1.70984807e-06    1.19999999e+00
387      4.00395697e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999871e+00    1.20000000e+00    5.72792424e-09    1.20000000e+00    5.72792421e-09    5.73503446e-09    1.69362694e-06    1.19999999e+00
388      4.00817773e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999873e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72399867e-09    1.66245470e-06    1.19999999e+00
389      4.01661927e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999878e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.73118951e-09    1.60249337e-06    1.19999999e+00
390      4.03350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999887e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72495409e-09    1.49197035e-06    1.19999999e+00
391      4.05350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999896e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.73074481e-09    1.37521467e-06    1.19999999e+00
392      4.07350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999905e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72529656e-09    1.27174171e-06    1.19999999e+00
393      4.09350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999912e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.73044003e-09    1.17954182e-06    1.19999999e+00
394      4.11350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999918e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72556138e-09    1.09709238e-06    1.19999999e+00
395      4.13350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999924e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.73020015e-09    1.02301540e-06    1.19999999e+00
396      4.15350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999929e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72577352e-09    9.56256847e-07    1.19999999e+00
397      4.17350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999934e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.73000438e-09    8.95846430e-07    1.19999999e+00
398      4.19350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999938e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72594952e-09    8.41035432e-07    1.19999999e+00
399      4.21350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999942e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72983972e-09    7.91125331e-07    1.19999999e+00
400      4.23350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999946e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72609998e-09    7.45571863e-07    1.19999999e+00
401      4.25350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999949e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72969706e-09    7.03862368e-07    1.19999999e+00
402      4.27350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999952e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72623174e-09    6.65593047e-07    1.19999999e+00
403      4.29350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999954e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72957111e-09    6.30381223e-07    1.19999999e+00
404      4.31350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999957e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72634924e-09    5.97921825e-07    1.19999999e+00
405      4.33350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999959e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72945799e-09    5.67924879e-07    1.19999999e+00
406      4.35350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999961e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72645591e-09    5.40156137e-07    1.19999999e+00
407      4.37350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999963e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72935471e-09    5.14392901e-07    1.19999999e+00
408      4.39350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999965e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72655330e-09    4.90452670e-07    1.19999999e+00
409      4.41350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999967e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72926011e-09    4.68162329e-07    1.19999999e+00
410      4.43350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999968e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72664328e-09    4.47377821e-07    1.19999999e+00
411      4.45350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999970e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72917269e-09    4.27963092e-07    1.19999999e+00
412      4.47350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999971e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72672636e-09    4.09803077e-07    1.19999999e+00
413      4.49350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999972e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72909183e-09    3.92789771e-07    1.19999999e+00
414      4.51350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999973e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72680350e-09    3.76830278e-07    1.19999999e+00
415      4.53350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999974e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72901674e-09    3.61838068e-07    1.19999999e+00
416      4.55350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999975e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72687527e-09    3.47737408e-07    1.19999999e+00
417      4.57350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999976e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72894679e-09    3.34458386e-07    1.19999999e+00
418      4.59350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999977e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72694247e-09    3.21938708e-07    1.19999999e+00
419      4.61350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999978e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72888121e-09    3.10121445e-07    1.19999999e+00
420      4.63350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999979e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72700521e-09    2.98954938e-07    1.19999999e+00
421      4.65350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999980e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72882016e-09    2.88392495e-07    1.19999999e+00
422      4.67350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999980e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72706378e-09    2.78390951e-07    1.19999999e+00
423      4.69350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999981e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72876301e-09    2.68911754e-07    1.19999999e+00
424      4.71350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999982e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72711854e-09    2.59918587e-07    1.19999999e+00
425      4.73350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999982e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72870954e-09    2.51379415e-07    1.19999999e+00
426      4.75350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999983e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72716972e-09    2.43263488e-07    1.19999999e+00
427      4.77350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999984e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72865973e-09    2.35544033e-07    1.19999999e+00
428      4.79350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999984e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72721773e-09    2.28194854e-07    1.19999999e+00
429      4.81350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999985e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72861298e-09    2.21193458e-07    1.19999999e+00
430      4.83350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999985e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72726254e-09    2.14517399e-07    1.19999999e+00
431      4.85350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999985e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72856906e-09    2.08147686e-07    1.19999999e+00
432      4.87350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999986e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72730477e-09    2.02064988e-07    1.19999999e+00
433      4.89350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999986e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72852798e-09    1.96253192e-07    1.19999999e+00
434      4.91350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72734424e-09    1.90695566e-07    1.19999999e+00
435      4.93350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72848970e-09    1.85378382e-07    1.19999999e+00
436      4.95350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72738118e-09    1.80287090e-07    1.19999999e+00
437      4.97350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72845360e-09    1.75409943e-07    1.19999999e+00
438      4.99350233e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72741595e-09    1.70734236e-07    1.19999999e+00
439      5.00000000e-08    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    5.72792423e-09    1.20000000e+00    5.72792420e-09    5.72838729e-09    1.69257218e-07    1.19999999e+00
440      5.00200000e-08    0.00000000e+00    1.20000000e+00    1.19760000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    5.73497735e-09    1.20000000e+00    5.73497733e-09    5.72796117e-09    1.68873441e-07    1.19999999e+00
