TIME,TIME,I(VDD),{V(VDD)*I(VDD)},{-V(VDD)*I(VDD)}
9.85000000e-09,9.85000000e-09,-2.32581824e-12,-2.79098189e-12,2.79098189e-12
9.90000000e-09,9.90000000e-09,-2.32580187e-12,-2.79096225e-12,2.79096225e-12
9.95000000e-09,9.95000000e-09,-2.32581833e-12,-2.79098199e-12,2.79098199e-12
1.00000000e-08,1.00000000e-08,-2.32580179e-12,-2.79096215e-12,2.79096215e-12
1.00500000e-08,1.00500000e-08,-2.32581841e-12,-2.79098209e-12,2.79098209e-12
1.01000000e-08,1.01000000e-08,-2.32580171e-12,-2.79096205e-12,2.79096205e-12
1.01500000e-08,1.01500000e-08,-2.32581849e-12,-2.79098219e-12,2.79098219e-12
1.02000000e-08,1.02000000e-08,-2.32580162e-12,-2.79096195e-12,2.79096195e-12
1.02500000e-08,1.02500000e-08,-2.32581858e-12,-2.79098229e-12,2.79098229e-12
1.03000000e-08,1.03000000e-08,-2.32580154e-12,-2.79096185e-12,2.79096185e-12
1.03500000e-08,1.03500000e-08,-2.32581866e-12,-2.79098239e-12,2.79098239e-12
1.04000000e-08,1.04000000e-08,-2.32580146e-12,-2.79096175e-12,2.79096175e-12
1.04500000e-08,1.04500000e-08,-2.32581874e-12,-2.79098249e-12,2.79098249e-12
1.05000000e-08,1.05000000e-08,-2.32580137e-12,-2.79096165e-12,2.79096165e-12
1.05500000e-08,1.05500000e-08,-2.32581883e-12,-2.79098259e-12,2.79098259e-12
1.06000000e-08,1.06000000e-08,-2.32580129e-12,-2.79096155e-12,2.79096155e-12
1.06500000e-08,1.06500000e-08,-2.32581891e-12,-2.79098269e-12,2.79098269e-12
1.07000000e-08,1.07000000e-08,-2.32580120e-12,-2.79096145e-12,2.79096145e-12
1.07500000e-08,1.07500000e-08,-2.32581900e-12,-2.79098280e-12,2.79098280e-12
1.08000000e-08,1.08000000e-08,-2.32580112e-12,-2.79096135e-12,2.79096135e-12
1.08500000e-08,1.08500000e-08,-2.32581908e-12,-2.79098290e-12,2.79098290e-12
1.09000000e-08,1.09000000e-08,-2.32580104e-12,-2.79096124e-12,2.79096124e-12
1.09500000e-08,1.09500000e-08,-2.32581916e-12,-2.79098300e-12,2.79098300e-12
1.10000000e-08,1.10000000e-08,-2.32580095e-12,-2.79096114e-12,2.79096114e-12
1.10500000e-08,1.10500000e-08,-2.32581925e-12,-2.79098310e-12,2.79098310e-12
1.11000000e-08,1.11000000e-08,-2.32580087e-12,-2.79096104e-12,2.79096104e-12
1.11500000e-08,1.11500000e-08,-2.32581933e-12,-2.79098320e-12,2.79098320e-12
1.12000000e-08,1.12000000e-08,-2.32580079e-12,-2.79096094e-12,2.79096094e-12
1.12500000e-08,1.12500000e-08,-2.32581941e-12,-2.79098330e-12,2.79098330e-12
1.13000000e-08,1.13000000e-08,-2.32580070e-12,-2.79096084e-12,2.79096084e-12
1.13500000e-08,1.13500000e-08,-2.32581950e-12,-2.79098340e-12,2.79098340e-12
1.14000000e-08,1.14000000e-08,-2.32580062e-12,-2.79096074e-12,2.79096074e-12
1.14500000e-08,1.14500000e-08,-2.32581958e-12,-2.79098350e-12,2.79098350e-12
1.15000000e-08,1.15000000e-08,-2.32580054e-12,-2.79096064e-12,2.79096064e-12
1.15500000e-08,1.15500000e-08,-2.32581967e-12,-2.79098360e-12,2.79098360e-12
1.16000000e-08,1.16000000e-08,-2.32580045e-12,-2.79096054e-12,2.79096054e-12
1.16500000e-08,1.16500000e-08,-2.32581975e-12,-2.79098370e-12,2.79098370e-12
1.17000000e-08,1.17000000e-08,-2.32580037e-12,-2.79096044e-12,2.79096044e-12
1.17500000e-08,1.17500000e-08,-2.32581983e-12,-2.79098380e-12,2.79098380e-12
1.18000000e-08,1.18000000e-08,-2.32580028e-12,-2.79096034e-12,2.79096034e-12
1.18500000e-08,1.18500000e-08,-2.32581992e-12,-2.79098390e-12,2.79098390e-12
1.19000000e-08,1.19000000e-08,-2.32580020e-12,-2.79096024e-12,2.79096024e-12
1.19500000e-08,1.19500000e-08,-2.32582000e-12,-2.79098400e-12,2.79098400e-12
1.20000000e-08,1.20000000e-08,-2.32580012e-12,-2.79096014e-12,2.79096014e-12
1.20500000e-08,1.20500000e-08,-2.32582008e-12,-2.79098410e-12,2.79098410e-12
1.21000000e-08,1.21000000e-08,-2.32580003e-12,-2.79096004e-12,2.79096004e-12
1.21500000e-08,1.21500000e-08,-2.32582017e-12,-2.79098420e-12,2.79098420e-12
1.22000000e-08,1.22000000e-08,-2.32579995e-12,-2.79095994e-12,2.79095994e-12
1.22500000e-08,1.22500000e-08,-2.32582025e-12,-2.79098430e-12,2.79098430e-12
1.23000000e-08,1.23000000e-08,-2.32579987e-12,-2.79095984e-12,2.79095984e-12
1.23500000e-08,1.23500000e-08,-2.32582033e-12,-2.79098440e-12,2.79098440e-12
1.24000000e-08,1.24000000e-08,-2.32579978e-12,-2.79095974e-12,2.79095974e-12
1.24500000e-08,1.24500000e-08,-2.32582042e-12,-2.79098450e-12,2.79098450e-12
1.25000000e-08,1.25000000e-08,-2.32579970e-12,-2.79095964e-12,2.79095964e-12
1.25500000e-08,1.25500000e-08,-2.32582050e-12,-2.79098460e-12,2.79098460e-12
1.26000000e-08,1.26000000e-08,-2.32579962e-12,-2.79095954e-12,2.79095954e-12
1.26500000e-08,1.26500000e-08,-2.32582059e-12,-2.79098470e-12,2.79098470e-12
1.27000000e-08,1.27000000e-08,-2.32579953e-12,-2.79095944e-12,2.79095944e-12
1.27500000e-08,1.27500000e-08,-2.32582067e-12,-2.79098480e-12,2.79098480e-12
1.28000000e-08,1.28000000e-08,-2.32579945e-12,-2.79095934e-12,2.79095934e-12
1.28500000e-08,1.28500000e-08,-2.32582075e-12,-2.79098490e-12,2.79098490e-12
1.29000000e-08,1.29000000e-08,-2.32579936e-12,-2.79095924e-12,2.79095924e-12
1.29500000e-08,1.29500000e-08,-2.32582084e-12,-2.79098500e-12,2.79098500e-12
1.30000000e-08,1.30000000e-08,-2.32579928e-12,-2.79095914e-12,2.79095914e-12
1.30500000e-08,1.30500000e-08,-2.32582092e-12,-2.79098510e-12,2.79098510e-12
1.31000000e-08,1.31000000e-08,-2.32579920e-12,-2.79095904e-12,2.79095904e-12
