TIME,TIME,I(VDD),{V(VDD)*I(VDD)},{-V(VDD)*I(VDD)}
1.76988628e-08,1.76988628e-08,-1.53021261e-06,-1.83625513e-06,1.83625513e-06
1.77198480e-08,1.77198480e-08,-1.17643329e-06,-1.41171995e-06,1.41171995e-06
1.77618184e-08,1.77618184e-08,-6.92354175e-07,-8.30825010e-07,8.30825010e-07
1.78037887e-08,1.78037887e-08,-4.18894722e-07,-5.02673667e-07,5.02673667e-07
1.78877295e-08,1.78877295e-08,-2.20531476e-07,-2.64637771e-07,2.64637771e-07
1.80556109e-08,1.80556109e-08,-1.03713401e-07,-1.24456081e-07,1.24456081e-07
1.82556109e-08,1.82556109e-08,-4.97105742e-08,-5.96526890e-08,5.96526890e-08
1.84556109e-08,1.84556109e-08,-3.48942410e-08,-4.18730893e-08,4.18730893e-08
1.86556109e-08,1.86556109e-08,-2.00594875e-08,-2.40713849e-08,2.40713849e-08
1.88556109e-08,1.88556109e-08,-1.79147162e-08,-2.14976595e-08,2.14976595e-08
1.90556109e-08,1.90556109e-08,-1.06470067e-08,-1.27764081e-08,1.27764081e-08
1.92556109e-08,1.92556109e-08,-1.10055069e-08,-1.32066082e-08,1.32066082e-08
1.94556109e-08,1.94556109e-08,-6.55220565e-09,-7.86264678e-09,7.86264678e-09
1.96556109e-08,1.96556109e-08,-7.46907919e-09,-8.96289503e-09,8.96289503e-09
1.98556109e-08,1.98556109e-08,-4.43478422e-09,-5.32174107e-09,5.32174107e-09
2.00556109e-08,2.00556109e-08,-5.40249971e-09,-6.48299965e-09,6.48299965e-09
2.02556109e-08,2.02556109e-08,-3.20768697e-09,-3.84922436e-09,3.84922436e-09
2.04556109e-08,2.04556109e-08,-4.08735679e-09,-4.90482815e-09,4.90482815e-09
2.06556109e-08,2.06556109e-08,-2.43474078e-09,-2.92168894e-09,2.92168894e-09
2.08556109e-08,2.08556109e-08,-3.19964656e-09,-3.83957587e-09,3.83957587e-09
2.10556109e-08,2.10556109e-08,-1.91533228e-09,-2.29839873e-09,2.29839873e-09
2.12556109e-08,2.12556109e-08,-2.57412498e-09,-3.08894998e-09,3.08894998e-09
2.14556109e-08,2.14556109e-08,-1.54775189e-09,-1.85730227e-09,1.85730227e-09
2.16556109e-08,2.16556109e-08,-2.11860495e-09,-2.54232593e-09,2.54232593e-09
2.18556109e-08,2.18556109e-08,-1.27646033e-09,-1.53175240e-09,1.53175240e-09
