0.5625,0.1875,0.1875,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31640625,0.10546875,0.10546875,0.03515625,0.10546875,0.03515625,0.03515625,0.01171875,0.10546875,0.03515625,0.03515625,0.01171875,0.03515625,0.01171875,0.01171875,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31640625,0.10546875,0.10546875,0.03515625,0.10546875,0.03515625,0.03515625,0.01171875,0.10546875,0.03515625,0.03515625,0.01171875,0.03515625,0.01171875,0.01171875,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31640625,0.10546875,0.10546875,0.03515625,0.10546875,0.03515625,0.03515625,0.01171875,0.10546875,0.03515625,0.03515625,0.01171875,0.03515625,0.01171875,0.01171875,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31640625,0,0.10546875,0,0.10546875,0,0.03515625,0,0.10546875,0,0.03515625,0,0.03515625,0,0.01171875,0,0.10546875,0,0.03515625,0,0.03515625,0,0.01171875,0,0.03515625,0,0.01171875,0,0.01171875,0,0.00390625,0
0.31054688,0.00585938,0.10351562,0.00195312,0.09960938,0.00585938,0.03320312,0.00195312,0.08789062,0.01757812,0.02929688,0.00585938,0.01757812,0.01757812,0.00585938,0.00585938,0.08203125,0.0234375,0.02734375,0.0078125,0.0234375,0.01171875,0.0078125,0.00390625,0.01171875,0.0234375,0.00390625,0.0078125,0,0.01171875,0,0.00390625
0.31054688,0.00585938,0.10351562,0.00195312,0.09960938,0.00585938,0.03320312,0.00195312,0.08789062,0.01757812,0.02929688,0.00585938,0.01757812,0.01757812,0.00585938,0.00585938,0.08203125,0.0234375,0.02734375,0.0078125,0.0234375,0.01171875,0.0078125,0.00390625,0.01171875,0.0234375,0.00390625,0.0078125,0,0.01171875,0,0.00390625
0.546875,0.015625,0.140625,0.046875,0.140625,0.046875,0.015625,0.046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5625,0.1875,0.1875,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31640625,0.10546875,0.10546875,0.03515625,0.10546875,0.03515625,0.03515625,0.01171875,0.10546875,0.03515625,0.03515625,0.01171875,0.03515625,0.01171875,0.01171875,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.421875,0.140625,0.140625,0.046875,0.140625,0.046875,0.046875,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5625,0.1875,0.1875,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5625,0.1875,0.1875,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31640625,0.10546875,0.10546875,0.03515625,0.10546875,0.03515625,0.03515625,0.01171875,0.10546875,0.03515625,0.03515625,0.01171875,0.03515625,0.01171875,0.01171875,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26367188,0.08789062,0.08789062,0.02929688,0.08789062,0.02929688,0.02929688,0.00976562,0.15820312,0.05273438,0.05273438,0.01757812,0.05273438,0.01757812,0.01757812,0.00585938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28125,0.09375,0.09375,0.03125,0.01538086,0.00512695,0.00512695,0.00170898,0.24609375,0.08203125,0.08203125,0.02734375,0.01977539,0.0065918,0.0065918,0.00219727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15527344,0.05175781,0.08935547,0.02978516,0.02783203,0.00927734,0.02050781,0.00683594,0.20068359,0.06689453,0.10839844,0.03613281,0.08496094,0.02832031,0.06298828,0.02099609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21086121,0.01243591,0.01792908,0.00102234,0.21394348,0.0158844,0.01869202,0.00141907,0.19883728,0.01182556,0.03721619,0.00205994,0.20033264,0.01478577,0.03968811,0.00306702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1769104,0,0.04830933,0,0.12260437,0,0.05256653,0,0.05697632,0,0.01663208,0,0.03901672,0,0.01823425,0,0.14608765,0,0.04397583,0,0.09945679,0,0.04837036,0,0.05752563,0,0.01608276,0,0.03970337,0,0.01754761,0
0.18423462,0.08493042,0.02114868,0.00753784,0.07925415,0.05697632,0.03555298,0.00692749,0.02487183,0.00576782,0.00314331,0.00039673,0.01055908,0.00457764,0.00537109,0,0.14471436,0.08709717,0.01977539,0.00720215,0.05569458,0.05856323,0.03567505,0.00534058,0.02520752,0.00567627,0.00292969,0.00036621,0.01104736,0.00457764,0.00488281,0
0.25769043,0.07043457,0.05383301,0.03076172,0,0,0.02270508,0.0020752,0.06311035,0.00720215,0.01367188,0.0032959,0,0,0.00646973,0,0.20715332,0.07409668,0.03613281,0.03161621,0,0,0.02478027,0.0012207,0.06384277,0.00646973,0.01501465,0.00317383,0,0,0.00512695,0.00012207
0.31542969,0.02148438,0.08557129,0.0189209,0.08508301,0.01452637,0.01062012,0.00891113,0.02636719,0,0.01586914,0.00073242,0.02929688,0,0.02038574,0.00305176,0.14355469,0.0234375,0.03173828,0.01611328,0.02453613,0.00866699,0.00109863,0.00280762,0.03173828,0.00048828,0.01672363,0.00183105,0.02368164,0.00170898,0.01208496,0.00354004
0.37695312,0.02539062,0.10742188,0.02148438,0.08886719,0.03222656,0.01464844,0.02050781,0.0859375,0.01953125,0.015625,0.01171875,0.00976562,0.00976562,0,0.00390625,0.01953125,0,0.01171875,0,0.015625,0.00390625,0.0078125,0.00390625,0.03027344,0.00488281,0.01464844,0.00488281,0.01660156,0.01074219,0.00292969,0.00878906
0.52734375,0.03515625,0.16015625,0.02734375,0.140625,0.046875,0.0234375,0.0390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5625,0.1875,0.1875,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.453125,0.015625,0.140625,0.015625,0.265625,0.015625,0.078125,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34765625,0.02734375,0.01171875,0.00390625,0.48046875,0.08203125,0.03515625,0.01171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26171875,0.01953125,0.05664062,0.01367188,0.41015625,0.05859375,0.13867188,0.04101562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.328125,0.08935547,0.03662109,0.02124023,0.33398438,0.09814453,0.04931641,0.04321289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2746582,0.05792236,0.08770752,0.02502441,0.30908203,0.08856201,0.11663818,0.04040527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.39709473,0.12780762,0.33227539,0.14282227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19061279,0.25752258,0.01278687,0.04270935,0.18106079,0.25971985,0.01263428,0.04295349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27828979,0.16372681,0.05458069,0.01011658,0.25479126,0.17247009,0.05432129,0.01170349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28504944,0.11509705,0.10765076,0.00782776,0.24040222,0.11390686,0.11828613,0.01177979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31541443,0.11598206,0.09550476,0.01069641,0.2275238,0.10987854,0.10975647,0.01524353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38647461,0.11743164,0.06150818,0.00880432,0.22755432,0.10264587,0.07888794,0.01669312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45826721,0.0934906,0.06695557,0.00628662,0.18310547,0.08251953,0.0846405,0.0247345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.59965515,0.0995636,0.05078125,0,0.09866333,0.06539917,0.05271912,0.03321838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
