state	MRED	PDP
7,6,7,7,7,7,5,6,5	0.051648	193.087979
6,4,1,0,6,6,6,4,4	0.005653	216.852027
6,6,1,6,6,6,6,4,4	0.007442	212.435336
6,6,6,6,7,6,6,6,4	0.012867	205.270402
7,6,6,6,7,7,6,6,5	0.035379	194.999151
7,6,7,7,7,7,5,6,5	0.051648	193.087979
6,1,1,0,6,6,6,4,4	0.005537	217.548355
6,6,6,6,7,7,6,6,4	0.017202	202.764277
7,5,7,7,7,7,5,6,5	0.047393	193.330847
2,1,0,0,6,2,2,0,4	0.004400	235.552390
6,1,1,0,6,6,6,4,4	0.005537	217.548355
6,6,6,6,7,6,6,6,4	0.012867	205.270402
7,5,7,7,7,7,5,6,5	0.047393	193.330847
7,7,7,7,7,7,6,6,5	0.058783	192.744604
0,1,0,0,6,6,6,4,4	0.005101	221.017213
6,6,1,0,6,6,6,4,4	0.005818	214.503819
6,6,1,0,6,6,6,4,4	0.005818	214.503819
6,6,1,0,7,6,6,4,4	0.006815	212.819015
6,6,6,6,6,6,6,2,4	0.008533	211.007923
7,5,7,7,7,7,5,6,5	0.047393	193.330847
2,1,0,0,6,6,2,0,4	0.004455	231.210610
6,6,6,6,7,6,6,6,5	0.024852	198.736320
7,5,7,7,7,7,6,6,5	0.048424	193.186402
6,6,4,0,7,6,6,4,4	0.007685	212.166389
7,6,6,6,7,7,6,6,5	0.035379	194.999151
6,6,1,0,7,6,6,4,4	0.006815	212.819015
6,6,6,6,7,6,6,6,5	0.024852	198.736320
6,6,6,6,6,7,6,6,5	0.026890	198.203997
6,1,0,0,6,6,6,0,4	0.005177	219.573787
6,1,0,0,6,6,6,4,4	0.005370	217.631568
6,6,6,6,7,6,6,6,6	0.014739	204.038318
7,6,6,6,6,7,6,6,5	0.034445	195.891308
6,1,0,0,6,6,2,0,4	0.004691	225.261908
7,6,6,6,7,7,6,5,5	0.038897	194.977549
7,5,7,7,7,7,6,4,5	0.045960	193.666397
7,5,7,7,7,7,6,4,5	0.045960	193.666397
6,1,0,0,6,6,6,4,4	0.005370	217.631568
7,6,6,6,7,7,6,4,5	0.033334	196.222314
6,6,1,0,7,6,6,4,4	0.006815	212.819015
7,6,6,6,7,6,6,6,5	0.032045	196.261439
7,5,7,7,7,7,5,4,5	0.045431	193.972249
6,6,6,6,6,6,6,4,6	0.009862	208.215978
7,6,6,6,7,7,6,4,5	0.033334	196.222314
6,1,0,0,6,6,2,0,4	0.004691	225.261908
6,1,0,0,6,6,6,4,4	0.005370	217.631568
6,6,6,6,6,6,6,4,0	0.008787	209.560259
6,6,1,0,6,6,6,4,4	0.005818	214.503819
6,6,1,0,7,6,6,4,4	0.006815	212.819015
7,6,6,6,7,7,6,5,5	0.038897	194.977549
7,5,7,7,7,6,6,4,5	0.044241	194.282786
7,5,7,7,7,3,6,4,5	0.044815	194.277491
6,1,0,0,6,6,6,4,4	0.005370	217.631568
6,6,1,0,6,6,6,4,4	0.005818	214.503819
6,6,6,6,7,6,6,6,5	0.024852	198.736320
6,5,6,6,7,7,6,6,6	0.021726	201.149699
7,6,6,6,7,7,6,5,5	0.038897	194.977549
7,5,7,7,7,7,6,6,5	0.048424	193.186402
7,5,7,7,7,5,6,4,5	0.043828	194.368013
7,5,7,7,7,7,6,4,5	0.045960	193.666397
6,6,1,4,6,6,6,4,4	0.006560	214.173433
6,6,1,0,7,6,6,4,4	0.006815	212.819015
6,6,6,6,6,7,6,6,5	0.026890	198.203997
6,6,6,1,7,6,6,4,4	0.008609	210.935857
6,6,6,6,6,6,6,4,0	0.008787	209.560259
6,6,6,6,6,6,6,4,4	0.008787	209.260359
6,6,6,6,6,6,6,4,4	0.008787	209.260359
7,5,7,7,7,7,6,4,5	0.045960	193.666397
6,6,6,6,7,6,6,6,5	0.024852	198.736320
6,1,0,0,6,6,6,0,4	0.005177	219.573787
6,6,1,0,7,6,6,4,4	0.006815	212.819015
6,6,1,6,6,6,6,4,4	0.007442	212.435336
6,6,4,0,7,6,6,4,4	0.007685	212.166389
6,6,6,6,7,7,6,6,5	0.027741	196.785606
0,1,0,0,6,6,6,4,4	0.005101	221.017213
7,6,7,7,7,7,6,6,5	0.052863	192.952876
6,1,0,0,6,6,6,4,4	0.005370	217.631568
