Index       TIME              V(A)              V(B)              V(C)              V(D)              V(S)             V(COUT)           V(_0_)            V(_1_)            V(_2_)      
147      5.91142840e-08    0.00000000e+00    0.00000000e+00    6.83571298e-01    1.20000000e+00    1.08296542e-08    1.19999789e+00    5.28696064e-02    1.19941422e+00    1.19999999e+00
148      5.91338326e-08    0.00000000e+00    0.00000000e+00    6.85037446e-01    1.20000000e+00    6.09077729e-09    1.20000084e+00    2.59737082e-02    1.19950865e+00    1.19999999e+00
149      5.91533813e-08    0.00000000e+00    0.00000000e+00    6.86503594e-01    1.20000000e+00    5.75623339e-09    1.19999964e+00    1.32484353e-02    1.19958522e+00    1.19999999e+00
150      5.91729299e-08    0.00000000e+00    0.00000000e+00    6.87969743e-01    1.20000000e+00    5.73072973e-09    1.20000015e+00    7.58004904e-03    1.19964867e+00    1.19999999e+00
151      5.92120272e-08    0.00000000e+00    0.00000000e+00    6.90902039e-01    1.20000000e+00    5.72903207e-09    1.19999990e+00    3.46053039e-03    1.19974711e+00    1.19999999e+00
152      5.92511245e-08    0.00000000e+00    0.00000000e+00    6.93834335e-01    1.20000000e+00    5.72845706e-09    1.20000007e+00    2.50406144e-03    1.19981671e+00    1.19999999e+00
153      5.93293190e-08    0.00000000e+00    0.00000000e+00    6.99698928e-01    1.20000000e+00    5.72868212e-09    1.19999994e+00    1.51992795e-03    1.19989363e+00    1.19999999e+00
154      5.94075136e-08    0.00000000e+00    0.00000000e+00    7.05563520e-01    1.20000000e+00    5.72794565e-09    1.20000005e+00    1.00825055e-03    1.19992267e+00    1.19999999e+00
155      5.95639027e-08    0.00000000e+00    0.00000000e+00    7.17292705e-01    1.20000000e+00    5.72841803e-09    1.19999996e+00    5.08900983e-04    1.19995398e+00    1.19999999e+00
156      5.97202919e-08    0.00000000e+00    0.00000000e+00    7.29021891e-01    1.20000000e+00    5.72775705e-09    1.20000004e+00    3.12166729e-04    1.19996953e+00    1.19999999e+00
157      6.00330701e-08    0.00000000e+00    0.00000000e+00    7.52480261e-01    1.20000000e+00    5.72828171e-09    1.19999996e+00    1.37540771e-04    1.19998394e+00    1.19999999e+00
158      6.06586267e-08    0.00000000e+00    0.00000000e+00    7.99397001e-01    1.20000000e+00    5.72766178e-09    1.20000003e+00    4.80674790e-05    1.19999365e+00    1.19999999e+00
159      6.19097398e-08    0.00000000e+00    0.00000000e+00    8.93230482e-01    1.20000000e+00    5.72822075e-09    1.19999996e+00    1.07229168e-05    1.19999791e+00    1.19999999e+00
160      6.31608528e-08    0.00000000e+00    0.00000000e+00    9.87063963e-01    1.20000000e+00    5.72764153e-09    1.20000003e+00    5.80018897e-06    1.19999901e+00    1.19999999e+00
161      6.56630790e-08    0.00000000e+00    0.00000000e+00    1.17473093e+00    1.20000000e+00    5.72821242e-09    1.19999996e+00    1.60443114e-06    1.19999953e+00    1.19999999e+00
162      6.60000000e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.72764472e-09    1.20000003e+00    1.63404474e-06    1.19999933e+00    1.19999999e+00
163      6.63369210e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.72792589e-09    1.20000000e+00    1.40073597e-06    1.19999937e+00    1.19999999e+00
164      6.70107630e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.72792630e-09    1.20000000e+00    1.21687999e-06    1.19999952e+00    1.19999999e+00
165      6.83584469e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.72792546e-09    1.20000000e+00    9.12058197e-07    1.19999971e+00    1.19999999e+00
166      7.10538149e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.72792492e-09    1.20000000e+00    5.61739608e-07    1.19999986e+00    1.19999999e+00
167      7.64445508e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.72792437e-09    1.20000000e+00    2.76160330e-07    1.19999995e+00    1.19999999e+00
168      8.72260225e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.72792456e-09    1.20000000e+00    1.03811313e-07    1.19999998e+00    1.19999999e+00
169      9.00000000e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.72792419e-09    1.20000000e+00    9.31262070e-08    1.19999999e+00    1.19999999e+00
170      9.03750000e-08    0.00000000e+00    3.00000000e-02    1.20000000e+00    1.20000000e+00    5.72792437e-09    1.20000000e+00    4.91809918e-08    1.19999998e+00    1.19999999e+00
171      9.06502886e-08    0.00000000e+00    5.20230888e-02    1.20000000e+00    1.20000000e+00    5.72792438e-09    1.20000000e+00    4.77101729e-08    1.19999998e+00    1.19999999e+00
172      9.12008658e-08    0.00000000e+00    9.60692663e-02    1.20000000e+00    1.20000000e+00    5.72792440e-09    1.20000000e+00    4.70361490e-08    1.19999998e+00    1.19999999e+00
173      9.23020203e-08    0.00000000e+00    1.84161621e-01    1.20000000e+00    1.20000000e+00    5.72792439e-09    1.20000000e+00    4.59983750e-08    1.19999999e+00    1.19999999e+00
174      9.45043291e-08    0.00000000e+00    3.60346331e-01    1.20000000e+00    1.20000000e+00    5.72792440e-09    1.20000000e+00    4.38154428e-08    1.19999999e+00    1.19999999e+00
175      9.56054836e-08    0.00000000e+00    4.48438686e-01    1.20000000e+00    1.20000000e+00    5.72792438e-09    1.20000000e+00    4.28913856e-08    1.19999999e+00    1.19999999e+00
176      9.61560608e-08    0.00000000e+00    4.92484864e-01    1.20000000e+00    1.20000000e+00    5.72792439e-09    1.20000000e+00    4.24212181e-08    1.19999999e+00    1.19999999e+00
177      9.68974910e-08    0.00000000e+00    5.51799279e-01    1.20000000e+00    1.20000000e+00    5.76284517e-09    1.20000000e+00    4.18051341e-08    1.19999999e+00    1.19142109e+00
178      9.71424657e-08    0.00000000e+00    5.71397256e-01    1.20000000e+00    1.20000000e+00    5.79932566e-09    1.20000000e+00    4.16040741e-08    1.19999999e+00    1.18251638e+00
179      9.73874404e-08    0.00000000e+00    5.90995233e-01    1.20000000e+00    1.20000000e+00    5.86048215e-09    1.20000000e+00    4.14042604e-08    1.19999999e+00    1.16798816e+00
180      9.76324151e-08    0.00000000e+00    6.10593210e-01    1.20000000e+00    1.20000000e+00    5.99574339e-09    1.20000000e+00    4.12064091e-08    1.19999999e+00    1.13801788e+00
181      9.76670656e-08    0.00000000e+00    6.13365251e-01    1.20000000e+00    1.20000000e+00    6.02624472e-09    1.20000000e+00    4.11785825e-08    1.19999999e+00    1.13151585e+00
182      9.77363667e-08    0.00000000e+00    6.18909334e-01    1.20000000e+00    1.20000000e+00    6.10102251e-09    1.20000000e+00    4.11230215e-08    1.19999999e+00    1.11585862e+00
183      9.78056677e-08    0.00000000e+00    6.24453416e-01    1.20000000e+00    1.20000000e+00    6.21284255e-09    1.20000000e+00    4.10676194e-08    1.19999999e+00    1.09360704e+00
184      9.78749687e-08    0.00000000e+00    6.29997498e-01    1.20000000e+00    1.20000000e+00    6.37907991e-09    1.20000000e+00    4.10123631e-08    1.19999999e+00    1.06342541e+00
185      9.79442697e-08    0.00000000e+00    6.35541580e-01    1.20000000e+00    1.20000000e+00    6.61653060e-09    1.20000000e+00    4.09572586e-08    1.19999999e+00    1.02533860e+00
186      9.80135708e-08    0.00000000e+00    6.41085662e-01    1.20000000e+00    1.20000000e+00    6.95009809e-09    1.20000000e+00    4.09023020e-08    1.19999999e+00    9.79409271e-01
187      9.80828718e-08    0.00000000e+00    6.46629744e-01    1.20000000e+00    1.20000000e+00    7.42405290e-09    1.20000000e+00    4.08474947e-08    1.19999999e+00    9.25639454e-01
188      9.81521728e-08    0.00000000e+00    6.52173826e-01    1.20000000e+00    1.20000000e+00    8.11935325e-09    1.20000000e+00    4.07928348e-08    1.19999999e+00    8.63944517e-01
189      9.82214739e-08    0.00000000e+00    6.57717908e-01    1.20000000e+00    1.20000000e+00    9.20092580e-09    1.20000000e+00    4.07383228e-08    1.19999999e+00    7.93997152e-01
190      9.82907749e-08    0.00000000e+00    6.63261990e-01    1.20000000e+00    1.20000000e+00    1.10616362e-08    1.20000000e+00    4.06839576e-08    1.19999999e+00    7.14829997e-01
191      9.83600759e-08    0.00000000e+00    6.68806072e-01    1.20000000e+00    1.20000000e+00    1.37974405e-02    1.20000000e+00    4.06297388e-08    1.19999999e+00    6.23000820e-01
192      9.83823931e-08    0.00000000e+00    6.70591450e-01    1.20000000e+00    1.20000000e+00    3.41705966e-02    1.20000000e+00    4.06123157e-08    1.19999999e+00    5.88271347e-01
193      9.83926935e-08    0.00000000e+00    6.71415482e-01    1.20000000e+00    1.20000000e+00    4.77330026e-02    1.20000000e+00    4.06042775e-08    1.19999999e+00    5.71275943e-01
194      9.84029939e-08    0.00000000e+00    6.72239513e-01    1.20000000e+00    1.20000000e+00    6.41995445e-02    1.20000000e+00    4.05962411e-08    1.19999999e+00    5.53597908e-01
195      9.84235947e-08    0.00000000e+00    6.73887576e-01    1.20000000e+00    1.20000000e+00    1.19431029e-01    1.20000000e+00    4.05801785e-08    1.19999999e+00    5.12951267e-01
196      9.84414434e-08    0.00000000e+00    6.75315471e-01    1.20000000e+00    1.20000000e+00    1.98966267e-01    1.20000000e+00    4.05662722e-08    1.19999999e+00    4.69718144e-01
197      9.84572059e-08    0.00000000e+00    6.76576471e-01    1.20000000e+00    1.20000000e+00    3.04379278e-01    1.20000000e+00    4.05539994e-08    1.19999999e+00    4.24754435e-01
198      9.84713921e-08    0.00000000e+00    6.77711370e-01    1.20000000e+00    1.20000000e+00    4.41089617e-01    1.20000000e+00    4.05429603e-08    1.19999999e+00    3.80159828e-01
199      9.84837641e-08    0.00000000e+00    6.78701128e-01    1.20000000e+00    1.20000000e+00    6.12861115e-01    1.20000000e+00    4.05333381e-08    1.19999999e+00    3.38736638e-01
200      9.84853656e-08    0.00000000e+00    6.78829247e-01    1.20000000e+00    1.20000000e+00    6.40887598e-01    1.20000000e+00    4.05320929e-08    1.19999999e+00    3.33205700e-01
201      9.84869671e-08    0.00000000e+00    6.78957366e-01    1.20000000e+00    1.20000000e+00    6.69911170e-01    1.20000000e+00    4.05308477e-08    1.19999999e+00    3.27658948e-01
202      9.84901700e-08    0.00000000e+00    6.79213604e-01    1.20000000e+00    1.20000000e+00    7.34625017e-01    1.20000000e+00    4.05283576e-08    1.19999999e+00    3.16472338e-01
203      9.84933730e-08    0.00000000e+00    6.79469841e-01    1.20000000e+00    1.20000000e+00    8.08416487e-01    1.20000000e+00    4.05258678e-08    1.19999999e+00    3.05165018e-01
204      9.84965760e-08    0.00000000e+00    6.79726079e-01    1.20000000e+00    1.20000000e+00    8.88016151e-01    1.20000000e+00    4.05233784e-08    1.19999999e+00    2.93741314e-01
205      9.85029819e-08    0.00000000e+00    6.80238555e-01    1.20000000e+00    1.20000000e+00    1.03004213e+00    1.20000000e+00    4.05184004e-08    1.19999999e+00    2.70562326e-01
206      9.85080846e-08    0.00000000e+00    6.80646765e-01    1.20000000e+00    1.20000000e+00    1.10802530e+00    1.20000000e+00    4.05144362e-08    1.19999999e+00    2.51796081e-01
207      9.85126769e-08    0.00000000e+00    6.81014154e-01    1.20000000e+00    1.20000000e+00    1.14913639e+00    1.20000000e+00    4.05108689e-08    1.19999999e+00    2.34688801e-01
208      9.85172693e-08    0.00000000e+00    6.81381543e-01    1.20000000e+00    1.20000000e+00    1.17140579e+00    1.20000000e+00    4.05073024e-08    1.19999999e+00    2.17384373e-01
209      9.85218616e-08    0.00000000e+00    6.81748932e-01    1.20000000e+00    1.20000000e+00    1.18285343e+00    1.20000000e+00    4.05037365e-08    1.19999999e+00    1.99890573e-01
210      9.85310464e-08    0.00000000e+00    6.82483710e-01    1.20000000e+00    1.20000000e+00    1.19235092e+00    1.20000000e+00    4.04966066e-08    1.19999999e+00    1.64583285e-01
211      9.85402311e-08    0.00000000e+00    6.83218487e-01    1.20000000e+00    1.20000000e+00    1.19496093e+00    1.20000000e+00    4.04894792e-08    1.19999999e+00    1.30461580e-01
212      9.85586005e-08    0.00000000e+00    6.84688043e-01    1.20000000e+00    1.20000000e+00    1.19719306e+00    1.20000000e+00    4.04752321e-08    1.19999999e+00    7.52137071e-02
213      9.85751330e-08    0.00000000e+00    6.86010643e-01    1.20000000e+00    1.20000000e+00    1.19806714e+00    1.20000000e+00    4.04624183e-08    1.19999999e+00    4.30456400e-02
214      9.85916655e-08    0.00000000e+00    6.87333243e-01    1.20000000e+00    1.20000000e+00    1.19859312e+00    1.20000000e+00    4.04496128e-08    1.19999999e+00    2.46590837e-02
215      9.86081980e-08    0.00000000e+00    6.88655844e-01    1.20000000e+00    1.20000000e+00    1.19891178e+00    1.20000000e+00    4.04368154e-08    1.19999999e+00    1.49165224e-02
216      9.86412631e-08    0.00000000e+00    6.91301044e-01    1.20000000e+00    1.20000000e+00    1.19929462e+00    1.20000000e+00    4.04112453e-08    1.19999999e+00    6.72712583e-03
217      9.86743281e-08    0.00000000e+00    6.93946244e-01    1.20000000e+00    1.20000000e+00    1.19949805e+00    1.20000000e+00    4.03857080e-08    1.19999999e+00    4.57561227e-03
218      9.87404581e-08    0.00000000e+00    6.99236645e-01    1.20000000e+00    1.20000000e+00    1.19971510e+00    1.20000000e+00    4.03347313e-08    1.19999999e+00    2.88813632e-03
219      9.88065881e-08    0.00000000e+00    7.04527046e-01    1.20000000e+00    1.20000000e+00    1.19981283e+00    1.20000000e+00    4.02838846e-08    1.19999999e+00    2.06752691e-03
220      9.89388481e-08    0.00000000e+00    7.15107847e-01    1.20000000e+00    1.20000000e+00    1.19990608e+00    1.20000000e+00    4.01825806e-08    1.19999999e+00    1.13855886e-03
221      9.90711081e-08    0.00000000e+00    7.25688649e-01    1.20000000e+00    1.20000000e+00    1.19994091e+00    1.20000000e+00    4.00817924e-08    1.19999999e+00    7.32706559e-04
222      9.93356281e-08    0.00000000e+00    7.46850252e-01    1.20000000e+00    1.20000000e+00    1.19997338e+00    1.20000000e+00    3.98817483e-08    1.19999999e+00    3.46454100e-04
223      9.96001482e-08    0.00000000e+00    7.68011854e-01    1.20000000e+00    1.20000000e+00    1.19998284e+00    1.20000000e+00    3.96837265e-08    1.19999999e+00    2.07999994e-04
224      1.00129188e-07    0.00000000e+00    8.10335060e-01    1.20000000e+00    1.20000000e+00    1.19999345e+00    1.20000000e+00    3.92936329e-08    1.19999999e+00    8.48329836e-05
225      1.00658228e-07    0.00000000e+00    8.52658266e-01    1.20000000e+00    1.20000000e+00    1.19999486e+00    1.20000000e+00    3.89113095e-08    1.19999999e+00    5.03321989e-05
226      1.01716308e-07    0.00000000e+00    9.37304678e-01    1.20000000e+00    1.20000000e+00    1.19999891e+00    1.20000000e+00    3.81691085e-08    1.19999999e+00    1.72932410e-05
227      1.03832469e-07    0.00000000e+00    1.10659750e+00    1.20000000e+00    1.20000000e+00    1.19999851e+00    1.20000000e+00    3.67690455e-08    1.19999999e+00    6.60211175e-06
228      1.05000000e-07    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.20000035e+00    1.20000000e+00    3.60418593e-08    1.19999999e+00    2.84179840e-06
229      1.05423232e-07    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999960e+00    1.20000000e+00    3.57871150e-08    1.19999999e+00    3.21978987e-06
230      1.06269696e-07    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999966e+00    1.20000000e+00    3.52915294e-08    1.19999999e+00    2.65777626e-06
231      1.07962624e-07    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999977e+00    1.20000000e+00    3.43329718e-08    1.19999999e+00    1.82365890e-06
232      1.11348481e-07    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    3.25749085e-08    1.19999999e+00    9.90602190e-07
233      1.18120194e-07    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999994e+00    1.20000000e+00    2.95921447e-08    1.19999999e+00    4.32442941e-07
234      1.30000000e-07    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    2.56360438e-08    1.19999999e+00    1.52076576e-07
235      1.30338586e-07    2.70868517e-02    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    6.34020814e-09    1.19999999e+00    1.02297479e-08
236      1.30600166e-07    4.80132433e-02    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    5.75302618e-09    1.19999999e+00    5.91248489e-09
237      1.31123325e-07    8.98660266e-02    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    5.70489235e-09    1.19999999e+00    5.55855951e-09
238      1.32169645e-07    1.73571593e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    5.74998636e-09    1.19999999e+00    5.89015725e-09
239      1.34262284e-07    3.40982726e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    5.70633173e-09    1.19999999e+00    5.56914328e-09
240      1.35308604e-07    4.24688293e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    5.72769456e-09    1.19999999e+00    5.72623509e-09
241      1.36649285e-07    5.31942776e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    5.27141899e-09    1.19999999e+00    5.61404398e-09
242      1.36984455e-07    5.58756396e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.96793928e-09    1.19999999e+00    5.54719117e-09
243      1.37319625e-07    5.85570017e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.70872830e-09    1.19999999e+00    5.52001663e-09
244      1.37654795e-07    6.12383638e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.49177084e-09    1.19999999e+00    5.65234402e-09
245      1.37686355e-07    6.14908363e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.47269824e-09    1.19999999e+00    5.68541788e-09
246      1.37749473e-07    6.19957815e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.43577115e-09    1.19999999e+00    5.77911721e-09
247      1.37812591e-07    6.25007267e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.40016112e-09    1.19999999e+00    5.93810797e-09
248      1.37875709e-07    6.30056718e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.36539159e-09    1.19999999e+00    6.18351064e-09
249      1.37938827e-07    6.35106170e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.33166687e-09    1.19999999e+00    6.54848300e-09
250      1.38001945e-07    6.40155621e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.29880619e-09    1.19999999e+00    7.09489996e-09
251      1.38065063e-07    6.45205073e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.20000000e+00    4.26685697e-09    1.19999999e+00    7.94233995e-09
252      1.38128182e-07    6.50254524e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.20000000e+00    4.23573220e-09    1.19999999e+00    9.35078520e-09
253      1.38191300e-07    6.55303976e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.20000000e+00    4.20543219e-09    1.19999999e+00    1.82106160e-03
254      1.38200726e-07    6.56058072e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999999e+00    1.20000000e+00    4.20097632e-09    1.19999999e+00    3.23901226e-03
255      1.38219578e-07    6.57566264e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.19210709e-09    1.19999999e+00    8.70207086e-03
256      1.38257283e-07    6.60582649e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.17458322e-09    1.19999999e+00    4.46896530e-02
257      1.38262320e-07    6.60985579e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.17226379e-09    1.19999999e+00    5.33736646e-02
258      1.38267356e-07    6.61388509e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.16994717e-09    1.19999999e+00    6.27820612e-02
259      1.38277430e-07    6.62194370e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.16532934e-09    1.19999999e+00    8.63282599e-02
260      1.38287503e-07    6.63000230e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.16073054e-09    1.19999999e+00    1.16632929e-01
261      1.38297576e-07    6.63806091e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.15615068e-09    1.19999999e+00    1.54096915e-01
262      1.38307649e-07    6.64611952e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.15158943e-09    1.19999999e+00    1.99029581e-01
263      1.38317723e-07    6.65417812e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.14704668e-09    1.19999999e+00    2.51871257e-01
264      1.38327796e-07    6.66223673e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999998e+00    1.20000000e+00    4.14252225e-09    1.19999999e+00    3.13821614e-01
265      1.38337869e-07    6.67029533e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999997e+00    1.20000000e+00    4.13801622e-09    1.19999999e+00    3.86584571e-01
266      1.38347942e-07    6.67835394e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19999996e+00    1.20000000e+00    4.13352819e-09    1.19999999e+00    4.72509432e-01
267      1.38358016e-07    6.68641255e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19998314e+00    1.20000000e+00    4.12905835e-09    1.19999999e+00    5.76248981e-01
268      1.38359776e-07    6.68782104e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19996791e+00    1.20000000e+00    4.12827916e-09    1.19999999e+00    5.97068735e-01
269      1.38361537e-07    6.68922953e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19994375e+00    1.20000000e+00    4.12750026e-09    1.19999999e+00    6.18386203e-01
270      1.38365058e-07    6.69204652e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19976266e+00    1.20000000e+00    4.12594412e-09    1.19999999e+00    6.64383568e-01
271      1.38368579e-07    6.69486350e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19905593e+00    1.20000000e+00    4.12439019e-09    1.19999999e+00    7.15818408e-01
272      1.38372101e-07    6.69768049e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19676975e+00    1.20000000e+00    4.12283846e-09    1.19999999e+00    7.73303000e-01
273      1.38375622e-07    6.70049748e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19044206e+00    1.20000000e+00    4.12128895e-09    1.19999999e+00    8.36412286e-01
274      1.38379143e-07    6.70331446e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.17518973e+00    1.20000000e+00    4.11974153e-09    1.19999999e+00    9.03685548e-01
275      1.38382664e-07    6.70613145e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.14312786e+00    1.20000000e+00    4.11819632e-09    1.19999999e+00    9.70408750e-01
276      1.38386186e-07    6.70894844e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.08586993e+00    1.20000000e+00    4.11665331e-09    1.19999999e+00    1.03020548e+00
277      1.38389355e-07    6.71148373e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.01022599e+00    1.20000000e+00    4.11526640e-09    1.19999999e+00    1.07476479e+00
278      1.38392207e-07    6.71376548e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    9.25438606e-01    1.20000000e+00    4.11401971e-09    1.19999999e+00    1.10657473e+00
279      1.38395059e-07    6.71604724e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    8.29515051e-01    1.20000000e+00    4.11277437e-09    1.19999999e+00    1.13106121e+00
280      1.38397911e-07    6.71832900e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    7.26397452e-01    1.20000000e+00    4.11153048e-09    1.19999999e+00    1.14932644e+00
281      1.38400763e-07    6.72061076e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    6.20095497e-01    1.20000000e+00    4.11028800e-09    1.19999999e+00    1.16263829e+00
282      1.38401743e-07    6.72139460e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    5.84088916e-01    1.20000000e+00    4.10986157e-09    1.19999999e+00    1.16607877e+00
283      1.38403703e-07    6.72296227e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    5.14274711e-01    1.20000000e+00    4.10900905e-09    1.19999999e+00    1.17224448e+00
284      1.38405662e-07    6.72452995e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    4.49517869e-01    1.20000000e+00    4.10815720e-09    1.19999999e+00    1.17711903e+00
285      1.38407622e-07    6.72609763e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    3.90737431e-01    1.20000000e+00    4.10730599e-09    1.19999999e+00    1.18095702e+00
286      1.38409582e-07    6.72766530e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    3.38181885e-01    1.20000000e+00    4.10645544e-09    1.19999999e+00    1.18397095e+00
287      1.38411541e-07    6.72923298e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.91674350e-01    1.20000000e+00    4.10560558e-09    1.19999999e+00    1.18633765e+00
288      1.38413501e-07    6.73080065e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.50812163e-01    1.20000000e+00    4.10475637e-09    1.19999999e+00    1.18820057e+00
289      1.38415460e-07    6.73236833e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.15100026e-01    1.20000000e+00    4.10390783e-09    1.19999999e+00    1.18967393e+00
290      1.38419380e-07    6.73550368e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.56911898e-01    1.20000000e+00    4.10221269e-09    1.19999999e+00    1.19181326e+00
291      1.38423299e-07    6.73863903e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.13535480e-01    1.20000000e+00    4.10052018e-09    1.19999999e+00    1.19321147e+00
292      1.38427218e-07    6.74177438e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    8.15830879e-02    1.20000000e+00    4.09883028e-09    1.19999999e+00    1.19417552e+00
293      1.38431137e-07    6.74490973e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    5.83104534e-02    1.20000000e+00    4.09714300e-09    1.19999999e+00    1.19488024e+00
294      1.38435056e-07    6.74804508e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    4.15099728e-02    1.20000000e+00    4.09545828e-09    1.19999999e+00    1.19542453e+00
295      1.38438976e-07    6.75118043e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.94628186e-02    1.20000000e+00    4.09377616e-09    1.19999999e+00    1.19586455e+00
296      1.38446814e-07    6.75745113e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.44529386e-02    1.20000000e+00    4.09041973e-09    1.19999999e+00    1.19655321e+00
297      1.38462491e-07    6.76999254e-01    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.67026121e-03    1.20000000e+00    4.08373779e-09    1.19999999e+00    1.19749053e+00
