Index       TIME              V(A)              V(B)              V(C)              V(D)              V(S)             V(COUT)           V(_0_)            V(_1_)      
392      1.89750000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    1.20000000e+00    1.02873162e-06
393      1.90250000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    1.20000000e+00    1.02106840e-06
394      1.90750000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    1.20000000e+00    1.01349067e-06
395      1.91250000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    1.20000000e+00    1.00599717e-06
396      1.91750000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    1.20000000e+00    9.98586654e-07
397      1.92250000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    1.20000000e+00    9.91257900e-07
398      1.92750000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    1.20000000e+00    9.84009710e-07
399      1.93250000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999987e+00    1.20000000e+00    1.20000000e+00    9.76840908e-07
400      1.93750000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    1.20000000e+00    9.69750338e-07
401      1.94250000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    1.20000000e+00    9.62736866e-07
402      1.94750000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    1.20000000e+00    9.55799379e-07
403      1.95250000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    1.20000000e+00    9.48936782e-07
404      1.95750000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    1.20000000e+00    9.42148003e-07
405      1.96250000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    1.20000000e+00    9.35431985e-07
406      1.96750000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    1.20000000e+00    9.28787693e-07
407      1.97250000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    1.20000000e+00    9.22214109e-07
408      1.97750000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    1.20000000e+00    9.15710233e-07
409      1.98250000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    1.20000000e+00    9.09275083e-07
410      1.98750000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999988e+00    1.20000000e+00    1.20000000e+00    9.02907695e-07
411      1.99250000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.96607119e-07
412      1.99750000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.90372426e-07
413      2.00000000e-08    0.00000000e+00    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.87279518e-07
414      2.00050000e-08    0.00000000e+00    6.00000000e-04    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.86663127e-07
415      2.00150000e-08    0.00000000e+00    1.80000000e-03    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.85432831e-07
416      2.00350000e-08    0.00000000e+00    4.20000000e-03    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.82977591e-07
417      2.00750000e-08    0.00000000e+00    9.00000000e-03    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.78098142e-07
418      2.01250000e-08    0.00000000e+00    1.50000000e-02    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.72055653e-07
419      2.01750000e-08    0.00000000e+00    2.10000000e-02    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.66075480e-07
420      2.02250000e-08    0.00000000e+00    2.70000000e-02    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.60156763e-07
421      2.02750000e-08    0.00000000e+00    3.30000000e-02    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.54298672e-07
422      2.03250000e-08    0.00000000e+00    3.90000000e-02    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.48500372e-07
423      2.03750000e-08    0.00000000e+00    4.50000000e-02    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.42761062e-07
424      2.04250000e-08    0.00000000e+00    5.10000000e-02    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.37079935e-07
425      2.04750000e-08    0.00000000e+00    5.70000000e-02    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.31456215e-07
426      2.05250000e-08    0.00000000e+00    6.30000000e-02    0.00000000e+00    1.20000000e+00    1.19999989e+00    1.20000000e+00    1.20000000e+00    8.25889126e-07
427      2.05750000e-08    0.00000000e+00    6.90000000e-02    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    8.20377913e-07
428      2.06250000e-08    0.00000000e+00    7.50000000e-02    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    8.14921829e-07
429      2.06750000e-08    0.00000000e+00    8.10000000e-02    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    8.09520143e-07
430      2.07250000e-08    0.00000000e+00    8.70000000e-02    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    8.04172131e-07
431      2.07750000e-08    0.00000000e+00    9.30000000e-02    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.98877089e-07
432      2.08250000e-08    0.00000000e+00    9.90000000e-02    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.93634315e-07
433      2.08750000e-08    0.00000000e+00    1.05000000e-01    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.88443127e-07
434      2.09250000e-08    0.00000000e+00    1.11000000e-01    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.83302847e-07
435      2.09750000e-08    0.00000000e+00    1.17000000e-01    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.78212816e-07
436      2.10250000e-08    0.00000000e+00    1.23000000e-01    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.73172377e-07
437      2.10750000e-08    0.00000000e+00    1.29000000e-01    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.68180890e-07
438      2.11250000e-08    0.00000000e+00    1.35000000e-01    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.63237722e-07
439      2.11750000e-08    0.00000000e+00    1.41000000e-01    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.58342252e-07
440      2.12250000e-08    0.00000000e+00    1.47000000e-01    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.53493869e-07
441      2.12750000e-08    0.00000000e+00    1.53000000e-01    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.48691970e-07
442      2.13250000e-08    0.00000000e+00    1.59000000e-01    0.00000000e+00    1.20000000e+00    1.19999990e+00    1.20000000e+00    1.20000000e+00    7.43935963e-07
443      2.13750000e-08    0.00000000e+00    1.65000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    7.39225265e-07
444      2.14250000e-08    0.00000000e+00    1.71000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    7.34559302e-07
445      2.14750000e-08    0.00000000e+00    1.77000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    7.29937510e-07
446      2.15250000e-08    0.00000000e+00    1.83000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    7.25359333e-07
447      2.15750000e-08    0.00000000e+00    1.89000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    7.20824225e-07
448      2.16250000e-08    0.00000000e+00    1.95000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    7.16331645e-07
449      2.16750000e-08    0.00000000e+00    2.01000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    7.11881064e-07
450      2.17250000e-08    0.00000000e+00    2.07000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    7.07471961e-07
451      2.17750000e-08    0.00000000e+00    2.13000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    7.03103821e-07
452      2.18250000e-08    0.00000000e+00    2.19000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    6.98776139e-07
453      2.18750000e-08    0.00000000e+00    2.25000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    6.94488417e-07
454      2.19250000e-08    0.00000000e+00    2.31000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    6.90240164e-07
455      2.19750000e-08    0.00000000e+00    2.37000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    6.86030896e-07
456      2.20250000e-08    0.00000000e+00    2.43000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    6.81860140e-07
457      2.20750000e-08    0.00000000e+00    2.49000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    6.77727426e-07
458      2.21250000e-08    0.00000000e+00    2.55000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    6.73632293e-07
459      2.21750000e-08    0.00000000e+00    2.61000000e-01    0.00000000e+00    1.20000000e+00    1.19999991e+00    1.20000000e+00    1.20000000e+00    6.69574286e-07
460      2.22250000e-08    0.00000000e+00    2.67000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.65552959e-07
461      2.22750000e-08    0.00000000e+00    2.73000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.61567870e-07
462      2.23250000e-08    0.00000000e+00    2.79000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.57618586e-07
463      2.23750000e-08    0.00000000e+00    2.85000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.53704679e-07
464      2.24250000e-08    0.00000000e+00    2.91000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.49825726e-07
465      2.24750000e-08    0.00000000e+00    2.97000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.45981315e-07
466      2.25250000e-08    0.00000000e+00    3.03000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.42171035e-07
467      2.25750000e-08    0.00000000e+00    3.09000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.38394485e-07
468      2.26250000e-08    0.00000000e+00    3.15000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.34651265e-07
469      2.26750000e-08    0.00000000e+00    3.21000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.30940987e-07
470      2.27250000e-08    0.00000000e+00    3.27000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.27263264e-07
471      2.27750000e-08    0.00000000e+00    3.33000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.23617717e-07
472      2.28250000e-08    0.00000000e+00    3.39000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.20003971e-07
473      2.28750000e-08    0.00000000e+00    3.45000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.16421657e-07
474      2.29250000e-08    0.00000000e+00    3.51000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.12870413e-07
475      2.29750000e-08    0.00000000e+00    3.57000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.09349879e-07
476      2.30250000e-08    0.00000000e+00    3.63000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.05859704e-07
477      2.30750000e-08    0.00000000e+00    3.69000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    6.02399537e-07
478      2.31250000e-08    0.00000000e+00    3.75000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    5.98969038e-07
479      2.31750000e-08    0.00000000e+00    3.81000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    5.95567867e-07
480      2.32250000e-08    0.00000000e+00    3.87000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    5.92195691e-07
481      2.32750000e-08    0.00000000e+00    3.93000000e-01    0.00000000e+00    1.20000000e+00    1.19999992e+00    1.20000000e+00    1.20000000e+00    5.88852182e-07
482      2.33250000e-08    0.00000000e+00    3.99000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.85537015e-07
483      2.33750000e-08    0.00000000e+00    4.05000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.82249871e-07
484      2.34250000e-08    0.00000000e+00    4.11000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.78990435e-07
485      2.34750000e-08    0.00000000e+00    4.17000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.75758397e-07
486      2.35250000e-08    0.00000000e+00    4.23000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.72553450e-07
487      2.35750000e-08    0.00000000e+00    4.29000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.69375292e-07
488      2.36250000e-08    0.00000000e+00    4.35000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.66223626e-07
489      2.36750000e-08    0.00000000e+00    4.41000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.63098158e-07
490      2.37250000e-08    0.00000000e+00    4.47000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.59998599e-07
491      2.37750000e-08    0.00000000e+00    4.53000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.56924662e-07
492      2.38250000e-08    0.00000000e+00    4.59000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.53876067e-07
493      2.38750000e-08    0.00000000e+00    4.65000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.50852535e-07
494      2.39250000e-08    0.00000000e+00    4.71000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.47853793e-07
495      2.39750000e-08    0.00000000e+00    4.77000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.44879570e-07
496      2.40250000e-08    0.00000000e+00    4.83000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.41929599e-07
497      2.40750000e-08    0.00000000e+00    4.89000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.39003618e-07
498      2.41250000e-08    0.00000000e+00    4.95000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.20000000e+00    5.36101368e-07
499      2.41750000e-08    0.00000000e+00    5.01000000e-01    0.00000000e+00    1.20000000e+00    1.19999993e+00    1.20000000e+00    1.19999879e+00    5.33222592e-07
500      2.42250000e-08    0.00000000e+00    5.07000000e-01    0.00000000e+00    1.20000000e+00    1.19999995e+00    1.20000000e+00    1.19993983e+00    5.30367038e-07
501      2.42750000e-08    0.00000000e+00    5.13000000e-01    0.00000000e+00    1.20000000e+00    1.19999999e+00    1.20000000e+00    1.19973425e+00    5.27534456e-07
502      2.43250000e-08    0.00000000e+00    5.19000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19933373e+00    5.24724602e-07
503      2.43750000e-08    0.00000000e+00    5.25000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19871767e+00    5.21937232e-07
504      2.44250000e-08    0.00000000e+00    5.31000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19787097e+00    5.19172107e-07
505      2.44750000e-08    0.00000000e+00    5.37000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19677687e+00    5.16428992e-07
506      2.45250000e-08    0.00000000e+00    5.43000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19541628e+00    5.13707653e-07
507      2.45750000e-08    0.00000000e+00    5.49000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19376561e+00    5.11007859e-07
508      2.46250000e-08    0.00000000e+00    5.55000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.19179648e+00    5.08329386e-07
509      2.46750000e-08    0.00000000e+00    5.61000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.18947354e+00    5.05672008e-07
510      2.47250000e-08    0.00000000e+00    5.67000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.18675295e+00    5.03035505e-07
511      2.47750000e-08    0.00000000e+00    5.73000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.18357906e+00    5.00419659e-07
512      2.48250000e-08    0.00000000e+00    5.79000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.17988055e+00    4.97824254e-07
513      2.48750000e-08    0.00000000e+00    5.85000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.17556378e+00    4.95249077e-07
514      2.49250000e-08    0.00000000e+00    5.91000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.17050326e+00    4.92693921e-07
515      2.49750000e-08    0.00000000e+00    5.97000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.16452590e+00    4.90158576e-07
516      2.50250000e-08    0.00000000e+00    6.03000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.15738350e+00    4.87642839e-07
517      2.50750000e-08    0.00000000e+00    6.09000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.14870506e+00    4.85146509e-07
518      2.51250000e-08    0.00000000e+00    6.15000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.13790328e+00    4.82669385e-07
519      2.51750000e-08    0.00000000e+00    6.21000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.12397477e+00    4.80211273e-07
520      2.52250000e-08    0.00000000e+00    6.27000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.10527653e+00    4.77771977e-07
521      2.52750000e-08    0.00000000e+00    6.33000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.08058499e+00    4.75351306e-07
522      2.53250000e-08    0.00000000e+00    6.39000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.04976706e+00    4.72949072e-07
523      2.53750000e-08    0.00000000e+00    6.45000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.01290017e+00    4.70565086e-07
524      2.54250000e-08    0.00000000e+00    6.51000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    9.70017157e-01    4.68199165e-07
525      2.54750000e-08    0.00000000e+00    6.57000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    9.21130113e-01    4.65851127e-07
526      2.55250000e-08    0.00000000e+00    6.63000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    8.66158335e-01    4.63520792e-07
527      2.55750000e-08    0.00000000e+00    6.69000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    8.04877216e-01    4.61207982e-07
528      2.56250000e-08    0.00000000e+00    6.75000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    7.36652355e-01    4.58912523e-07
529      2.56750000e-08    0.00000000e+00    6.81000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    6.59714946e-01    4.56634241e-07
530      2.57250000e-08    0.00000000e+00    6.87000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    5.67482590e-01    4.54372964e-07
531      2.57750000e-08    0.00000000e+00    6.93000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    4.28618661e-01    4.52128526e-07
532      2.58250000e-08    0.00000000e+00    6.99000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.28745296e-01    4.49900757e-07
533      2.58750000e-08    0.00000000e+00    7.05000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    6.05719024e-02    4.47689495e-07
534      2.59250000e-08    0.00000000e+00    7.11000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    5.10213431e-03    4.45494576e-07
535      2.59750000e-08    0.00000000e+00    7.17000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    4.27912525e-03    4.43315839e-07
536      2.60250000e-08    0.00000000e+00    7.23000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.91331011e-03    4.41153126e-07
537      2.60750000e-08    0.00000000e+00    7.29000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.25099427e-03    4.39006280e-07
538      2.61250000e-08    0.00000000e+00    7.35000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.69736572e-03    4.36875147e-07
539      2.61750000e-08    0.00000000e+00    7.41000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.38765931e-03    4.34759572e-07
540      2.62250000e-08    0.00000000e+00    7.47000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.09732771e-03    4.32659406e-07
541      2.62750000e-08    0.00000000e+00    7.53000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    9.31094911e-04    4.30574499e-07
542      2.63250000e-08    0.00000000e+00    7.59000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    7.61342906e-04    4.28504704e-07
543      2.63750000e-08    0.00000000e+00    7.65000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    6.62045994e-04    4.26449874e-07
544      2.64250000e-08    0.00000000e+00    7.71000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    5.55450699e-04    4.24409866e-07
545      2.64750000e-08    0.00000000e+00    7.77000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    4.91287627e-04    4.22384538e-07
546      2.65250000e-08    0.00000000e+00    7.83000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    4.20769131e-04    4.20373749e-07
547      2.65750000e-08    0.00000000e+00    7.89000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    3.76791054e-04    4.18377360e-07
548      2.66250000e-08    0.00000000e+00    7.95000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    3.28206552e-04    4.16395234e-07
549      2.66750000e-08    0.00000000e+00    8.01000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.96678983e-04    4.14427236e-07
550      2.67250000e-08    0.00000000e+00    8.07000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.62079596e-04    4.12473232e-07
551      2.67750000e-08    0.00000000e+00    8.13000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.38679459e-04    4.10533089e-07
552      2.68250000e-08    0.00000000e+00    8.19000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    2.13342768e-04    4.08606676e-07
553      2.68750000e-08    0.00000000e+00    8.25000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.95494669e-04    4.06693865e-07
554      2.69250000e-08    0.00000000e+00    8.31000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.76489932e-04    4.04794527e-07
555      2.69750000e-08    0.00000000e+00    8.37000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.62575828e-04    4.02908536e-07
556      2.70250000e-08    0.00000000e+00    8.43000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.48018292e-04    4.01035768e-07
557      2.70750000e-08    0.00000000e+00    8.49000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.36975435e-04    3.99176099e-07
558      2.71250000e-08    0.00000000e+00    8.55000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.25616130e-04    3.97329407e-07
559      2.71750000e-08    0.00000000e+00    8.61000000e-01    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.16720156e-04    3.95495572e-07
