Index       TIME              V(A)              V(B)              V(C)              V(D)              V(S)             V(COUT)           V(_0_)            V(_1_)      
2334     1.13275000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124748e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2335     1.13325000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124511e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2336     1.13375000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124727e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2337     1.13425000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124540e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2338     1.13475000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124680e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2339     1.13525000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124550e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2340     1.13575000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124669e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2341     1.13625000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124572e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2342     1.13675000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124666e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2343     1.13725000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124582e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2344     1.13775000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124648e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2345     1.13825000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124594e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2346     1.13875000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124635e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2347     1.13925000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124606e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2348     1.13975000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124636e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2349     1.14025000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124610e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2350     1.14075000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124634e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2351     1.14125000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124613e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2352     1.14175000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124631e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2353     1.14225000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124616e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2354     1.14275000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124617e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2355     1.14325000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124610e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2356     1.14375000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124615e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2357     1.14425000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124609e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2358     1.14475000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124626e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2359     1.14525000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124617e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2360     1.14575000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124614e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2361     1.14625000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124613e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2362     1.14675000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2363     1.14725000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2364     1.14775000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2365     1.14825000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2366     1.14875000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2367     1.14925000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2368     1.14975000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2369     1.15025000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2370     1.15075000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2371     1.15125000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2372     1.15175000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2373     1.15225000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2374     1.15275000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2375     1.15325000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2376     1.15375000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2377     1.15425000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2378     1.15475000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2379     1.15525000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2380     1.15575000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2381     1.15625000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2382     1.15675000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2383     1.15725000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2384     1.15775000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2385     1.15825000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2386     1.15875000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2387     1.15925000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2388     1.15975000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2389     1.16025000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2390     1.16075000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2391     1.16125000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2392     1.16175000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2393     1.16225000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2394     1.16275000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2395     1.16325000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2396     1.16375000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2397     1.16425000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2398     1.16475000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2399     1.16525000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2400     1.16575000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2401     1.16625000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2402     1.16675000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2403     1.16725000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2404     1.16775000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2405     1.16825000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2406     1.16875000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2407     1.16925000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2408     1.16975000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2409     1.17025000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2410     1.17075000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2411     1.17125000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2412     1.17175000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2413     1.17225000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2414     1.17275000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2415     1.17325000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2416     1.17375000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2417     1.17425000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2418     1.17475000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2419     1.17525000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2420     1.17575000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2421     1.17625000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2422     1.17675000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2423     1.17725000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2424     1.17775000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2425     1.17825000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2426     1.17875000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2427     1.17925000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2428     1.17975000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2429     1.18025000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2430     1.18075000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2431     1.18125000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2432     1.18175000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2433     1.18225000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2434     1.18275000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2435     1.18325000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2436     1.18375000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2437     1.18425000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2438     1.18475000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2439     1.18525000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2440     1.18575000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2441     1.18625000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2442     1.18675000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2443     1.18725000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124612e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2444     1.18775000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2445     1.18825000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2446     1.18875000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2447     1.18925000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2448     1.18975000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2449     1.19025000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2450     1.19075000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2451     1.19125000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2452     1.19175000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2453     1.19225000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2454     1.19275000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2455     1.19325000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2456     1.19375000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2457     1.19425000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2458     1.19475000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2459     1.19525000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2460     1.19575000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2461     1.19625000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2462     1.19675000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2463     1.19725000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2464     1.19775000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2465     1.19825000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2466     1.19875000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2467     1.19925000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2468     1.19975000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2469     1.20025000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2470     1.20075000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2471     1.20125000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2472     1.20175000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2473     1.20225000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2474     1.20275000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2475     1.20325000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2476     1.20375000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2477     1.20425000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2478     1.20475000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2479     1.20525000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2480     1.20575000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2481     1.20625000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2482     1.20675000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2483     1.20725000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2484     1.20775000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2485     1.20825000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2486     1.20875000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2487     1.20925000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2488     1.20975000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2489     1.21025000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2490     1.21075000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2491     1.21125000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2492     1.21175000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2493     1.21225000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2494     1.21275000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2495     1.21325000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2496     1.21375000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2497     1.21425000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2498     1.21475000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
2499     1.21525000e-07    1.20000000e+00    1.20000000e+00    0.00000000e+00    0.00000000e+00    1.60124611e-09    4.00311526e-10    1.19999999e+00    1.20000000e+00
