Index       TIME              V(A)              V(B)              V(C)              V(D)              V(S)              V(C)       
1745     6.02809978e-08    0.00000000e+00    0.00000000e+00    1.12399101e+00    1.20000000e+00    1.19999999e+00    1.12399101e+00
1746     6.02815864e-08    0.00000000e+00    0.00000000e+00    1.12634570e+00    1.20000000e+00    1.19999999e+00    1.12634570e+00
1747     6.02821751e-08    0.00000000e+00    0.00000000e+00    1.12870038e+00    1.20000000e+00    1.19999999e+00    1.12870038e+00
1748     6.02827638e-08    0.00000000e+00    0.00000000e+00    1.13105507e+00    1.20000000e+00    1.19999999e+00    1.13105507e+00
1749     6.02833524e-08    0.00000000e+00    0.00000000e+00    1.13340976e+00    1.20000000e+00    1.19999999e+00    1.13340976e+00
1750     6.02839411e-08    0.00000000e+00    0.00000000e+00    1.13576445e+00    1.20000000e+00    1.19999999e+00    1.13576445e+00
1751     6.02845298e-08    0.00000000e+00    0.00000000e+00    1.13811913e+00    1.20000000e+00    1.19999999e+00    1.13811913e+00
1752     6.02851185e-08    0.00000000e+00    0.00000000e+00    1.14047382e+00    1.20000000e+00    1.19999999e+00    1.14047382e+00
1753     6.02857071e-08    0.00000000e+00    0.00000000e+00    1.14282851e+00    1.20000000e+00    1.19999999e+00    1.14282851e+00
1754     6.02862958e-08    0.00000000e+00    0.00000000e+00    1.14518320e+00    1.20000000e+00    1.19999999e+00    1.14518320e+00
1755     6.02868845e-08    0.00000000e+00    0.00000000e+00    1.14753789e+00    1.20000000e+00    1.19999999e+00    1.14753789e+00
1756     6.02874731e-08    0.00000000e+00    0.00000000e+00    1.14989257e+00    1.20000000e+00    1.19999999e+00    1.14989257e+00
1757     6.02880618e-08    0.00000000e+00    0.00000000e+00    1.15224726e+00    1.20000000e+00    1.19999999e+00    1.15224726e+00
1758     6.02886505e-08    0.00000000e+00    0.00000000e+00    1.15460195e+00    1.20000000e+00    1.19999999e+00    1.15460195e+00
1759     6.02892392e-08    0.00000000e+00    0.00000000e+00    1.15695664e+00    1.20000000e+00    1.19999999e+00    1.15695664e+00
1760     6.02898278e-08    0.00000000e+00    0.00000000e+00    1.15931132e+00    1.20000000e+00    1.19999999e+00    1.15931132e+00
1761     6.02904165e-08    0.00000000e+00    0.00000000e+00    1.16166601e+00    1.20000000e+00    1.19999999e+00    1.16166601e+00
1762     6.02910052e-08    0.00000000e+00    0.00000000e+00    1.16402070e+00    1.20000000e+00    1.19999999e+00    1.16402070e+00
1763     6.02915938e-08    0.00000000e+00    0.00000000e+00    1.16637539e+00    1.20000000e+00    1.19999999e+00    1.16637539e+00
1764     6.02921825e-08    0.00000000e+00    0.00000000e+00    1.16873008e+00    1.20000000e+00    1.19999999e+00    1.16873008e+00
1765     6.02927712e-08    0.00000000e+00    0.00000000e+00    1.17108476e+00    1.20000000e+00    1.19999999e+00    1.17108476e+00
1766     6.02933599e-08    0.00000000e+00    0.00000000e+00    1.17343945e+00    1.20000000e+00    1.19999999e+00    1.17343945e+00
1767     6.02939485e-08    0.00000000e+00    0.00000000e+00    1.17579414e+00    1.20000000e+00    1.19999820e+00    1.17579414e+00
1768     6.02945372e-08    0.00000000e+00    0.00000000e+00    1.17814883e+00    1.20000000e+00    1.19998554e+00    1.17814883e+00
1769     6.02951259e-08    0.00000000e+00    0.00000000e+00    1.18050351e+00    1.20000000e+00    1.19994714e+00    1.18050351e+00
1770     6.02957146e-08    0.00000000e+00    0.00000000e+00    1.18285820e+00    1.20000000e+00    1.19986785e+00    1.18285820e+00
1771     6.02963032e-08    0.00000000e+00    0.00000000e+00    1.18521289e+00    1.20000000e+00    1.19973270e+00    1.18521289e+00
1772     6.02968919e-08    0.00000000e+00    0.00000000e+00    1.18756758e+00    1.20000000e+00    1.19952693e+00    1.18756758e+00
1773     6.02974806e-08    0.00000000e+00    0.00000000e+00    1.18992226e+00    1.20000000e+00    1.19923601e+00    1.18992226e+00
1774     6.02980692e-08    0.00000000e+00    0.00000000e+00    1.19227695e+00    1.20000000e+00    1.19884564e+00    1.19227695e+00
1775     6.02986579e-08    0.00000000e+00    0.00000000e+00    1.19463164e+00    1.20000000e+00    1.19834182e+00    1.19463164e+00
1776     6.02992466e-08    0.00000000e+00    0.00000000e+00    1.19698633e+00    1.20000000e+00    1.19771080e+00    1.19698633e+00
1777     6.02998353e-08    0.00000000e+00    0.00000000e+00    1.19934102e+00    1.20000000e+00    1.19693910e+00    1.19934102e+00
1778     6.03000000e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19669641e+00    1.20000000e+00
1779     6.03000147e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19667409e+00    1.20000000e+00
1780     6.03000256e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19665750e+00    1.20000000e+00
1781     6.03000365e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19664089e+00    1.20000000e+00
1782     6.03000583e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19660751e+00    1.20000000e+00
1783     6.03001019e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19654009e+00    1.20000000e+00
1784     6.03001891e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19640261e+00    1.20000000e+00
1785     6.03003634e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19611695e+00    1.20000000e+00
1786     6.03007121e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19550153e+00    1.20000000e+00
1787     6.03010608e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19482530e+00    1.20000000e+00
1788     6.03014095e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19408561e+00    1.20000000e+00
1789     6.03017582e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19327981e+00    1.20000000e+00
1790     6.03021068e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19240525e+00    1.20000000e+00
1791     6.03024555e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19145931e+00    1.20000000e+00
1792     6.03028042e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.19044043e+00    1.20000000e+00
1793     6.03031529e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.18934875e+00    1.20000000e+00
1794     6.03035016e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.18818397e+00    1.20000000e+00
1795     6.03038503e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.18694476e+00    1.20000000e+00
1796     6.03041990e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.18562983e+00    1.20000000e+00
1797     6.03045477e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.18423802e+00    1.20000000e+00
1798     6.03048964e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.18276829e+00    1.20000000e+00
1799     6.03052450e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.18121969e+00    1.20000000e+00
1800     6.03055937e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.17959137e+00    1.20000000e+00
1801     6.03059424e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.17788259e+00    1.20000000e+00
1802     6.03062911e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.17609271e+00    1.20000000e+00
1803     6.03066398e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.17422119e+00    1.20000000e+00
1804     6.03069885e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.17226758e+00    1.20000000e+00
1805     6.03073372e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.17023153e+00    1.20000000e+00
1806     6.03076859e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.16811278e+00    1.20000000e+00
1807     6.03080346e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.16591115e+00    1.20000000e+00
1808     6.03083832e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.16362655e+00    1.20000000e+00
1809     6.03087319e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.16125898e+00    1.20000000e+00
1810     6.03090806e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.15880850e+00    1.20000000e+00
1811     6.03094293e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.15627527e+00    1.20000000e+00
1812     6.03097780e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.15365951e+00    1.20000000e+00
1813     6.03101267e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.15096151e+00    1.20000000e+00
1814     6.03104754e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.14818163e+00    1.20000000e+00
1815     6.03108241e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.14532030e+00    1.20000000e+00
1816     6.03111728e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.14237799e+00    1.20000000e+00
1817     6.03115214e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.13935526e+00    1.20000000e+00
1818     6.03118701e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.13625271e+00    1.20000000e+00
1819     6.03122188e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.13307097e+00    1.20000000e+00
1820     6.03125675e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.12981077e+00    1.20000000e+00
1821     6.03129162e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.12647283e+00    1.20000000e+00
1822     6.03132649e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.12305795e+00    1.20000000e+00
1823     6.03136136e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.11956697e+00    1.20000000e+00
1824     6.03139623e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.11600075e+00    1.20000000e+00
1825     6.03143110e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.11236019e+00    1.20000000e+00
1826     6.03146596e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.10864624e+00    1.20000000e+00
1827     6.03150083e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.10485986e+00    1.20000000e+00
1828     6.03153570e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.10100205e+00    1.20000000e+00
1829     6.03157057e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.09707383e+00    1.20000000e+00
1830     6.03160544e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.09307623e+00    1.20000000e+00
1831     6.03164031e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.08901034e+00    1.20000000e+00
1832     6.03167518e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.08487722e+00    1.20000000e+00
1833     6.03171005e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.08067798e+00    1.20000000e+00
1834     6.03174492e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.07641374e+00    1.20000000e+00
1835     6.03177978e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.07208562e+00    1.20000000e+00
1836     6.03181465e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.06769475e+00    1.20000000e+00
1837     6.03184952e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.06324229e+00    1.20000000e+00
1838     6.03188439e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.05872938e+00    1.20000000e+00
1839     6.03191926e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.05415719e+00    1.20000000e+00
1840     6.03195413e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.04952687e+00    1.20000000e+00
1841     6.03198900e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.04483960e+00    1.20000000e+00
1842     6.03202387e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.04009654e+00    1.20000000e+00
1843     6.03205873e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.03529885e+00    1.20000000e+00
1844     6.03209360e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.03044769e+00    1.20000000e+00
1845     6.03212847e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.02554423e+00    1.20000000e+00
1846     6.03216334e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.02058962e+00    1.20000000e+00
1847     6.03219821e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.01558502e+00    1.20000000e+00
1848     6.03223308e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.01053156e+00    1.20000000e+00
1849     6.03226795e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.00543038e+00    1.20000000e+00
1850     6.03230282e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.00028261e+00    1.20000000e+00
1851     6.03233769e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.95089372e-01    1.20000000e+00
1852     6.03237255e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.89851773e-01    1.20000000e+00
1853     6.03240742e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.84570909e-01    1.20000000e+00
1854     6.03244229e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.79247869e-01    1.20000000e+00
1855     6.03247716e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.73883727e-01    1.20000000e+00
1856     6.03251203e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.68479544e-01    1.20000000e+00
1857     6.03254690e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.63036368e-01    1.20000000e+00
1858     6.03258177e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.57555234e-01    1.20000000e+00
1859     6.03261664e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.52037162e-01    1.20000000e+00
1860     6.03265151e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.46483158e-01    1.20000000e+00
1861     6.03268637e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.40894211e-01    1.20000000e+00
1862     6.03272124e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.35271297e-01    1.20000000e+00
1863     6.03275611e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.29615374e-01    1.20000000e+00
1864     6.03279098e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.23927385e-01    1.20000000e+00
1865     6.03282585e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.18208257e-01    1.20000000e+00
1866     6.03286072e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.12458900e-01    1.20000000e+00
1867     6.03289559e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.06680206e-01    1.20000000e+00
1868     6.03293046e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    9.00873052e-01    1.20000000e+00
1869     6.03296533e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.95038298e-01    1.20000000e+00
1870     6.03300019e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.89176786e-01    1.20000000e+00
1871     6.03303506e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.83289342e-01    1.20000000e+00
1872     6.03306993e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.77376773e-01    1.20000000e+00
1873     6.03310480e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.71439870e-01    1.20000000e+00
1874     6.03313967e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.65479408e-01    1.20000000e+00
1875     6.03317454e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.59496143e-01    1.20000000e+00
1876     6.03320941e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.53490813e-01    1.20000000e+00
1877     6.03324428e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.47464143e-01    1.20000000e+00
1878     6.03327915e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.41416837e-01    1.20000000e+00
1879     6.03331401e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.35349584e-01    1.20000000e+00
1880     6.03334888e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.29263056e-01    1.20000000e+00
1881     6.03338375e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.23157908e-01    1.20000000e+00
1882     6.03341862e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.17034780e-01    1.20000000e+00
1883     6.03345349e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.10894294e-01    1.20000000e+00
1884     6.03348836e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    8.04737056e-01    1.20000000e+00
1885     6.03352323e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    7.98563656e-01    1.20000000e+00
1886     6.03355810e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    7.92374671e-01    1.20000000e+00
1887     6.03362783e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    7.79952420e-01    1.20000000e+00
1888     6.03369757e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    7.67474304e-01    1.20000000e+00
1889     6.03376731e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    7.54944374e-01    1.20000000e+00
1890     6.03383007e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    7.43626248e-01    1.20000000e+00
1891     6.03388656e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    7.33408846e-01    1.20000000e+00
1892     6.03393740e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    7.24189573e-01    1.20000000e+00
1893     6.03398315e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    7.15874191e-01    1.20000000e+00
1894     6.03402891e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    7.07542653e-01    1.20000000e+00
1895     6.03407466e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.99195802e-01    1.20000000e+00
1896     6.03412042e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.90834442e-01    1.20000000e+00
1897     6.03416617e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.82459346e-01    1.20000000e+00
1898     6.03421193e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.74071249e-01    1.20000000e+00
1899     6.03425768e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.65670856e-01    1.20000000e+00
1900     6.03430344e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.57258837e-01    1.20000000e+00
1901     6.03434919e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.48835834e-01    1.20000000e+00
1902     6.03439495e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.40404007e-01    1.20000000e+00
1903     6.03444070e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.31969069e-01    1.20000000e+00
1904     6.03448646e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.23538580e-01    1.20000000e+00
1905     6.03453221e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.15119746e-01    1.20000000e+00
1906     6.03457797e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    6.06719409e-01    1.20000000e+00
1907     6.03462372e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.98344048e-01    1.20000000e+00
1908     6.03466948e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.89999787e-01    1.20000000e+00
1909     6.03471523e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.81692395e-01    1.20000000e+00
1910     6.03476099e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.73427296e-01    1.20000000e+00
1911     6.03480674e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.65209570e-01    1.20000000e+00
1912     6.03485250e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.57043964e-01    1.20000000e+00
1913     6.03489825e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.48934897e-01    1.20000000e+00
1914     6.03494401e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.40886466e-01    1.20000000e+00
1915     6.03498976e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.32902458e-01    1.20000000e+00
1916     6.03503552e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.24986354e-01    1.20000000e+00
1917     6.03508127e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.17141344e-01    1.20000000e+00
1918     6.03512703e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.09370330e-01    1.20000000e+00
1919     6.03517278e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    5.01675941e-01    1.20000000e+00
1920     6.03521854e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.94060540e-01    1.20000000e+00
1921     6.03526429e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.86526235e-01    1.20000000e+00
1922     6.03531005e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.79074892e-01    1.20000000e+00
1923     6.03535580e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.71708140e-01    1.20000000e+00
1924     6.03540156e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.64427390e-01    1.20000000e+00
1925     6.03544731e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.57233837e-01    1.20000000e+00
1926     6.03549307e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.50128480e-01    1.20000000e+00
1927     6.03553882e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.43112123e-01    1.20000000e+00
1928     6.03558458e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.36185397e-01    1.20000000e+00
1929     6.03563033e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.29348759e-01    1.20000000e+00
1930     6.03567609e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.22602512e-01    1.20000000e+00
1931     6.03572184e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.15946812e-01    1.20000000e+00
1932     6.03576760e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.09381676e-01    1.20000000e+00
1933     6.03581335e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    4.02906996e-01    1.20000000e+00
1934     6.03585911e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.96522545e-01    1.20000000e+00
1935     6.03590486e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.90227989e-01    1.20000000e+00
1936     6.03595062e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.84022896e-01    1.20000000e+00
1937     6.03599637e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.77906741e-01    1.20000000e+00
1938     6.03604213e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.71878920e-01    1.20000000e+00
1939     6.03608788e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.65938755e-01    1.20000000e+00
1940     6.03613364e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.60085501e-01    1.20000000e+00
1941     6.03617939e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.54318354e-01    1.20000000e+00
1942     6.03622515e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.48636458e-01    1.20000000e+00
1943     6.03627090e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.43038913e-01    1.20000000e+00
1944     6.03631666e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.37524779e-01    1.20000000e+00
1945     6.03636241e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.32093082e-01    1.20000000e+00
1946     6.03640817e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.26742819e-01    1.20000000e+00
1947     6.03645392e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.21472965e-01    1.20000000e+00
1948     6.03649968e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.16282476e-01    1.20000000e+00
1949     6.03654543e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.11170294e-01    1.20000000e+00
1950     6.03659119e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.06135349e-01    1.20000000e+00
1951     6.03663694e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    3.01176565e-01    1.20000000e+00
1952     6.03668270e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    2.96292862e-01    1.20000000e+00
1953     6.03672845e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    2.91483161e-01    1.20000000e+00
1954     6.03677421e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    2.86746382e-01    1.20000000e+00
1955     6.03681996e-08    0.00000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    2.82081452e-01    1.20000000e+00
