TIME,TIME,I(VDD),{-V(VDD)*I(VDD)}
1.28100000e-08,1.28100000e-08,-3.02285174e-11,3.62742209e-11
1.28600000e-08,1.28600000e-08,-3.02285174e-11,3.62742209e-11
1.29100000e-08,1.29100000e-08,-3.02285174e-11,3.62742209e-11
1.29600000e-08,1.29600000e-08,-3.02285174e-11,3.62742209e-11
1.30100000e-08,1.30100000e-08,-3.02285174e-11,3.62742209e-11
1.30600000e-08,1.30600000e-08,-3.02285174e-11,3.62742209e-11
1.31100000e-08,1.31100000e-08,-3.02285174e-11,3.62742209e-11
1.31600000e-08,1.31600000e-08,-3.02285174e-11,3.62742209e-11
1.32100000e-08,1.32100000e-08,-3.02285174e-11,3.62742209e-11
1.32600000e-08,1.32600000e-08,-3.02285174e-11,3.62742209e-11
1.33100000e-08,1.33100000e-08,-3.02285174e-11,3.62742209e-11
1.33600000e-08,1.33600000e-08,-3.02285174e-11,3.62742209e-11
1.34100000e-08,1.34100000e-08,-3.02285174e-11,3.62742209e-11
1.34600000e-08,1.34600000e-08,-3.02285174e-11,3.62742209e-11
1.35100000e-08,1.35100000e-08,-3.02285174e-11,3.62742209e-11
1.35600000e-08,1.35600000e-08,-3.02285174e-11,3.62742209e-11
1.36100000e-08,1.36100000e-08,-3.02285174e-11,3.62742209e-11
1.36600000e-08,1.36600000e-08,-3.02285174e-11,3.62742209e-11
1.37100000e-08,1.37100000e-08,-3.02285174e-11,3.62742209e-11
1.37600000e-08,1.37600000e-08,-3.02285174e-11,3.62742209e-11
1.38100000e-08,1.38100000e-08,-3.02285174e-11,3.62742209e-11
1.38600000e-08,1.38600000e-08,-3.02285174e-11,3.62742209e-11
1.39100000e-08,1.39100000e-08,-3.02285174e-11,3.62742209e-11
1.39600000e-08,1.39600000e-08,-3.02285174e-11,3.62742209e-11
1.40100000e-08,1.40100000e-08,-3.02285174e-11,3.62742209e-11
1.40600000e-08,1.40600000e-08,-3.02285174e-11,3.62742209e-11
1.41100000e-08,1.41100000e-08,-3.02285174e-11,3.62742209e-11
1.41600000e-08,1.41600000e-08,-3.02285174e-11,3.62742209e-11
1.42100000e-08,1.42100000e-08,-3.02285174e-11,3.62742209e-11
1.42600000e-08,1.42600000e-08,-3.02285174e-11,3.62742209e-11
1.43100000e-08,1.43100000e-08,-3.02285174e-11,3.62742209e-11
1.43600000e-08,1.43600000e-08,-3.02285174e-11,3.62742209e-11
1.44100000e-08,1.44100000e-08,-3.02285174e-11,3.62742209e-11
1.44600000e-08,1.44600000e-08,-3.02285174e-11,3.62742209e-11
1.45100000e-08,1.45100000e-08,-3.02285174e-11,3.62742209e-11
1.45600000e-08,1.45600000e-08,-3.02285174e-11,3.62742209e-11
1.46100000e-08,1.46100000e-08,-3.02285174e-11,3.62742209e-11
1.46600000e-08,1.46600000e-08,-3.02285174e-11,3.62742209e-11
1.47100000e-08,1.47100000e-08,-3.02285174e-11,3.62742209e-11
1.47600000e-08,1.47600000e-08,-3.02285174e-11,3.62742209e-11
1.48100000e-08,1.48100000e-08,-3.02285174e-11,3.62742209e-11
1.48600000e-08,1.48600000e-08,-3.02285174e-11,3.62742209e-11
1.49100000e-08,1.49100000e-08,-3.02285174e-11,3.62742209e-11
1.49600000e-08,1.49600000e-08,-3.02285174e-11,3.62742209e-11
1.50100000e-08,1.50100000e-08,-3.02285174e-11,3.62742209e-11
1.50600000e-08,1.50600000e-08,-3.02285174e-11,3.62742209e-11
1.51100000e-08,1.51100000e-08,-3.02285174e-11,3.62742209e-11
