state	MRED	PDP
7,5,7,7,7,7,5,6,5	0.047393	193.330847
6,1,1,0,6,6,2,0,4	0.004831	225.081298
6,6,6,6,7,6,6,4,6	0.011210	206.225355
6,6,6,6,7,6,6,6,6	0.014739	204.038318
6,6,4,1,6,6,6,4,4	0.006587	214.068146
6,6,1,6,7,6,6,4,4	0.008615	210.573792
6,6,6,6,6,6,6,4,4	0.008787	209.260359
7,5,7,7,7,7,6,4,5	0.045960	193.666397
7,5,7,7,7,7,5,6,5	0.047393	193.330847
6,1,0,0,6,6,6,0,4	0.005177	219.573787
6,4,0,0,6,6,6,0,4	0.005354	218.815158
6,6,6,6,7,6,6,4,6	0.011210	206.225355
6,6,6,6,6,6,6,4,4	0.008787	209.260359
7,6,6,6,7,6,6,6,5	0.032045	196.261440
6,6,6,6,6,6,6,4,0	0.008787	209.560261
6,6,6,6,7,6,6,4,2	0.010569	207.228034
7,7,7,7,7,7,6,5,5	0.060254	192.719635
6,1,0,0,6,4,6,0,4	0.004914	222.872511
6,1,0,0,6,6,6,4,4	0.005370	217.631568
6,6,1,0,6,6,6,4,4	0.005818	214.503820
6,6,6,6,7,7,6,6,6	0.019580	201.824191
6,6,6,6,6,6,6,4,4	0.008787	209.260359
6,6,6,6,7,6,6,2,4	0.009802	209.163545
7,5,7,7,7,7,6,4,5	0.045960	193.666397
6,1,0,0,6,6,6,0,4	0.005177	219.573787
7,6,7,7,7,7,5,6,5	0.051648	193.087978
6,6,6,6,6,6,6,4,4	0.008787	209.260359
6,6,6,6,6,6,6,4,6	0.009862	208.215978
6,6,1,0,6,6,6,4,4	0.005818	214.503820
6,6,1,0,6,6,6,4,4	0.005818	214.503820
6,6,1,0,6,6,6,4,4	0.005818	214.503820
6,6,6,6,6,6,6,4,4	0.008787	209.260359
6,6,1,6,7,7,6,6,5	0.024248	199.393327
6,6,6,6,7,7,6,4,5	0.025258	198.599629
6,6,6,6,6,7,6,6,5	0.026890	198.203993
7,5,7,7,7,7,5,6,5	0.047393	193.330847
7,7,7,7,7,7,6,5,5	0.060254	192.719635
7,6,7,7,7,7,6,6,5	0.052863	192.952876
7,5,7,7,7,7,5,6,5	0.047393	193.330847
6,6,6,6,6,7,6,6,5	0.026890	198.203993
6,6,6,6,7,6,6,2,4	0.009802	209.163545
6,6,6,6,6,6,6,4,4	0.008787	209.260359
6,6,1,0,3,6,6,4,4	0.006695	213.888602
2,1,0,0,6,6,6,4,4	0.004935	222.693892
2,0,0,0,2,1,2,0,0	0.004257	242.462776
6,4,0,0,6,6,6,0,4	0.005354	218.815158
1,1,0,0,6,6,6,4,4	0.005105	220.859539
6,6,6,6,6,6,6,4,6	0.009862	208.215978
6,6,1,0,6,6,6,4,4	0.005818	214.503820
6,1,0,0,6,6,6,0,4	0.005177	219.573787
6,6,4,0,7,6,6,4,4	0.007685	212.166392
0,1,0,0,6,1,2,0,0	0.004399	233.738324
6,6,4,1,7,6,6,4,4	0.007598	212.237929
6,6,6,6,6,6,6,4,4	0.008787	209.260359
2,0,0,0,2,1,2,0,0	0.004257	242.462776
6,1,0,0,6,6,6,0,4	0.005177	219.573787
6,1,0,0,6,6,2,0,4	0.004691	225.261911
6,6,6,6,6,6,6,4,4	0.008787	209.260359
0,1,0,0,6,1,2,0,0	0.004399	233.738324
2,1,0,0,6,6,1,0,4	0.004494	229.270192
6,6,6,6,6,6,6,4,4	0.008787	209.260359
6,6,6,6,7,6,6,4,6	0.011210	206.225355
6,6,6,6,7,6,6,4,6	0.011210	206.225355
6,1,1,0,6,6,2,0,4	0.004831	225.081298
2,1,0,0,6,6,1,4,4	0.004573	227.576751
6,6,1,0,7,6,6,4,4	0.006815	212.819015
6,6,6,6,7,6,6,4,6	0.011210	206.225355
6,5,7,7,7,7,6,4,5	0.042107	194.605400
6,1,0,0,6,6,6,4,4	0.005370	217.631568
6,1,0,0,6,6,6,0,4	0.005177	219.573787
2,1,0,0,6,6,1,0,4	0.004494	229.270192
6,6,1,0,7,6,6,4,4	0.006815	212.819015
6,1,0,0,6,6,6,4,4	0.005370	217.631568
7,5,7,7,7,5,6,4,5	0.043828	194.368014
0,1,0,0,6,1,2,0,0	0.004399	233.738324
7,6,6,6,7,7,6,6,5	0.035379	194.999151
7,5,7,7,7,7,6,4,5	0.045960	193.666397
2,1,0,0,6,6,1,4,4	0.004573	227.576751
6,4,0,0,6,6,6,4,4	0.005605	216.874849
7,5,7,7,7,7,6,4,5	0.045960	193.666397
6,4,1,0,6,6,6,4,4	0.005653	216.852030
5,5,7,7,7,7,6,6,5	0.044537	194.059436
1,1,0,0,6,6,6,4,4	0.005105	220.859539
6,1,0,0,6,6,6,4,4	0.005370	217.631568
5,5,7,7,7,7,6,6,5	0.044537	194.059436
6,1,0,0,6,6,6,0,4	0.005177	219.573787
1,1,0,0,6,6,6,4,4	0.005105	220.859539
2,1,0,0,6,6,6,4,4	0.004935	222.693892
6,1,0,0,6,6,6,4,4	0.005370	217.631568
2,0,0,0,2,1,2,0,0	0.004257	242.462776
2,0,0,0,2,1,2,0,0	0.004257	242.462776
6,1,0,0,6,6,6,4,4	0.005370	217.631568
6,4,1,0,6,6,6,4,4	0.005653	216.852030
6,6,6,6,7,6,6,4,6	0.011210	206.225355
6,6,4,1,6,6,6,4,4	0.006587	214.068146
2,1,0,0,6,6,6,4,4	0.004935	222.693892
6,6,6,6,7,6,6,6,5	0.024852	198.736323
7,6,6,6,7,7,6,6,5	0.035379	194.999151
2,0,0,0,2,1,2,0,0	0.004257	242.462776
6,1,0,0,6,6,6,4,4	0.005370	217.631568
6,4,0,0,6,4,6,0,4	0.005078	222.225169
6,1,1,0,6,6,2,0,4	0.004831	225.081298
2,1,0,0,6,6,1,0,4	0.004494	229.270192
2,1,0,0,6,6,6,4,4	0.004935	222.693892
2,1,0,0,6,6,1,4,4	0.004573	227.576751
2,1,0,0,6,6,6,4,4	0.004935	222.693892
6,4,1,0,6,6,6,4,4	0.005653	216.852030
2,0,0,0,2,1,2,0,0	0.004257	242.462776
1,1,0,0,6,6,6,4,4	0.005105	220.859539
2,0,0,0,2,1,2,0,0	0.004257	242.462776
6,4,0,0,6,6,6,0,4	0.005354	218.815158
2,0,0,0,2,1,2,0,0	0.004257	242.462776
6,1,0,0,6,4,6,0,4	0.004914	222.872511
6,4,0,0,6,6,6,0,4	0.005354	218.815158
