TIME,V(_00_),V(_01_),V(_02_),V(_03_),V(_04_)
7.95365039e-08,1.16529415e-08,1.14831280e-09,1.19999999e+00,1.43198108e-09,1.28725554e-02
7.95374255e-08,1.16527806e-08,1.14822721e-09,1.19999999e+00,1.43198109e-09,1.25378041e-02
7.95383471e-08,1.16526197e-08,1.14814161e-09,1.19999999e+00,1.43198108e-09,1.22147207e-02
7.95392687e-08,1.16524589e-08,1.14805605e-09,1.19999999e+00,1.43198109e-09,1.19029008e-02
7.95401903e-08,1.16522980e-08,1.14797049e-09,1.19999999e+00,1.43198108e-09,1.16019526e-02
7.95411119e-08,1.16521371e-08,1.14788495e-09,1.19999999e+00,1.43198109e-09,1.13114965e-02
7.95420335e-08,1.16519762e-08,1.14779943e-09,1.19999999e+00,1.43198108e-09,1.10311650e-02
7.95429551e-08,1.16518154e-08,1.14771391e-09,1.19999999e+00,1.43198109e-09,1.07606022e-02
7.95438767e-08,1.16516545e-08,1.14762840e-09,1.19999999e+00,1.43198108e-09,1.04994635e-02
7.95447983e-08,1.16514937e-08,1.14754290e-09,1.19999999e+00,1.43198109e-09,1.02474155e-02
7.95457199e-08,1.16513328e-08,1.14745741e-09,1.19999999e+00,1.43198108e-09,1.00041358e-02
7.95466415e-08,1.16511720e-08,1.14737194e-09,1.19999999e+00,1.43198109e-09,9.76931233e-03
7.95475631e-08,1.16510111e-08,1.14728648e-09,1.19999999e+00,1.43198108e-09,9.54264346e-03
7.95484847e-08,1.16508503e-08,1.14720104e-09,1.19999999e+00,1.43198109e-09,9.32383751e-03
7.95494063e-08,1.16506895e-08,1.14711562e-09,1.19999999e+00,1.43198108e-09,9.11261254e-03
7.95503279e-08,1.16505286e-08,1.14703022e-09,1.19999999e+00,1.43198109e-09,8.90869608e-03
7.95512495e-08,1.16503678e-08,1.14694481e-09,1.19999999e+00,1.43198108e-09,8.71182488e-03
7.95521711e-08,1.16502070e-08,1.14685942e-09,1.19999999e+00,1.43198109e-09,8.52174459e-03
7.95530927e-08,1.16500462e-08,1.14677403e-09,1.19999999e+00,1.43198108e-09,8.33820957e-03
7.95540143e-08,1.16498854e-08,1.14668867e-09,1.19999999e+00,1.43198109e-09,8.16098257e-03
7.95549359e-08,1.16497246e-08,1.14660331e-09,1.19999999e+00,1.43198108e-09,7.98983454e-03
7.95558575e-08,1.16495638e-08,1.14651798e-09,1.19999999e+00,1.43198109e-09,7.82454432e-03
7.95567791e-08,1.16494031e-08,1.14643265e-09,1.19999999e+00,1.43198108e-09,7.66489846e-03
7.95577007e-08,1.16492423e-08,1.14634732e-09,1.19999999e+00,1.43198109e-09,7.51069094e-03
7.95586223e-08,1.16490815e-08,1.14626203e-09,1.19999999e+00,1.43198108e-09,7.36172295e-03
7.95595439e-08,1.16489208e-08,1.14617674e-09,1.19999999e+00,1.43198109e-09,7.21780268e-03
7.95604655e-08,1.16487600e-08,1.14609147e-09,1.19999999e+00,1.43198108e-09,7.07874507e-03
7.95613872e-08,1.16485992e-08,1.14600621e-09,1.19999999e+00,1.43198109e-09,6.94437161e-03
7.95632304e-08,1.16482778e-08,1.14583572e-09,1.19999999e+00,1.43198107e-09,6.68891631e-03
7.95650736e-08,1.16479563e-08,1.14566528e-09,1.19999999e+00,1.43198109e-09,6.45022175e-03
7.95669168e-08,1.16476348e-08,1.14549488e-09,1.19999999e+00,1.43198107e-09,6.22707355e-03
7.95687600e-08,1.16473134e-08,1.14532455e-09,1.19999999e+00,1.43198109e-09,6.01834329e-03
7.95706032e-08,1.16469920e-08,1.14515427e-09,1.19999999e+00,1.43198107e-09,5.82298283e-03
7.95724464e-08,1.16466706e-08,1.14498404e-09,1.19999999e+00,1.43198109e-09,5.64001894e-03
7.95742896e-08,1.16463493e-08,1.14481383e-09,1.19999999e+00,1.43198107e-09,5.46854823e-03
7.95761328e-08,1.16460279e-08,1.14464370e-09,1.19999999e+00,1.43198110e-09,5.30773242e-03
7.95779760e-08,1.16457066e-08,1.14447361e-09,1.19999999e+00,1.43198107e-09,5.15679385e-03
7.95798192e-08,1.16453853e-08,1.14430357e-09,1.19999999e+00,1.43198110e-09,5.01501131e-03
7.95816624e-08,1.16450640e-08,1.14413359e-09,1.19999999e+00,1.43198107e-09,4.88171606e-03
7.95835056e-08,1.16447428e-08,1.14396364e-09,1.19999999e+00,1.43198110e-09,4.75628824e-03
7.95853488e-08,1.16444216e-08,1.14379378e-09,1.19999999e+00,1.43198107e-09,4.63815334e-03
7.95871920e-08,1.16441004e-08,1.14362395e-09,1.19999999e+00,1.43198110e-09,4.52677904e-03
7.95890352e-08,1.16437792e-08,1.14345418e-09,1.19999999e+00,1.43198107e-09,4.42167219e-03
7.95908784e-08,1.16434580e-08,1.14328443e-09,1.19999999e+00,1.43198110e-09,4.32237601e-03
7.95927216e-08,1.16431369e-08,1.14311475e-09,1.19999999e+00,1.43198107e-09,4.22846747e-03
7.95945648e-08,1.16428158e-08,1.14294513e-09,1.19999999e+00,1.43198110e-09,4.13955489e-03
7.95964080e-08,1.16424947e-08,1.14277555e-09,1.19999999e+00,1.43198107e-09,4.05527561e-03
7.95982512e-08,1.16421736e-08,1.14260599e-09,1.19999999e+00,1.43198110e-09,3.97529394e-03
7.96000944e-08,1.16418526e-08,1.14243651e-09,1.19999999e+00,1.43198107e-09,3.89929917e-03
7.96019376e-08,1.16415315e-08,1.14226707e-09,1.19999999e+00,1.43198110e-09,3.82700373e-03
7.96037808e-08,1.16412106e-08,1.14209769e-09,1.19999999e+00,1.43198107e-09,3.75814155e-03
7.96056240e-08,1.16408896e-08,1.14192836e-09,1.19999999e+00,1.43198110e-09,3.69246639e-03
7.96074672e-08,1.16405686e-08,1.14175909e-09,1.19999999e+00,1.43198107e-09,3.62975047e-03
7.96111536e-08,1.16399268e-08,1.14142068e-09,1.19999999e+00,1.43198111e-09,3.51228262e-03
7.96148401e-08,1.16392850e-08,1.14108247e-09,1.19999999e+00,1.43198107e-09,3.40434691e-03
7.96185265e-08,1.16386433e-08,1.14074445e-09,1.19999999e+00,1.43198111e-09,3.30465168e-03
7.96222129e-08,1.16380018e-08,1.14040668e-09,1.19999999e+00,1.43198107e-09,3.21209247e-03
7.96258993e-08,1.16373603e-08,1.14006907e-09,1.19999999e+00,1.43198111e-09,3.12572513e-03
7.96295857e-08,1.16367189e-08,1.13973164e-09,1.19999999e+00,1.43198107e-09,3.04474255e-03
7.96332721e-08,1.16360776e-08,1.13939445e-09,1.19999999e+00,1.43198111e-09,2.96845490e-03
7.96369585e-08,1.16354363e-08,1.13905747e-09,1.19999999e+00,1.43198107e-09,2.89627255e-03
7.96406449e-08,1.16347952e-08,1.13872063e-09,1.19999999e+00,1.43198111e-09,2.82769156e-03
7.96443313e-08,1.16341542e-08,1.13838401e-09,1.19999999e+00,1.43198107e-09,2.76228113e-03
7.96480177e-08,1.16335133e-08,1.13804760e-09,1.19999999e+00,1.43198111e-09,2.69967299e-03
7.96517041e-08,1.16328724e-08,1.13771139e-09,1.19999999e+00,1.43198107e-09,2.63955223e-03
7.96553905e-08,1.16322316e-08,1.13737537e-09,1.19999999e+00,1.43198111e-09,2.58164950e-03
7.96590769e-08,1.16315909e-08,1.13703959e-09,1.19999999e+00,1.43198107e-09,2.52573433e-03
7.96627633e-08,1.16309503e-08,1.13670397e-09,1.19999999e+00,1.43198111e-09,2.47160944e-03
7.96664497e-08,1.16303098e-08,1.13636853e-09,1.19999999e+00,1.43198107e-09,2.41910588e-03
7.96701362e-08,1.16296694e-08,1.13603331e-09,1.19999999e+00,1.43198111e-09,2.36807883e-03
7.96738226e-08,1.16290290e-08,1.13569832e-09,1.19999999e+00,1.43198107e-09,2.31840409e-03
7.96775090e-08,1.16283888e-08,1.13536346e-09,1.19999999e+00,1.43198110e-09,2.26997505e-03
7.96811954e-08,1.16277487e-08,1.13502888e-09,1.19999999e+00,1.43198107e-09,2.22270006e-03
7.96848818e-08,1.16271085e-08,1.13469441e-09,1.19999999e+00,1.43198110e-09,2.17650027e-03
7.96885682e-08,1.16264686e-08,1.13436021e-09,1.19999999e+00,1.43198107e-09,2.13130775e-03
7.96922546e-08,1.16258287e-08,1.13402618e-09,1.19999999e+00,1.43198110e-09,2.08706383e-03
7.96959410e-08,1.16251889e-08,1.13369232e-09,1.19999999e+00,1.43198107e-09,2.04371781e-03
7.96996274e-08,1.16245492e-08,1.13335869e-09,1.19999999e+00,1.43198110e-09,2.00122573e-03
7.97033138e-08,1.16239096e-08,1.13302522e-09,1.19999999e+00,1.43198107e-09,1.95954941e-03
7.97070002e-08,1.16232701e-08,1.13269197e-09,1.19999999e+00,1.43198110e-09,1.91865558e-03
7.97106866e-08,1.16226306e-08,1.13235894e-09,1.19999999e+00,1.43198107e-09,1.87851520e-03
7.97143730e-08,1.16219912e-08,1.13202609e-09,1.19999999e+00,1.43198110e-09,1.83910277e-03
7.97217458e-08,1.16207128e-08,1.13136096e-09,1.19999999e+00,1.43198104e-09,1.76236693e-03
7.97291187e-08,1.16194347e-08,1.13069657e-09,1.19999999e+00,1.43198111e-09,1.68830976e-03
7.97364915e-08,1.16181570e-08,1.13003300e-09,1.19999999e+00,1.43198105e-09,1.61681019e-03
7.97438643e-08,1.16168796e-08,1.12937026e-09,1.19999999e+00,1.43198112e-09,1.54777027e-03
7.97512371e-08,1.16156026e-08,1.12870827e-09,1.19999999e+00,1.43198105e-09,1.48110895e-03
7.97586099e-08,1.16143259e-08,1.12804701e-09,1.19999999e+00,1.43198112e-09,1.41675749e-03
7.97659827e-08,1.16130496e-08,1.12738654e-09,1.19999999e+00,1.43198105e-09,1.35465618e-03
7.97733555e-08,1.16117736e-08,1.12672681e-09,1.19999999e+00,1.43198112e-09,1.29475190e-03
7.97807284e-08,1.16104980e-08,1.12606797e-09,1.19999999e+00,1.43198105e-09,1.23699642e-03
7.97881012e-08,1.16092227e-08,1.12540980e-09,1.19999999e+00,1.43198112e-09,1.18134509e-03
7.97954740e-08,1.16079479e-08,1.12475242e-09,1.19999999e+00,1.43198105e-09,1.12775587e-03
7.98028468e-08,1.16066733e-08,1.12409576e-09,1.19999999e+00,1.43198112e-09,1.07618869e-03
7.98102196e-08,1.16053991e-08,1.12343998e-09,1.19999999e+00,1.43198105e-09,1.02660489e-03
7.98175924e-08,1.16041253e-08,1.12278486e-09,1.19999999e+00,1.43198112e-09,9.78966883e-04
7.98249652e-08,1.16028518e-08,1.12213060e-09,1.19999999e+00,1.43198105e-09,9.33237830e-04
7.98323381e-08,1.16015786e-08,1.12147700e-09,1.19999999e+00,1.43198112e-09,8.89381464e-04
7.98397109e-08,1.16003059e-08,1.12082425e-09,1.19999999e+00,1.43198105e-09,8.47361922e-04
7.98470837e-08,1.15990334e-08,1.12017216e-09,1.19999999e+00,1.43198112e-09,8.07143638e-04
7.98544565e-08,1.15977613e-08,1.11952091e-09,1.19999999e+00,1.43198105e-09,7.68691264e-04
7.98618293e-08,1.15964896e-08,1.11887040e-09,1.19999999e+00,1.43198112e-09,7.31969616e-04
7.98692021e-08,1.15952182e-08,1.11822066e-09,1.19999999e+00,1.43198105e-09,6.96943648e-04
7.98765749e-08,1.15939472e-08,1.11757165e-09,1.19999999e+00,1.43198112e-09,6.63578438e-04
7.98839478e-08,1.15926766e-08,1.11692340e-09,1.19999999e+00,1.43198105e-09,6.31839198e-04
7.98913206e-08,1.15914062e-08,1.11627586e-09,1.19999999e+00,1.43198112e-09,6.01691291e-04
7.98986934e-08,1.15901362e-08,1.11562910e-09,1.19999999e+00,1.43198105e-09,5.73100278e-04
7.99060662e-08,1.15888667e-08,1.11498311e-09,1.19999999e+00,1.43198112e-09,5.46031961e-04
7.99134390e-08,1.15875973e-08,1.11433784e-09,1.19999999e+00,1.43198105e-09,5.20452460e-04
7.99208118e-08,1.15863285e-08,1.11369342e-09,1.19999999e+00,1.43198112e-09,4.96327265e-04
7.99281846e-08,1.15850599e-08,1.11304963e-09,1.19999999e+00,1.43198105e-09,4.73615025e-04
7.99355574e-08,1.15837917e-08,1.11240659e-09,1.19999999e+00,1.43198112e-09,4.52260024e-04
7.99429303e-08,1.15825238e-08,1.11176431e-09,1.19999999e+00,1.43198105e-09,4.32193481e-04
7.99503031e-08,1.15812563e-08,1.11112282e-09,1.19999999e+00,1.43198112e-09,4.13339989e-04
7.99576759e-08,1.15799891e-08,1.11048202e-09,1.19999999e+00,1.43198105e-09,3.95622183e-04
7.99650487e-08,1.15787223e-08,1.10984198e-09,1.19999999e+00,1.43198112e-09,3.78963701e-04
7.99724215e-08,1.15774559e-08,1.10920262e-09,1.19999999e+00,1.43198105e-09,3.63290991e-04
7.99797943e-08,1.15761898e-08,1.10856401e-09,1.19999999e+00,1.43198112e-09,3.48534342e-04
7.99871671e-08,1.15749240e-08,1.10792625e-09,1.19999999e+00,1.43198105e-09,3.34628400e-04
7.99945400e-08,1.15736586e-08,1.10728912e-09,1.19999999e+00,1.43198112e-09,3.21512347e-04
8.00092856e-08,1.15711288e-08,1.10601704e-09,1.19999999e+00,1.43198103e-09,2.97408692e-04
8.00240312e-08,1.15686006e-08,1.10474796e-09,1.19999999e+00,1.43198113e-09,2.75853946e-04
8.00387768e-08,1.15660736e-08,1.10348171e-09,1.19999999e+00,1.43198103e-09,2.56504751e-04
8.00535225e-08,1.15635479e-08,1.10221847e-09,1.19999999e+00,1.43198114e-09,2.39072900e-04
8.00682681e-08,1.15610238e-08,1.10095804e-09,1.19999999e+00,1.43198103e-09,2.23315030e-04
8.00830137e-08,1.15585010e-08,1.09970058e-09,1.19999999e+00,1.43198114e-09,2.09024988e-04
8.00977594e-08,1.15559796e-08,1.09844589e-09,1.19999999e+00,1.43198103e-09,1.96027261e-04
8.01125050e-08,1.15534597e-08,1.09719403e-09,1.19999999e+00,1.43198114e-09,1.84171745e-04
8.01272506e-08,1.15509410e-08,1.09594513e-09,1.19999999e+00,1.43198103e-09,1.73329464e-04
8.01419962e-08,1.15484238e-08,1.09469906e-09,1.19999999e+00,1.43198114e-09,1.63389111e-04
8.01567419e-08,1.15459080e-08,1.09345579e-09,1.19999999e+00,1.43198103e-09,1.54254224e-04
8.01714875e-08,1.15433936e-08,1.09221532e-09,1.19999999e+00,1.43198114e-09,1.45840872e-04
8.01862331e-08,1.15408805e-08,1.09097762e-09,1.19999999e+00,1.43198103e-09,1.38075751e-04
8.02009787e-08,1.15383689e-08,1.08974291e-09,1.19999999e+00,1.43198114e-09,1.30894611e-04
8.02157244e-08,1.15358586e-08,1.08851074e-09,1.19999999e+00,1.43198103e-09,1.24240945e-04
8.02304700e-08,1.15333498e-08,1.08728151e-09,1.19999999e+00,1.43198114e-09,1.18064895e-04
8.02452156e-08,1.15308421e-08,1.08605502e-09,1.19999999e+00,1.43198103e-09,1.12322338e-04
8.02599613e-08,1.15283361e-08,1.08483134e-09,1.19999999e+00,1.43198114e-09,1.06974112e-04
8.02747069e-08,1.15258314e-08,1.08361036e-09,1.19999999e+00,1.43198103e-09,1.01985359e-04
8.03041981e-08,1.15208259e-08,1.08117670e-09,1.19999999e+00,1.43198116e-09,9.29558193e-05
8.03336894e-08,1.15158263e-08,1.07875384e-09,1.19999999e+00,1.43198102e-09,8.50373903e-05
8.03631806e-08,1.15108318e-08,1.07634197e-09,1.19999999e+00,1.43198116e-09,7.80541006e-05
8.03926719e-08,1.15058430e-08,1.07394071e-09,1.19999999e+00,1.43198102e-09,7.18659942e-05
8.04221632e-08,1.15008597e-08,1.07155021e-09,1.19999999e+00,1.43198116e-09,6.63582566e-05
8.04516544e-08,1.14958817e-08,1.06917036e-09,1.19999999e+00,1.43198102e-09,6.14361028e-05
8.04811457e-08,1.14909094e-08,1.06680103e-09,1.19999999e+00,1.43198116e-09,5.70205623e-05
8.05106369e-08,1.14859425e-08,1.06444211e-09,1.19999999e+00,1.43198102e-09,5.30454919e-05
8.05401282e-08,1.14809812e-08,1.06209376e-09,1.19999999e+00,1.43198116e-09,4.94551093e-05
8.05696194e-08,1.14760251e-08,1.05975560e-09,1.19999999e+00,1.43198102e-09,4.62021446e-05
8.05991107e-08,1.14710746e-08,1.05742780e-09,1.19999999e+00,1.43198116e-09,4.32463098e-05
8.06286019e-08,1.14661294e-08,1.05511024e-09,1.19999999e+00,1.43198102e-09,4.05531166e-05
8.06580932e-08,1.14611897e-08,1.05280268e-09,1.19999999e+00,1.43198116e-09,3.80928958e-05
8.06875845e-08,1.14562553e-08,1.05050528e-09,1.19999999e+00,1.43198102e-09,3.58400212e-05
8.07170757e-08,1.14513266e-08,1.04821795e-09,1.19999999e+00,1.43198116e-09,3.37722641e-05
8.07465670e-08,1.14464031e-08,1.04594042e-09,1.19999999e+00,1.43198102e-09,3.18702721e-05
8.08055495e-08,1.14365722e-08,1.04141511e-09,1.19999999e+00,1.43198117e-09,2.84939863e-05
8.08645320e-08,1.14267632e-08,1.03692874e-09,1.19999999e+00,1.43198100e-09,2.56062313e-05
8.09235145e-08,1.14169751e-08,1.03248092e-09,1.19999999e+00,1.43198117e-09,2.31169071e-05
8.09824970e-08,1.14072090e-08,1.02807105e-09,1.19999999e+00,1.43198100e-09,2.09576610e-05
8.10414795e-08,1.13974638e-08,1.02369883e-09,1.19999999e+00,1.43198117e-09,1.90737013e-05
8.11004620e-08,1.13877401e-08,1.01936338e-09,1.19999999e+00,1.43198100e-09,1.74211224e-05
8.11594445e-08,1.13780375e-08,1.01506477e-09,1.19999999e+00,1.43198117e-09,1.59643053e-05
8.12184270e-08,1.13683560e-08,1.01080219e-09,1.19999999e+00,1.43198100e-09,1.46741876e-05
8.12774096e-08,1.13586958e-08,1.00657524e-09,1.19999999e+00,1.43198117e-09,1.35268257e-05
8.13363921e-08,1.13490565e-08,1.00238345e-09,1.19999999e+00,1.43198100e-09,1.25023950e-05
8.13953746e-08,1.13394381e-08,9.98226549e-10,1.19999999e+00,1.43198117e-09,1.15843414e-05
8.14543571e-08,1.13298408e-08,9.94103890e-10,1.19999999e+00,1.43198100e-09,1.07587855e-05
8.15133396e-08,1.13202641e-08,9.90015245e-10,1.19999999e+00,1.43198117e-09,1.00140009e-05
8.16313046e-08,1.13011734e-08,9.81937955e-10,1.19999999e+00,1.43198099e-09,8.72662935e-06
8.17492696e-08,1.12821651e-08,9.73991454e-10,1.19999999e+00,1.43198118e-09,7.66199776e-06
8.18672347e-08,1.12632392e-08,9.66172400e-10,1.19999999e+00,1.43198099e-09,6.77179840e-06
8.19851997e-08,1.12443950e-08,9.58478191e-10,1.19999999e+00,1.43198118e-09,6.02113334e-06
8.21031647e-08,1.12256321e-08,9.50905352e-10,1.19999999e+00,1.43198099e-09,5.38279621e-06
8.22211297e-08,1.12069499e-08,9.43451422e-10,1.19999999e+00,1.43198118e-09,4.83609306e-06
8.23390947e-08,1.11883484e-08,9.36113392e-10,1.19999999e+00,1.43198099e-09,4.36465391e-06
8.24570598e-08,1.11698262e-08,9.28888572e-10,1.19999999e+00,1.43198118e-09,3.95566065e-06
8.25750248e-08,1.11513843e-08,9.21774651e-10,1.19999999e+00,1.43198099e-09,3.59880862e-06
8.26929898e-08,1.11330205e-08,9.14768577e-10,1.19999999e+00,1.43198118e-09,3.28584489e-06
8.29289198e-08,1.10965292e-08,9.01071733e-10,1.19999999e+00,1.43198098e-09,2.76494833e-06
8.31648499e-08,1.10603480e-08,8.87778688e-10,1.19999999e+00,1.43198119e-09,2.35398828e-06
8.34007799e-08,1.10244748e-08,8.74872518e-10,1.19999999e+00,1.43198098e-09,2.02450653e-06
8.36367100e-08,1.09889046e-08,8.62336061e-10,1.19999999e+00,1.43198119e-09,1.75688398e-06
8.38726400e-08,1.09536357e-08,8.50154166e-10,1.19999999e+00,1.43198098e-09,1.53687227e-06
8.41085700e-08,1.09186631e-08,8.38311296e-10,1.19999999e+00,1.43198119e-09,1.35411526e-06
8.43445001e-08,1.08839853e-08,8.26794364e-10,1.19999999e+00,1.43198098e-09,1.20082962e-06
8.45804301e-08,1.08495971e-08,8.15589038e-10,1.19999999e+00,1.43198119e-09,1.07117921e-06
8.50522902e-08,1.07816804e-08,7.94066690e-10,1.19999999e+00,1.43198098e-09,8.65251901e-07
8.55241503e-08,1.07148872e-08,7.73650394e-10,1.19999999e+00,1.43198119e-09,7.11800593e-07
8.59960104e-08,1.06491956e-08,7.54258330e-10,1.19999999e+00,1.43198098e-09,5.94734115e-07
8.64678704e-08,1.05845794e-08,7.35814341e-10,1.19999999e+00,1.43198119e-09,5.03546267e-07
8.69397305e-08,1.05210181e-08,7.18251498e-10,1.19999999e+00,1.43198098e-09,4.31371463e-07
8.70000000e-08,1.05129738e-08,7.16068120e-10,1.19999999e+00,1.43198117e-09,4.23256261e-07
8.70471860e-08,1.05066909e-08,7.15993921e-10,1.19999999e+00,1.43198109e-09,4.17932769e-07
8.70943720e-08,1.05004202e-08,7.15990686e-10,1.19999999e+00,1.43198109e-09,4.12847605e-07
8.71887440e-08,1.04878995e-08,7.15990485e-10,1.19999999e+00,1.43198119e-09,4.02914961e-07
8.73774881e-08,1.04629807e-08,7.15990693e-10,1.19999999e+00,1.43198098e-09,3.84147155e-07
8.77549761e-08,1.04136257e-08,7.15990479e-10,1.19999999e+00,1.43198119e-09,3.50386519e-07
8.85099523e-08,1.03168107e-08,7.15990697e-10,1.19999999e+00,1.43198098e-09,2.95135656e-07
8.92649284e-08,1.02224547e-08,7.15990477e-10,1.19999999e+00,1.43198119e-09,2.52350273e-07
9.00000000e-08,1.01328727e-08,7.15990697e-10,1.19999999e+00,1.43198098e-09,2.19362220e-07
9.00011797e-08,9.35081127e-09,7.15990641e-10,1.19999999e+00,1.43198100e-09,2.12821986e-07
9.00023593e-08,8.73701731e-09,7.15990604e-10,1.19999999e+00,1.43198102e-09,2.03343052e-07
9.00047186e-08,7.77355423e-09,7.15990559e-10,1.19999999e+00,1.43198106e-09,1.85713380e-07
9.00094372e-08,6.87016855e-09,7.15990516e-10,1.19999999e+00,1.43198111e-09,1.59644545e-07
9.00188744e-08,6.48080654e-09,7.15990489e-10,1.19999999e+00,1.43198104e-09,1.31738187e-07
9.00377488e-08,6.50408789e-09,7.15990659e-10,1.19999999e+00,1.43198115e-09,1.13728274e-07
9.00754976e-08,6.49311626e-09,7.15990495e-10,1.19999999e+00,1.43198101e-09,1.11300389e-07
9.01509952e-08,6.49927252e-09,7.15990477e-10,1.19999999e+00,1.43198118e-09,1.11174922e-07
9.03019905e-08,6.49106550e-09,7.15990692e-10,1.19999999e+00,1.43198099e-09,1.09420212e-07
9.06039809e-08,6.49234528e-09,7.15990479e-10,1.19999999e+00,1.43198119e-09,1.06932164e-07
9.12079618e-08,6.47852320e-09,7.15990697e-10,1.19999999e+00,1.43198098e-09,1.01550799e-07
9.24159236e-08,6.46695752e-09,7.15990477e-10,1.19999999e+00,1.43198120e-09,9.25982952e-08
9.36238854e-08,6.44533638e-09,7.15990697e-10,1.19999999e+00,1.43198098e-09,8.45540623e-08
9.48318472e-08,6.43419994e-09,7.15990477e-10,1.19999999e+00,1.43198120e-09,7.79691321e-08
9.54358281e-08,6.42373928e-09,7.15990538e-10,1.19999999e+00,1.43198109e-09,7.49059141e-08
9.60398090e-08,6.41577808e-09,7.15990477e-10,1.19999999e+00,1.43198099e-09,7.20556490e-08
9.63417995e-08,6.41186525e-09,7.15990538e-10,1.19999999e+00,1.43198109e-09,7.07206499e-08
9.69457804e-08,6.40404179e-09,7.15990477e-10,1.19999999e+00,1.43198100e-09,6.81440008e-08
9.70212780e-08,6.40306881e-09,7.15990536e-10,1.19999999e+00,1.43198109e-09,6.78347177e-08
9.70731061e-08,6.40240151e-09,7.15990538e-10,1.19999999e+00,1.43198110e-09,6.76235305e-08
9.71094353e-08,6.40196681e-09,7.15990538e-10,1.19999444e+00,1.43199126e-09,6.74760935e-08
9.71254982e-08,6.40180030e-09,7.15990538e-10,1.19998701e+00,1.43200418e-09,6.74110308e-08
9.71415610e-08,6.40165297e-09,7.15990489e-10,1.19997599e+00,1.43202331e-09,6.73460352e-08
9.71736868e-08,6.40149770e-09,7.15990478e-10,1.19993252e+00,1.43210426e-09,6.72164038e-08
9.72019669e-08,6.40153948e-09,7.15990669e-10,1.19987004e+00,1.43222513e-09,6.71026595e-08
9.72274190e-08,6.40173741e-09,7.15990504e-10,1.19979376e+00,1.43237440e-09,6.70005807e-08
9.72528710e-08,6.40209897e-09,7.15990480e-10,1.19969811e+00,1.43256360e-09,6.68987769e-08
9.72783231e-08,6.40263148e-09,7.15990667e-10,1.19958267e+00,1.43279301e-09,6.67972473e-08
9.73037752e-08,6.40334234e-09,7.15990504e-10,1.19944706e+00,1.43306381e-09,6.66959911e-08
9.73292273e-08,6.40423696e-09,7.15990480e-10,1.19929084e+00,1.43337663e-09,6.65950069e-08
9.73546794e-08,6.40532102e-09,7.15990667e-10,1.19911359e+00,1.43373284e-09,6.64942941e-08
9.73801315e-08,6.40659994e-09,7.15990504e-10,1.19891484e+00,1.43413277e-09,6.63938515e-08
9.74055835e-08,6.40807900e-09,7.15990480e-10,1.19869411e+00,1.43457824e-09,6.62936782e-08
9.74310356e-08,6.40976390e-09,7.15990667e-10,1.19845087e+00,1.43506986e-09,6.61937732e-08
9.74539425e-08,6.41146083e-09,7.15990506e-10,1.19821228e+00,1.43555294e-09,6.61040874e-08
9.74768494e-08,6.41333326e-09,7.15990481e-10,1.19795460e+00,1.43607535e-09,6.60146176e-08
9.74997562e-08,6.41538612e-09,7.15990664e-10,1.19767740e+00,1.43663837e-09,6.59253629e-08
9.75226631e-08,6.41762352e-09,7.15990506e-10,1.19738021e+00,1.43724255e-09,6.58363227e-08
9.75455700e-08,6.42005109e-09,7.15990481e-10,1.19706256e+00,1.43788943e-09,6.57474963e-08
9.75684769e-08,6.42267353e-09,7.15990664e-10,1.19672392e+00,1.43857997e-09,6.56588831e-08
9.75913837e-08,6.42549677e-09,7.15990506e-10,1.19636376e+00,1.43931538e-09,6.55704824e-08
9.76142906e-08,6.42852621e-09,7.15990481e-10,1.19598151e+00,1.44009704e-09,6.54822934e-08
9.76349068e-08,6.43143435e-09,7.15990661e-10,1.19561810e+00,1.44084106e-09,6.54031039e-08
9.76555230e-08,6.43451924e-09,7.15990508e-10,1.19523584e+00,1.44162500e-09,6.53240848e-08
9.76761392e-08,6.43778602e-09,7.15990482e-10,1.19483424e+00,1.44244939e-09,6.52452358e-08
9.76967553e-08,6.44123967e-09,7.15990661e-10,1.19441279e+00,1.44331589e-09,6.51665562e-08
9.77173715e-08,6.44488601e-09,7.15990508e-10,1.19397095e+00,1.44422564e-09,6.50880459e-08
9.77379877e-08,6.44873071e-09,7.15990482e-10,1.19350815e+00,1.44517990e-09,6.50097039e-08
9.77586039e-08,6.45277970e-09,7.15990661e-10,1.19302377e+00,1.44618007e-09,6.49315302e-08
9.77792201e-08,6.45703960e-09,7.15990508e-10,1.19251719e+00,1.44722786e-09,6.48535241e-08
9.77977747e-08,6.46105928e-09,7.15990482e-10,1.19204173e+00,1.44821263e-09,6.47834614e-08
9.78163292e-08,6.46526055e-09,7.15990658e-10,1.19154722e+00,1.44923849e-09,6.47135337e-08
9.78348838e-08,6.46964883e-09,7.15990510e-10,1.19103310e+00,1.45030661e-09,6.46437408e-08
9.78534384e-08,6.47423003e-09,7.15990483e-10,1.19049879e+00,1.45141847e-09,6.45740823e-08
9.78719929e-08,6.47901015e-09,7.15990658e-10,1.18994369e+00,1.45257531e-09,6.45045577e-08
9.78905475e-08,6.48399570e-09,7.15990510e-10,1.18936715e+00,1.45377899e-09,6.44351666e-08
9.79091021e-08,6.48919353e-09,7.15990483e-10,1.18876849e+00,1.45503096e-09,6.43659089e-08
9.79258012e-08,6.49405890e-09,7.15990654e-10,1.18821019e+00,1.45620059e-09,6.43036908e-08
