TIME,V(_00_),V(_01_),V(_02_),V(_03_),V(_04_)
3.49023533e-11,7.60777945e-01,6.09549592e-02,1.15984863e+00,2.93918086e-01,1.19230792e+00
3.49414158e-11,7.61661676e-01,6.11317536e-02,1.16008692e+00,2.91967269e-01,1.19236818e+00
3.49804783e-11,7.62539607e-01,6.13072791e-02,1.16032382e+00,2.90024846e-01,1.19242796e+00
3.50195408e-11,7.63411769e-01,6.14815362e-02,1.16055933e+00,2.88090842e-01,1.19248728e+00
3.50586033e-11,7.64278191e-01,6.16545252e-02,1.16079347e+00,2.86165282e-01,1.19254613e+00
3.50976658e-11,7.65138902e-01,6.18262466e-02,1.16102623e+00,2.84248190e-01,1.19260452e+00
3.51367283e-11,7.65993933e-01,6.19967010e-02,1.16125764e+00,2.82339590e-01,1.19266246e+00
3.51757908e-11,7.66843312e-01,6.21658893e-02,1.16148770e+00,2.80439503e-01,1.19271995e+00
3.52148533e-11,7.67687070e-01,6.23338121e-02,1.16171640e+00,2.78547949e-01,1.19277698e+00
3.52539158e-11,7.68525236e-01,6.25004704e-02,1.16194378e+00,2.76664951e-01,1.19283358e+00
3.52929783e-11,7.69357840e-01,6.26658652e-02,1.16216982e+00,2.74790526e-01,1.19288973e+00
3.53320408e-11,7.70184912e-01,6.28299975e-02,1.16239453e+00,2.72924692e-01,1.19294544e+00
3.53711033e-11,7.71006482e-01,6.29928686e-02,1.16261794e+00,2.71067468e-01,1.19300072e+00
3.54101658e-11,7.71822580e-01,6.31544797e-02,1.16284003e+00,2.69218870e-01,1.19305556e+00
3.54492283e-11,7.72633235e-01,6.33148322e-02,1.16306083e+00,2.67378913e-01,1.19310998e+00
3.54882908e-11,7.73438477e-01,6.34739275e-02,1.16328033e+00,2.65547613e-01,1.19316397e+00
3.55273533e-11,7.74238337e-01,6.36317670e-02,1.16349855e+00,2.63724981e-01,1.19321754e+00
3.55664158e-11,7.75032844e-01,6.37883525e-02,1.16371549e+00,2.61911033e-01,1.19327070e+00
3.56054783e-11,7.75822027e-01,6.39436855e-02,1.16393116e+00,2.60105780e-01,1.19332344e+00
3.56445408e-11,7.76605918e-01,6.40977679e-02,1.16414556e+00,2.58309232e-01,1.19337576e+00
3.56836033e-11,7.77384545e-01,6.42506015e-02,1.16435871e+00,2.56521401e-01,1.19342768e+00
3.57226658e-11,7.78157939e-01,6.44021881e-02,1.16457061e+00,2.54742296e-01,1.19347919e+00
3.57617283e-11,7.78926129e-01,6.45525299e-02,1.16478127e+00,2.52971925e-01,1.19353030e+00
3.58007908e-11,7.79689144e-01,6.47016287e-02,1.16499069e+00,2.51210297e-01,1.19358101e+00
3.58398533e-11,7.80447015e-01,6.48494868e-02,1.16519889e+00,2.49457418e-01,1.19363132e+00
3.58789158e-11,7.81199772e-01,6.49961063e-02,1.16540586e+00,2.47713295e-01,1.19368124e+00
3.59179783e-11,7.81947443e-01,6.51414896e-02,1.16561162e+00,2.45977932e-01,1.19373078e+00
3.59570408e-11,7.82690058e-01,6.52856389e-02,1.16581617e+00,2.44251336e-01,1.19377992e+00
3.59961033e-11,7.83427647e-01,6.54285566e-02,1.16601953e+00,2.42533508e-01,1.19382868e+00
3.60351658e-11,7.84160240e-01,6.55702453e-02,1.16622169e+00,2.40824454e-01,1.19387706e+00
3.60742283e-11,7.84887865e-01,6.57107075e-02,1.16642266e+00,2.39124174e-01,1.19392506e+00
3.61132908e-11,7.85610551e-01,6.58499456e-02,1.16662245e+00,2.37432670e-01,1.19397269e+00
3.61523533e-11,7.86328329e-01,6.59879625e-02,1.16682107e+00,2.35749944e-01,1.19401994e+00
3.61914158e-11,7.87041226e-01,6.61247608e-02,1.16701853e+00,2.34075994e-01,1.19406682e+00
3.62304783e-11,7.87749273e-01,6.62603432e-02,1.16721483e+00,2.32410821e-01,1.19411334e+00
3.62695408e-11,7.88452498e-01,6.63947127e-02,1.16740997e+00,2.30754423e-01,1.19415950e+00
3.63086033e-11,7.89150930e-01,6.65278720e-02,1.16760396e+00,2.29106797e-01,1.19420529e+00
3.63476658e-11,7.89844597e-01,6.66598242e-02,1.16779682e+00,2.27467942e-01,1.19425073e+00
3.63867283e-11,7.90533529e-01,6.67905722e-02,1.16798855e+00,2.25837852e-01,1.19429581e+00
3.64257908e-11,7.91217753e-01,6.69201191e-02,1.16817914e+00,2.24216525e-01,1.19434053e+00
3.64648533e-11,7.91897299e-01,6.70484680e-02,1.16836862e+00,2.22603955e-01,1.19438491e+00
3.65039158e-11,7.92572195e-01,6.71756220e-02,1.16855698e+00,2.21000136e-01,1.19442894e+00
3.65429783e-11,7.93242469e-01,6.73015843e-02,1.16874424e+00,2.19405063e-01,1.19447263e+00
3.65820408e-11,7.93908149e-01,6.74263582e-02,1.16893039e+00,2.17818727e-01,1.19451598e+00
3.66211033e-11,7.94569263e-01,6.75499470e-02,1.16911545e+00,2.16241123e-01,1.19455898e+00
3.66601658e-11,7.95225840e-01,6.76723540e-02,1.16929943e+00,2.14672241e-01,1.19460165e+00
3.66992283e-11,7.95877906e-01,6.77935825e-02,1.16948232e+00,2.13112072e-01,1.19464399e+00
3.67382908e-11,7.96525491e-01,6.79136361e-02,1.16966413e+00,2.11560608e-01,1.19468600e+00
3.67773533e-11,7.97168620e-01,6.80325182e-02,1.16984487e+00,2.10017837e-01,1.19472767e+00
3.68164158e-11,7.97807322e-01,6.81502324e-02,1.17002455e+00,2.08483750e-01,1.19476902e+00
3.68554783e-11,7.98441624e-01,6.82667821e-02,1.17020318e+00,2.06958335e-01,1.19481005e+00
3.68945408e-11,7.99071553e-01,6.83821709e-02,1.17038075e+00,2.05441580e-01,1.19485076e+00
3.69336033e-11,7.99697137e-01,6.84964026e-02,1.17055727e+00,2.03933472e-01,1.19489115e+00
3.69726658e-11,8.00318402e-01,6.86094808e-02,1.17073276e+00,2.02434000e-01,1.19493122e+00
3.70117283e-11,8.00935375e-01,6.87214092e-02,1.17090721e+00,2.00943148e-01,1.19497098e+00
3.70507908e-11,8.01548082e-01,6.88321915e-02,1.17108064e+00,1.99460903e-01,1.19501043e+00
3.70898533e-11,8.02156551e-01,6.89418315e-02,1.17125304e+00,1.97987251e-01,1.19504957e+00
3.71289158e-11,8.02760807e-01,6.90503331e-02,1.17142443e+00,1.96522175e-01,1.19508840e+00
3.71679783e-11,8.03360877e-01,6.91577001e-02,1.17159481e+00,1.95065660e-01,1.19512693e+00
3.72070408e-11,8.03956788e-01,6.92639364e-02,1.17176419e+00,1.93617691e-01,1.19516516e+00
3.72461033e-11,8.04548564e-01,6.93690459e-02,1.17193256e+00,1.92178250e-01,1.19520309e+00
3.72851658e-11,8.05136233e-01,6.94730325e-02,1.17209995e+00,1.90747320e-01,1.19524072e+00
3.73242283e-11,8.05719820e-01,6.95759003e-02,1.17226635e+00,1.89324883e-01,1.19527805e+00
3.73632908e-11,8.06299352e-01,6.96776532e-02,1.17243176e+00,1.87910921e-01,1.19531510e+00
3.74023533e-11,8.06874853e-01,6.97782953e-02,1.17259620e+00,1.86505415e-01,1.19535185e+00
3.74414158e-11,8.07446349e-01,6.98778306e-02,1.17275967e+00,1.85108346e-01,1.19538832e+00
3.74804783e-11,8.08013867e-01,6.99762633e-02,1.17292218e+00,1.83719694e-01,1.19542450e+00
3.75195408e-11,8.08577430e-01,7.00735974e-02,1.17308373e+00,1.82339440e-01,1.19546040e+00
3.75586033e-11,8.09137065e-01,7.01698370e-02,1.17324433e+00,1.80967563e-01,1.19549602e+00
3.75976658e-11,8.09692797e-01,7.02649865e-02,1.17340397e+00,1.79604041e-01,1.19553136e+00
3.76367283e-11,8.10244651e-01,7.03590498e-02,1.17356268e+00,1.78248854e-01,1.19556642e+00
3.76757908e-11,8.10792651e-01,7.04520313e-02,1.17372045e+00,1.76901980e-01,1.19560121e+00
3.77148533e-11,8.11336823e-01,7.05439352e-02,1.17387729e+00,1.75563396e-01,1.19563573e+00
3.77539158e-11,8.11877191e-01,7.06347658e-02,1.17403320e+00,1.74233079e-01,1.19566997e+00
3.77929783e-11,8.12413779e-01,7.07245272e-02,1.17418819e+00,1.72911007e-01,1.19570395e+00
3.78320408e-11,8.12946613e-01,7.08132239e-02,1.17434227e+00,1.71597157e-01,1.19573766e+00
3.78711033e-11,8.13475716e-01,7.09008601e-02,1.17449543e+00,1.70291505e-01,1.19577111e+00
3.79101658e-11,8.14001113e-01,7.09874401e-02,1.17464770e+00,1.68994025e-01,1.19580430e+00
3.79492283e-11,8.14522827e-01,7.10729684e-02,1.17479906e+00,1.67704695e-01,1.19583722e+00
3.79882908e-11,8.15040883e-01,7.11574492e-02,1.17494953e+00,1.66423489e-01,1.19586989e+00
3.80273533e-11,8.15555305e-01,7.12408870e-02,1.17509911e+00,1.65150382e-01,1.19590230e+00
3.80664158e-11,8.16066116e-01,7.13232862e-02,1.17524780e+00,1.63885348e-01,1.19593446e+00
3.81054783e-11,8.16573339e-01,7.14046511e-02,1.17539562e+00,1.62628361e-01,1.19596637e+00
3.81445408e-11,8.17076999e-01,7.14849862e-02,1.17554256e+00,1.61379396e-01,1.19599802e+00
3.81836033e-11,8.17577118e-01,7.15642960e-02,1.17568864e+00,1.60138426e-01,1.19602943e+00
3.82226658e-11,8.18073720e-01,7.16425849e-02,1.17583385e+00,1.58905424e-01,1.19606059e+00
3.82617283e-11,8.18566828e-01,7.17198573e-02,1.17597820e+00,1.57680362e-01,1.19609151e+00
3.83007908e-11,8.19056464e-01,7.17961178e-02,1.17612170e+00,1.56463214e-01,1.19612219e+00
3.83398533e-11,8.19542652e-01,7.18713709e-02,1.17626435e+00,1.55253952e-01,1.19615263e+00
3.83789158e-11,8.20025413e-01,7.19456210e-02,1.17640616e+00,1.54052548e-01,1.19618282e+00
3.84179783e-11,8.20504771e-01,7.20188726e-02,1.17654712e+00,1.52858973e-01,1.19621278e+00
3.84570408e-11,8.20980748e-01,7.20911304e-02,1.17668726e+00,1.51673199e-01,1.19624251e+00
3.84961033e-11,8.21453367e-01,7.21623987e-02,1.17682656e+00,1.50495198e-01,1.19627201e+00
3.85351658e-11,8.21922648e-01,7.22326823e-02,1.17696504e+00,1.49324940e-01,1.19630127e+00
3.85742283e-11,8.22388615e-01,7.23019855e-02,1.17710270e+00,1.48162396e-01,1.19633030e+00
3.86132908e-11,8.22851289e-01,7.23703130e-02,1.17723955e+00,1.47007536e-01,1.19635911e+00
3.86523533e-11,8.23310692e-01,7.24376693e-02,1.17737558e+00,1.45860331e-01,1.19638769e+00
3.86914158e-11,8.23766846e-01,7.25040591e-02,1.17751082e+00,1.44720752e-01,1.19641604e+00
3.87304783e-11,8.24219771e-01,7.25694868e-02,1.17764525e+00,1.43588766e-01,1.19644418e+00
3.87695408e-11,8.24669489e-01,7.26339571e-02,1.17777888e+00,1.42464346e-01,1.19647209e+00
3.88086033e-11,8.25116022e-01,7.26974745e-02,1.17791172e+00,1.41347459e-01,1.19649979e+00
3.88476658e-11,8.25559390e-01,7.27600436e-02,1.17804378e+00,1.40238074e-01,1.19652726e+00
3.88867283e-11,8.25999615e-01,7.28216691e-02,1.17817505e+00,1.39136162e-01,1.19655453e+00
3.89257908e-11,8.26436717e-01,7.28823556e-02,1.17830555e+00,1.38041691e-01,1.19658158e+00
3.89648533e-11,8.26870716e-01,7.29421076e-02,1.17843527e+00,1.36954629e-01,1.19660841e+00
3.90039158e-11,8.27301634e-01,7.30009297e-02,1.17856423e+00,1.35874946e-01,1.19663504e+00
3.90429783e-11,8.27729490e-01,7.30588266e-02,1.17869242e+00,1.34802608e-01,1.19666146e+00
3.90820408e-11,8.28154305e-01,7.31158028e-02,1.17881985e+00,1.33737585e-01,1.19668767e+00
3.91211033e-11,8.28576100e-01,7.31718631e-02,1.17894652e+00,1.32679845e-01,1.19671368e+00
3.91601658e-11,8.28994893e-01,7.32270119e-02,1.17907245e+00,1.31629355e-01,1.19673948e+00
3.91992283e-11,8.29410705e-01,7.32812539e-02,1.17919762e+00,1.30586083e-01,1.19676508e+00
3.92382908e-11,8.29823555e-01,7.33345938e-02,1.17932206e+00,1.29549997e-01,1.19679048e+00
3.92773533e-11,8.30233464e-01,7.33870361e-02,1.17944576e+00,1.28521064e-01,1.19681568e+00
3.93164158e-11,8.30640450e-01,7.34385855e-02,1.17956872e+00,1.27499251e-01,1.19684068e+00
3.93554783e-11,8.31044533e-01,7.34892465e-02,1.17969096e+00,1.26484527e-01,1.19686548e+00
3.93945408e-11,8.31445732e-01,7.35390238e-02,1.17981247e+00,1.25476856e-01,1.19689010e+00
3.94336033e-11,8.31844066e-01,7.35879220e-02,1.17993326e+00,1.24476208e-01,1.19691451e+00
3.94726658e-11,8.32239554e-01,7.36359457e-02,1.18005333e+00,1.23482548e-01,1.19693874e+00
3.95117283e-11,8.32632215e-01,7.36830996e-02,1.18017269e+00,1.22495844e-01,1.19696278e+00
3.95507908e-11,8.33022067e-01,7.37293881e-02,1.18029134e+00,1.21516062e-01,1.19698663e+00
3.95898533e-11,8.33409129e-01,7.37748160e-02,1.18040929e+00,1.20543168e-01,1.19701029e+00
3.96289158e-11,8.33793420e-01,7.38193878e-02,1.18052654e+00,1.19577130e-01,1.19703377e+00
3.96679783e-11,8.34174957e-01,7.38631081e-02,1.18064309e+00,1.18617913e-01,1.19705706e+00
3.97070408e-11,8.34553759e-01,7.39059815e-02,1.18075895e+00,1.17665484e-01,1.19708017e+00
3.97461033e-11,8.34929844e-01,7.39480127e-02,1.18087412e+00,1.16719809e-01,1.19710310e+00
3.97851658e-11,8.35303229e-01,7.39892061e-02,1.18098861e+00,1.15780855e-01,1.19712585e+00
3.98242283e-11,8.35673933e-01,7.40295664e-02,1.18110242e+00,1.14848587e-01,1.19714842e+00
3.98632908e-11,8.36041973e-01,7.40690981e-02,1.18121555e+00,1.13922972e-01,1.19717081e+00
3.99023533e-11,8.36407366e-01,7.41078059e-02,1.18132801e+00,1.13003976e-01,1.19719303e+00
3.99414158e-11,8.36770130e-01,7.41456942e-02,1.18143981e+00,1.12091565e-01,1.19721507e+00
3.99804783e-11,8.37130283e-01,7.41827677e-02,1.18155094e+00,1.11185704e-01,1.19723695e+00
4.00195408e-11,8.37487841e-01,7.42190308e-02,1.18166141e+00,1.10286360e-01,1.19725864e+00
4.00586033e-11,8.37842821e-01,7.42544882e-02,1.18177122e+00,1.09393499e-01,1.19728017e+00
4.00976658e-11,8.38195240e-01,7.42891444e-02,1.18188038e+00,1.08507086e-01,1.19730153e+00
4.01367283e-11,8.38545116e-01,7.43230038e-02,1.18198889e+00,1.07627087e-01,1.19732273e+00
4.01757908e-11,8.38892464e-01,7.43560711e-02,1.18209676e+00,1.06753469e-01,1.19734375e+00
4.02148533e-11,8.39237301e-01,7.43883508e-02,1.18220398e+00,1.05886196e-01,1.19736462e+00
4.02539158e-11,8.39579644e-01,7.44198473e-02,1.18231057e+00,1.05025235e-01,1.19738531e+00
4.02929783e-11,8.39919508e-01,7.44505652e-02,1.18241653e+00,1.04170551e-01,1.19740585e+00
4.03320408e-11,8.40256911e-01,7.44805090e-02,1.18252185e+00,1.03322111e-01,1.19742623e+00
4.03711033e-11,8.40591867e-01,7.45096831e-02,1.18262655e+00,1.02479879e-01,1.19744644e+00
4.04101658e-11,8.40924394e-01,7.45380921e-02,1.18273063e+00,1.01643823e-01,1.19746650e+00
4.04492283e-11,8.41254507e-01,7.45657404e-02,1.18283409e+00,1.00813907e-01,1.19748640e+00
4.04882908e-11,8.41582221e-01,7.45926325e-02,1.18293693e+00,9.99900969e-02,1.19750614e+00
4.05273533e-11,8.41907552e-01,7.46187727e-02,1.18303916e+00,9.91723592e-02,1.19752573e+00
4.05664158e-11,8.42230515e-01,7.46441657e-02,1.18314078e+00,9.83606594e-02,1.19754516e+00
4.06054783e-11,8.42551127e-01,7.46688157e-02,1.18324180e+00,9.75549635e-02,1.19756444e+00
4.06445408e-11,8.42869402e-01,7.46927273e-02,1.18334222e+00,9.67552371e-02,1.19758357e+00
4.06836033e-11,8.43185355e-01,7.47159049e-02,1.18344204e+00,9.59614463e-02,1.19760255e+00
4.07226658e-11,8.43499001e-01,7.47383528e-02,1.18354126e+00,9.51735569e-02,1.19762139e+00
4.07617283e-11,8.43810355e-01,7.47600754e-02,1.18363990e+00,9.43915348e-02,1.19764007e+00
4.08007908e-11,8.44119433e-01,7.47810772e-02,1.18373795e+00,9.36153462e-02,1.19765861e+00
4.08398533e-11,8.44426248e-01,7.48013625e-02,1.18383541e+00,9.28449569e-02,1.19767700e+00
4.08789158e-11,8.44730815e-01,7.48209357e-02,1.18393230e+00,9.20803330e-02,1.19769525e+00
4.09179783e-11,8.45033150e-01,7.48398011e-02,1.18402861e+00,9.13214407e-02,1.19771335e+00
4.09570408e-11,8.45333265e-01,7.48579630e-02,1.18412434e+00,9.05682461e-02,1.19773132e+00
4.09961033e-11,8.45631176e-01,7.48754259e-02,1.18421951e+00,8.98207154e-02,1.19774914e+00
4.10351658e-11,8.45926896e-01,7.48921940e-02,1.18431411e+00,8.90788149e-02,1.19776682e+00
4.10742283e-11,8.46220439e-01,7.49082717e-02,1.18440814e+00,8.83425109e-02,1.19778436e+00
4.11132908e-11,8.46511821e-01,7.49236632e-02,1.18450162e+00,8.76117697e-02,1.19780177e+00
4.11523533e-11,8.46801053e-01,7.49383728e-02,1.18459454e+00,8.68865577e-02,1.19781904e+00
4.11914158e-11,8.47088151e-01,7.49524048e-02,1.18468690e+00,8.61668416e-02,1.19783617e+00
4.12304783e-11,8.47373127e-01,7.49657635e-02,1.18477872e+00,8.54525878e-02,1.19785317e+00
4.12695408e-11,8.47655996e-01,7.49784531e-02,1.18486998e+00,8.47437629e-02,1.19787003e+00
4.13086033e-11,8.47936770e-01,7.49904779e-02,1.18496071e+00,8.40403338e-02,1.19788677e+00
4.13476658e-11,8.48215463e-01,7.50018420e-02,1.18505089e+00,8.33422671e-02,1.19790337e+00
4.13867283e-11,8.48492089e-01,7.50125497e-02,1.18514054e+00,8.26495296e-02,1.19791984e+00
4.14257908e-11,8.48766660e-01,7.50226053e-02,1.18522965e+00,8.19620884e-02,1.19793618e+00
4.14648533e-11,8.49039189e-01,7.50320128e-02,1.18531823e+00,8.12799104e-02,1.19795240e+00
4.15039158e-11,8.49309690e-01,7.50407765e-02,1.18540629e+00,8.06029627e-02,1.19796848e+00
4.15429783e-11,8.49578175e-01,7.50489005e-02,1.18549382e+00,7.99312126e-02,1.19798444e+00
4.15820408e-11,8.49844657e-01,7.50563889e-02,1.18558082e+00,7.92646271e-02,1.19800028e+00
4.16211033e-11,8.50109149e-01,7.50632460e-02,1.18566731e+00,7.86031738e-02,1.19801599e+00
4.16601658e-11,8.50371663e-01,7.50694759e-02,1.18575329e+00,7.79468199e-02,1.19803158e+00
4.16992283e-11,8.50632212e-01,7.50750826e-02,1.18583875e+00,7.72955332e-02,1.19804704e+00
4.17382908e-11,8.50890808e-01,7.50800702e-02,1.18592370e+00,7.66492811e-02,1.19806239e+00
4.17773533e-11,8.51147463e-01,7.50844429e-02,1.18600814e+00,7.60080314e-02,1.19807761e+00
4.18164158e-11,8.51402190e-01,7.50882046e-02,1.18609208e+00,7.53717519e-02,1.19809271e+00
4.18554783e-11,8.51655000e-01,7.50913596e-02,1.18617552e+00,7.47404106e-02,1.19810770e+00
4.18945408e-11,8.51905906e-01,7.50939117e-02,1.18625847e+00,7.41139754e-02,1.19812257e+00
4.19336033e-11,8.52154920e-01,7.50958651e-02,1.18634091e+00,7.34924144e-02,1.19813732e+00
4.19726658e-11,8.52402054e-01,7.50972238e-02,1.18642287e+00,7.28756959e-02,1.19815195e+00
4.20117283e-11,8.52647319e-01,7.50979917e-02,1.18650434e+00,7.22637882e-02,1.19816647e+00
4.20507908e-11,8.52890726e-01,7.50981728e-02,1.18658532e+00,7.16566598e-02,1.19818088e+00
4.20898533e-11,8.53132289e-01,7.50977712e-02,1.18666582e+00,7.10542791e-02,1.19819517e+00
4.21289158e-11,8.53372017e-01,7.50967907e-02,1.18674584e+00,7.04566149e-02,1.19820936e+00
4.21679783e-11,8.53609923e-01,7.50952354e-02,1.18682538e+00,6.98636358e-02,1.19822343e+00
4.22070408e-11,8.53846018e-01,7.50931091e-02,1.18690444e+00,6.92753108e-02,1.19823739e+00
4.22461033e-11,8.54080313e-01,7.50904158e-02,1.18698304e+00,6.86916089e-02,1.19825124e+00
4.22851658e-11,8.54312820e-01,7.50871594e-02,1.18706116e+00,6.81124991e-02,1.19826498e+00
4.23242283e-11,8.54543548e-01,7.50833438e-02,1.18713882e+00,6.75379507e-02,1.19827861e+00
4.23632908e-11,8.54772511e-01,7.50789728e-02,1.18721602e+00,6.69679330e-02,1.19829214e+00
4.24023533e-11,8.54999717e-01,7.50740503e-02,1.18729275e+00,6.64024155e-02,1.19830556e+00
4.24414158e-11,8.55225179e-01,7.50685801e-02,1.18736903e+00,6.58413677e-02,1.19831887e+00
4.24804783e-11,8.55448908e-01,7.50625661e-02,1.18744485e+00,6.52847594e-02,1.19833208e+00
4.25195408e-11,8.55670913e-01,7.50560122e-02,1.18752022e+00,6.47325603e-02,1.19834519e+00
4.25586033e-11,8.55891205e-01,7.50489220e-02,1.18759514e+00,6.41847404e-02,1.19835819e+00
4.25976658e-11,8.56109795e-01,7.50412993e-02,1.18766961e+00,6.36412698e-02,1.19837109e+00
4.26367283e-11,8.56326694e-01,7.50331481e-02,1.18774364e+00,6.31021187e-02,1.19838389e+00
4.26757908e-11,8.56541912e-01,7.50244719e-02,1.18781722e+00,6.25672573e-02,1.19839659e+00
4.27148533e-11,8.56755459e-01,7.50152746e-02,1.18789037e+00,6.20366561e-02,1.19840919e+00
4.27539158e-11,8.56967346e-01,7.50055599e-02,1.18796308e+00,6.15102857e-02,1.19842169e+00
4.27929783e-11,8.57177582e-01,7.49953314e-02,1.18803535e+00,6.09881168e-02,1.19843410e+00
4.28711033e-11,8.57593150e-01,7.49733500e-02,1.18817861e+00,5.99562526e-02,1.19845861e+00
4.29492283e-11,8.58002237e-01,7.49493578e-02,1.18832016e+00,5.89408462e-02,1.19848274e+00
4.30273533e-11,8.58404922e-01,7.49233840e-02,1.18846002e+00,5.79416681e-02,1.19850650e+00
4.31054783e-11,8.58801266e-01,7.48954576e-02,1.18859822e+00,5.69584905e-02,1.19852988e+00
4.31836033e-11,8.59191287e-01,7.48656072e-02,1.18873477e+00,5.59910881e-02,1.19855289e+00
4.32617283e-11,8.59574980e-01,7.48338616e-02,1.18886969e+00,5.50392374e-02,1.19857555e+00
4.33398533e-11,8.59952341e-01,7.48002493e-02,1.18900301e+00,5.41027175e-02,1.19859785e+00
4.34179783e-11,8.60323365e-01,7.47647987e-02,1.18913474e+00,5.31813093e-02,1.19861981e+00
4.34961033e-11,8.60688051e-01,7.47275381e-02,1.18926489e+00,5.22747961e-02,1.19864141e+00
4.35742283e-11,8.61046396e-01,7.46884959e-02,1.18939350e+00,5.13829633e-02,1.19866269e+00
4.36523533e-11,8.61398398e-01,7.46477001e-02,1.18952057e+00,5.05055986e-02,1.19868362e+00
4.37304783e-11,8.61744055e-01,7.46051788e-02,1.18964612e+00,4.96424920e-02,1.19870424e+00
4.38086033e-11,8.62083369e-01,7.45609598e-02,1.18977018e+00,4.87934354e-02,1.19872452e+00
4.38867283e-11,8.62416337e-01,7.45150709e-02,1.18989276e+00,4.79582234e-02,1.19874450e+00
4.39648533e-11,8.62742962e-01,7.44675397e-02,1.19001387e+00,4.71366525e-02,1.19876415e+00
4.40429783e-11,8.63063243e-01,7.44183938e-02,1.19013354e+00,4.63285216e-02,1.19878350e+00
4.41211033e-11,8.63377182e-01,7.43676604e-02,1.19025178e+00,4.55336317e-02,1.19880255e+00
4.41992283e-11,8.63684782e-01,7.43153669e-02,1.19036861e+00,4.47517862e-02,1.19882130e+00
4.42773533e-11,8.63986046e-01,7.42615402e-02,1.19048405e+00,4.39827907e-02,1.19883976e+00
4.43554783e-11,8.64280975e-01,7.42062073e-02,1.19059811e+00,4.32264530e-02,1.19885793e+00
4.44336033e-11,8.64569574e-01,7.41493950e-02,1.19071081e+00,4.24825832e-02,1.19887581e+00
4.45117283e-11,8.64851846e-01,7.40911298e-02,1.19082216e+00,4.17509936e-02,1.19889341e+00
4.45898533e-11,8.65127796e-01,7.40314383e-02,1.19093218e+00,4.10314986e-02,1.19891074e+00
4.46679783e-11,8.65397429e-01,7.39703468e-02,1.19104089e+00,4.03239152e-02,1.19892780e+00
4.47461033e-11,8.65660750e-01,7.39078812e-02,1.19114830e+00,3.96280621e-02,1.19894459e+00
4.48242283e-11,8.65917765e-01,7.38440677e-02,1.19125443e+00,3.89437607e-02,1.19896112e+00
4.49023533e-11,8.66168480e-01,7.37789320e-02,1.19135929e+00,3.82708342e-02,1.19897738e+00
4.49804783e-11,8.66412901e-01,7.37124997e-02,1.19146290e+00,3.76091083e-02,1.19899340e+00
4.50586033e-11,8.66651036e-01,7.36447962e-02,1.19156527e+00,3.69584107e-02,1.19900916e+00
4.51367283e-11,8.66882891e-01,7.35758469e-02,1.19166642e+00,3.63185714e-02,1.19902468e+00
4.52148533e-11,8.67108474e-01,7.35056767e-02,1.19176635e+00,3.56894225e-02,1.19903995e+00
4.52929783e-11,8.67327794e-01,7.34343107e-02,1.19186510e+00,3.50707982e-02,1.19905499e+00
4.53711033e-11,8.67540858e-01,7.33617734e-02,1.19196266e+00,3.44625348e-02,1.19906979e+00
4.54492283e-11,8.67747676e-01,7.32880895e-02,1.19205906e+00,3.38644710e-02,1.19908435e+00
4.55273533e-11,8.67948256e-01,7.32132832e-02,1.19215431e+00,3.32764473e-02,1.19909869e+00
4.56054783e-11,8.68142608e-01,7.31373788e-02,1.19224842e+00,3.26983065e-02,1.19911281e+00
4.56836033e-11,8.68330741e-01,7.30604002e-02,1.19234140e+00,3.21298933e-02,1.19912670e+00
4.57617283e-11,8.68512665e-01,7.29823711e-02,1.19243327e+00,3.15710547e-02,1.19914038e+00
4.58398533e-11,8.68688392e-01,7.29033151e-02,1.19252404e+00,3.10216395e-02,1.19915384e+00
4.59179783e-11,8.68857930e-01,7.28232556e-02,1.19261373e+00,3.04814988e-02,1.19916709e+00
4.59961033e-11,8.69021292e-01,7.27422157e-02,1.19270234e+00,2.99504856e-02,1.19918014e+00
4.60742283e-11,8.69178488e-01,7.26602185e-02,1.19278990e+00,2.94284549e-02,1.19919298e+00
4.61523533e-11,8.69329530e-01,7.25772867e-02,1.19287641e+00,2.89152636e-02,1.19920562e+00
4.62304783e-11,8.69474430e-01,7.24934429e-02,1.19296188e+00,2.84107708e-02,1.19921806e+00
4.63086033e-11,8.69613199e-01,7.24087095e-02,1.19304633e+00,2.79148374e-02,1.19923031e+00
4.63867283e-11,8.69745849e-01,7.23231086e-02,1.19312977e+00,2.74273262e-02,1.19924236e+00
4.64648533e-11,8.69872394e-01,7.22366622e-02,1.19321221e+00,2.69481021e-02,1.19925423e+00
4.65429783e-11,8.69992845e-01,7.21493921e-02,1.19329367e+00,2.64770318e-02,1.19926591e+00
4.66211033e-11,8.70107216e-01,7.20613198e-02,1.19337415e+00,2.60139839e-02,1.19927740e+00
4.66992283e-11,8.70215520e-01,7.19724667e-02,1.19345367e+00,2.55588288e-02,1.19928872e+00
4.67773533e-11,8.70317770e-01,7.18828539e-02,1.19353224e+00,2.51114389e-02,1.19929986e+00
4.68554783e-11,8.70413979e-01,7.17925024e-02,1.19360986e+00,2.46716883e-02,1.19931083e+00
4.69336033e-11,8.70504162e-01,7.17014329e-02,1.19368656e+00,2.42394530e-02,1.19932162e+00
4.70117283e-11,8.70588332e-01,7.16096659e-02,1.19376234e+00,2.38146108e-02,1.19933225e+00
4.70898533e-11,8.70666504e-01,7.15172218e-02,1.19383721e+00,2.33970412e-02,1.19934271e+00
