Index       TIME              V(A)              V(C)              V(D)              V(S)             V(COUT)           V(_0_)            V(_1_)      
2821     1.35639936e-07    1.20000000e+00    0.00000000e+00    6.76792333e-01    1.20000000e+00    1.19997950e+00    9.65871244e-02    1.19999996e+00
2822     1.35654236e-07    1.20000000e+00    0.00000000e+00    6.78508336e-01    1.20000000e+00    1.19999795e+00    7.14012470e-02    1.19999996e+00
2823     1.35668536e-07    1.20000000e+00    0.00000000e+00    6.80224340e-01    1.20000000e+00    1.19999984e+00    5.14331121e-02    1.19999996e+00
2824     1.35682836e-07    1.20000000e+00    0.00000000e+00    6.81940343e-01    1.20000000e+00    1.19999999e+00    3.63164215e-02    1.19999996e+00
2825     1.35697136e-07    1.20000000e+00    0.00000000e+00    6.83656347e-01    1.20000000e+00    1.20000000e+00    2.52603426e-02    1.19999996e+00
2826     1.35711436e-07    1.20000000e+00    0.00000000e+00    6.85372350e-01    1.20000000e+00    1.20000000e+00    1.73806470e-02    1.19999996e+00
2827     1.35740036e-07    1.20000000e+00    0.00000000e+00    6.88804357e-01    1.20000000e+00    1.20000000e+00    7.84366021e-03    1.19999996e+00
2828     1.35790036e-07    1.20000000e+00    0.00000000e+00    6.94804357e-01    1.20000000e+00    1.20000000e+00    1.50109714e-03    1.19999996e+00
2829     1.35840036e-07    1.20000000e+00    0.00000000e+00    7.00804357e-01    1.20000000e+00    1.20000000e+00    2.52176294e-04    1.19999996e+00
2830     1.35890036e-07    1.20000000e+00    0.00000000e+00    7.06804357e-01    1.20000000e+00    1.20000000e+00    3.19816735e-05    1.19999996e+00
2831     1.35940036e-07    1.20000000e+00    0.00000000e+00    7.12804357e-01    1.20000000e+00    1.20000000e+00    3.53473757e-06    1.19999996e+00
2832     1.35990036e-07    1.20000000e+00    0.00000000e+00    7.18804357e-01    1.20000000e+00    1.20000000e+00    4.25462693e-07    1.19999996e+00
2833     1.36040036e-07    1.20000000e+00    0.00000000e+00    7.24804357e-01    1.20000000e+00    1.20000000e+00   -1.71548141e-08    1.19999996e+00
2834     1.36090036e-07    1.20000000e+00    0.00000000e+00    7.30804357e-01    1.20000000e+00    1.20000000e+00    4.98954751e-08    1.19999996e+00
2835     1.36140036e-07    1.20000000e+00    0.00000000e+00    7.36804357e-01    1.20000000e+00    1.20000000e+00   -3.42396032e-08    1.19999996e+00
2836     1.36190036e-07    1.20000000e+00    0.00000000e+00    7.42804357e-01    1.20000000e+00    1.20000000e+00    3.51087993e-08    1.19999996e+00
2837     1.36240036e-07    1.20000000e+00    0.00000000e+00    7.48804357e-01    1.20000000e+00    1.20000000e+00   -2.40891051e-08    1.19999996e+00
2838     1.36290036e-07    1.20000000e+00    0.00000000e+00    7.54804357e-01    1.20000000e+00    1.20000000e+00    2.61459405e-08    1.19999996e+00
2839     1.36340036e-07    1.20000000e+00    0.00000000e+00    7.60804357e-01    1.20000000e+00    1.20000000e+00   -1.66925792e-08    1.19999996e+00
2840     1.36390036e-07    1.20000000e+00    0.00000000e+00    7.66804357e-01    1.20000000e+00    1.20000000e+00    1.96713602e-08    1.19999996e+00
2841     1.36440036e-07    1.20000000e+00    0.00000000e+00    7.72804357e-01    1.20000000e+00    1.20000000e+00   -1.13784899e-08    1.19999996e+00
2842     1.36490036e-07    1.20000000e+00    0.00000000e+00    7.78804357e-01    1.20000000e+00    1.20000000e+00    1.49794253e-08    1.19999996e+00
2843     1.36540036e-07    1.20000000e+00    0.00000000e+00    7.84804357e-01    1.20000000e+00    1.20000000e+00   -7.55950675e-09    1.19999996e+00
2844     1.36590036e-07    1.20000000e+00    0.00000000e+00    7.90804357e-01    1.20000000e+00    1.20000000e+00    1.15706899e-08    1.19999996e+00
2845     1.36640036e-07    1.20000000e+00    0.00000000e+00    7.96804357e-01    1.20000000e+00    1.20000000e+00   -4.81501276e-09    1.19999996e+00
2846     1.36690036e-07    1.20000000e+00    0.00000000e+00    8.02804357e-01    1.20000000e+00    1.20000000e+00    9.08716698e-09    1.19999996e+00
2847     1.36740036e-07    1.20000000e+00    0.00000000e+00    8.08804357e-01    1.20000000e+00    1.20000000e+00   -2.84355722e-09    1.19999996e+00
2848     1.36790036e-07    1.20000000e+00    0.00000000e+00    8.14804357e-01    1.20000000e+00    1.20000000e+00    7.27188422e-09    1.19999996e+00
2849     1.36840036e-07    1.20000000e+00    0.00000000e+00    8.20804357e-01    1.20000000e+00    1.20000000e+00   -1.42881843e-09    1.19999996e+00
2850     1.36890036e-07    1.20000000e+00    0.00000000e+00    8.26804357e-01    1.20000000e+00    1.20000000e+00    5.94010764e-09    1.19999996e+00
2851     1.36940036e-07    1.20000000e+00    0.00000000e+00    8.32804357e-01    1.20000000e+00    1.20000000e+00   -4.15368384e-10    1.19999996e+00
2852     1.36990036e-07    1.20000000e+00    0.00000000e+00    8.38804357e-01    1.20000000e+00    1.20000000e+00    4.95883601e-09    1.19999996e+00
2853     1.37040036e-07    1.20000000e+00    0.00000000e+00    8.44804357e-01    1.20000000e+00    1.20000000e+00    3.08604818e-10    1.19999996e+00
2854     1.37090036e-07    1.20000000e+00    0.00000000e+00    8.50804357e-01    1.20000000e+00    1.20000000e+00    4.23216815e-09    1.19999996e+00
2855     1.37140036e-07    1.20000000e+00    0.00000000e+00    8.56804357e-01    1.20000000e+00    1.20000000e+00    8.23632627e-10    1.19999996e+00
2856     1.37190036e-07    1.20000000e+00    0.00000000e+00    8.62804357e-01    1.20000000e+00    1.20000000e+00    3.69084594e-09    1.19999996e+00
2857     1.37240036e-07    1.20000000e+00    0.00000000e+00    8.68804357e-01    1.20000000e+00    1.20000000e+00    1.18778366e-09    1.19999996e+00
2858     1.37290036e-07    1.20000000e+00    0.00000000e+00    8.74804357e-01    1.20000000e+00    1.20000000e+00    3.28477245e-09    1.19999996e+00
2859     1.37340036e-07    1.20000000e+00    0.00000000e+00    8.80804357e-01    1.20000000e+00    1.20000000e+00    1.44297429e-09    1.19999996e+00
2860     1.37390036e-07    1.20000000e+00    0.00000000e+00    8.86804357e-01    1.20000000e+00    1.20000000e+00    2.97765151e-09    1.19999996e+00
2861     1.37440036e-07    1.20000000e+00    0.00000000e+00    8.92804357e-01    1.20000000e+00    1.20000000e+00    1.61949345e-09    1.19999996e+00
2862     1.37490036e-07    1.20000000e+00    0.00000000e+00    8.98804357e-01    1.20000000e+00    1.20000000e+00    2.74314035e-09    1.19999996e+00
2863     1.37540036e-07    1.20000000e+00    0.00000000e+00    9.04804357e-01    1.20000000e+00    1.20000000e+00    1.73924789e-09    1.19999996e+00
2864     1.37590036e-07    1.20000000e+00    0.00000000e+00    9.10804357e-01    1.20000000e+00    1.20000000e+00    2.56208566e-09    1.19999996e+00
2865     1.37640036e-07    1.20000000e+00    0.00000000e+00    9.16804357e-01    1.20000000e+00    1.20000000e+00    1.81809578e-09    1.19999996e+00
2866     1.37690036e-07    1.20000000e+00    0.00000000e+00    9.22804357e-01    1.20000000e+00    1.20000000e+00    2.42053516e-09    1.19999996e+00
2867     1.37740036e-07    1.20000000e+00    0.00000000e+00    9.28804357e-01    1.20000000e+00    1.20000000e+00    1.86752460e-09    1.19999996e+00
2868     1.37790036e-07    1.20000000e+00    0.00000000e+00    9.34804357e-01    1.20000000e+00    1.20000000e+00    2.30830502e-09    1.19999996e+00
2869     1.37840036e-07    1.20000000e+00    0.00000000e+00    9.40804357e-01    1.20000000e+00    1.20000000e+00    1.89586028e-09    1.19999996e+00
2870     1.37890036e-07    1.20000000e+00    0.00000000e+00    9.46804357e-01    1.20000000e+00    1.20000000e+00    2.21794543e-09    1.19999996e+00
2871     1.37940036e-07    1.20000000e+00    0.00000000e+00    9.52804357e-01    1.20000000e+00    1.20000000e+00    1.90913935e-09    1.19999996e+00
2872     1.37990036e-07    1.20000000e+00    0.00000000e+00    9.58804357e-01    1.20000000e+00    1.20000000e+00    2.14399412e-09    1.19999996e+00
2873     1.38040036e-07    1.20000000e+00    0.00000000e+00    9.64804357e-01    1.20000000e+00    1.20000000e+00    1.91173936e-09    1.19999996e+00
2874     1.38090036e-07    1.20000000e+00    0.00000000e+00    9.70804357e-01    1.20000000e+00    1.20000000e+00    2.08243547e-09    1.19999996e+00
2875     1.38140036e-07    1.20000000e+00    0.00000000e+00    9.76804357e-01    1.20000000e+00    1.20000000e+00    1.90683327e-09    1.19999996e+00
2876     1.38190036e-07    1.20000000e+00    0.00000000e+00    9.82804357e-01    1.20000000e+00    1.20000000e+00    2.03030900e-09    1.19999996e+00
2877     1.38240036e-07    1.20000000e+00    0.00000000e+00    9.88804357e-01    1.20000000e+00    1.20000000e+00    1.89671997e-09    1.19999996e+00
2878     1.38290036e-07    1.20000000e+00    0.00000000e+00    9.94804357e-01    1.20000000e+00    1.20000000e+00    1.98542522e-09    1.19999996e+00
2879     1.38340036e-07    1.20000000e+00    0.00000000e+00    1.00080436e+00    1.20000000e+00    1.20000000e+00    1.88306300e-09    1.19999996e+00
2880     1.38390036e-07    1.20000000e+00    0.00000000e+00    1.00680436e+00    1.20000000e+00    1.20000000e+00    1.94615908e-09    1.19999996e+00
2881     1.38440036e-07    1.20000000e+00    0.00000000e+00    1.01280436e+00    1.20000000e+00    1.20000000e+00    1.86706348e-09    1.19999996e+00
2882     1.38490036e-07    1.20000000e+00    0.00000000e+00    1.01880436e+00    1.20000000e+00    1.20000000e+00    1.91129901e-09    1.19999996e+00
2883     1.38540036e-07    1.20000000e+00    0.00000000e+00    1.02480436e+00    1.20000000e+00    1.20000000e+00    1.84958665e-09    1.19999996e+00
2884     1.38590036e-07    1.20000000e+00    0.00000000e+00    1.03080436e+00    1.20000000e+00    1.20000000e+00    1.87993815e-09    1.19999996e+00
2885     1.38640036e-07    1.20000000e+00    0.00000000e+00    1.03680436e+00    1.20000000e+00    1.20000000e+00    1.83125340e-09    1.19999996e+00
2886     1.38690036e-07    1.20000000e+00    0.00000000e+00    1.04280436e+00    1.20000000e+00    1.20000000e+00    1.85139387e-09    1.19999996e+00
2887     1.38740036e-07    1.20000000e+00    0.00000000e+00    1.04880436e+00    1.20000000e+00    1.20000000e+00    1.81250607e-09    1.19999997e+00
2888     1.38790036e-07    1.20000000e+00    0.00000000e+00    1.05480436e+00    1.20000000e+00    1.20000000e+00    1.82514904e-09    1.19999997e+00
2889     1.38840036e-07    1.20000000e+00    0.00000000e+00    1.06080436e+00    1.20000000e+00    1.20000000e+00    1.79365793e-09    1.19999997e+00
2890     1.38890036e-07    1.20000000e+00    0.00000000e+00    1.06680436e+00    1.20000000e+00    1.20000000e+00    1.80080914e-09    1.19999997e+00
2891     1.38940036e-07    1.20000000e+00    0.00000000e+00    1.07280436e+00    1.20000000e+00    1.20000000e+00    1.77492833e-09    1.19999997e+00
2892     1.38990036e-07    1.20000000e+00    0.00000000e+00    1.07880436e+00    1.20000000e+00    1.20000000e+00    1.77807124e-09    1.19999997e+00
2893     1.39040036e-07    1.20000000e+00    0.00000000e+00    1.08480436e+00    1.20000000e+00    1.20000000e+00    1.75646769e-09    1.19999997e+00
2894     1.39090036e-07    1.20000000e+00    0.00000000e+00    1.09080436e+00    1.20000000e+00    1.20000000e+00    1.75670014e-09    1.19999997e+00
2895     1.39140036e-07    1.20000000e+00    0.00000000e+00    1.09680436e+00    1.20000000e+00    1.20000000e+00    1.73837767e-09    1.19999997e+00
2896     1.39190036e-07    1.20000000e+00    0.00000000e+00    1.10280436e+00    1.20000000e+00    1.20000000e+00    1.73651230e-09    1.19999997e+00
2897     1.39240036e-07    1.20000000e+00    0.00000000e+00    1.10880436e+00    1.20000000e+00    1.20000000e+00    1.72072345e-09    1.19999997e+00
2898     1.39290036e-07    1.20000000e+00    0.00000000e+00    1.11480436e+00    1.20000000e+00    1.20000000e+00    1.71736188e-09    1.19999997e+00
2899     1.39340036e-07    1.20000000e+00    0.00000000e+00    1.12080436e+00    1.20000000e+00    1.20000000e+00    1.70354557e-09    1.19999997e+00
2900     1.39390036e-07    1.20000000e+00    0.00000000e+00    1.12680436e+00    1.20000000e+00    1.20000000e+00    1.69913191e-09    1.19999997e+00
2901     1.39440036e-07    1.20000000e+00    0.00000000e+00    1.13280436e+00    1.20000000e+00    1.20000000e+00    1.68686513e-09    1.19999997e+00
2902     1.39490036e-07    1.20000000e+00    0.00000000e+00    1.13880436e+00    1.20000000e+00    1.20000000e+00    1.68172817e-09    1.19999997e+00
2903     1.39540036e-07    1.20000000e+00    0.00000000e+00    1.14480436e+00    1.20000000e+00    1.20000000e+00    1.67069078e-09    1.19999997e+00
2904     1.39590036e-07    1.20000000e+00    0.00000000e+00    1.15080436e+00    1.20000000e+00    1.20000000e+00    1.66507294e-09    1.19999997e+00
2905     1.39640036e-07    1.20000000e+00    0.00000000e+00    1.15680436e+00    1.20000000e+00    1.20000000e+00    1.65502209e-09    1.19999997e+00
2906     1.39690036e-07    1.20000000e+00    0.00000000e+00    1.16280436e+00    1.20000000e+00    1.20000000e+00    1.64910135e-09    1.19999997e+00
2907     1.39740036e-07    1.20000000e+00    0.00000000e+00    1.16880436e+00    1.20000000e+00    1.20000000e+00    1.63985206e-09    1.19999997e+00
2908     1.39790036e-07    1.20000000e+00    0.00000000e+00    1.17480436e+00    1.20000000e+00    1.20000000e+00    1.63375921e-09    1.19999997e+00
2909     1.39840036e-07    1.20000000e+00    0.00000000e+00    1.18080436e+00    1.20000000e+00    1.20000000e+00    1.62516915e-09    1.19999997e+00
2910     1.39890036e-07    1.20000000e+00    0.00000000e+00    1.18680436e+00    1.20000000e+00    1.20000000e+00    1.61899996e-09    1.19999997e+00
2911     1.39940036e-07    1.20000000e+00    0.00000000e+00    1.19280436e+00    1.20000000e+00    1.20000000e+00    1.61095980e-09    1.19999997e+00
2912     1.39990036e-07    1.20000000e+00    0.00000000e+00    1.19880436e+00    1.20000000e+00    1.20000000e+00    1.60478320e-09    1.19999997e+00
2913     1.40000000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60284526e-09    1.19999995e+00
2914     1.40005000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60245346e-09    1.19999994e+00
2915     1.40015000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60190727e-09    1.19999994e+00
2916     1.40035000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60129160e-09    1.19999994e+00
2917     1.40075000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60123030e-09    1.19999994e+00
2918     1.40125000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60125461e-09    1.19999994e+00
2919     1.40175000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124082e-09    1.19999994e+00
2920     1.40225000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60125013e-09    1.19999994e+00
2921     1.40275000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124313e-09    1.19999994e+00
2922     1.40325000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124873e-09    1.19999994e+00
2923     1.40375000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124400e-09    1.19999994e+00
2924     1.40425000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124806e-09    1.19999994e+00
2925     1.40475000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124437e-09    1.19999994e+00
2926     1.40525000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124763e-09    1.19999994e+00
2927     1.40575000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124493e-09    1.19999994e+00
2928     1.40625000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124729e-09    1.19999994e+00
2929     1.40675000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124515e-09    1.19999994e+00
2930     1.40725000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124706e-09    1.19999994e+00
2931     1.40775000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124550e-09    1.19999994e+00
2932     1.40825000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124676e-09    1.19999994e+00
2933     1.40875000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124550e-09    1.19999994e+00
2934     1.40925000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124667e-09    1.19999994e+00
2935     1.40975000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124571e-09    1.19999994e+00
2936     1.41025000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124667e-09    1.19999995e+00
2937     1.41075000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124576e-09    1.19999995e+00
2938     1.41125000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124664e-09    1.19999995e+00
2939     1.41175000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124580e-09    1.19999995e+00
2940     1.41225000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124646e-09    1.19999995e+00
2941     1.41275000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124592e-09    1.19999995e+00
2942     1.41325000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124646e-09    1.19999995e+00
2943     1.41375000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124597e-09    1.19999995e+00
2944     1.41425000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124629e-09    1.19999995e+00
2945     1.41475000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2946     1.41525000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124614e-09    1.19999995e+00
2947     1.41575000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124607e-09    1.19999995e+00
2948     1.41625000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124628e-09    1.19999995e+00
2949     1.41675000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124597e-09    1.19999995e+00
2950     1.41725000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124624e-09    1.19999995e+00
2951     1.41775000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124613e-09    1.19999995e+00
2952     1.41825000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124611e-09    1.19999995e+00
2953     1.41875000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2954     1.41925000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2955     1.41975000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2956     1.42025000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2957     1.42075000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2958     1.42125000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2959     1.42175000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2960     1.42225000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2961     1.42275000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2962     1.42325000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2963     1.42375000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2964     1.42425000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
2965     1.42475000e-07    1.20000000e+00    0.00000000e+00    1.20000000e+00    1.20000000e+00    1.20000000e+00    1.60124610e-09    1.19999995e+00
