Index       TIME              V(A)              V(B)              V(C)              V(D)              V(S)             V(COUT)     
169      6.69922829e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.22945227e-09    5.33502740e-01
170      6.71875954e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.23595212e-09    5.34917922e-01
171      6.73829079e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.24245198e-09    5.36330323e-01
172      6.75782204e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.24895183e-09    5.37739921e-01
173      6.77735329e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.25545168e-09    5.39146696e-01
174      6.79688454e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.26195153e-09    5.40550625e-01
175      6.81641579e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.26845138e-09    5.41951687e-01
176      6.83594704e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.27495123e-09    5.43349861e-01
177      6.85547829e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.28145109e-09    5.44745126e-01
178      6.87500954e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.28795094e-09    5.46137460e-01
179      6.89454079e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.29445079e-09    5.47526845e-01
180      6.91407204e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.30095064e-09    5.48913260e-01
181      6.93360329e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.30745049e-09    5.50296684e-01
182      6.95313454e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.31395034e-09    5.51677098e-01
183      6.97266579e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.32045019e-09    5.53054482e-01
184      6.99219704e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.32695005e-09    5.54428817e-01
185      7.01172829e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.33344990e-09    5.55800084e-01
186      7.03125954e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.33994975e-09    5.57168265e-01
187      7.05079079e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.34644960e-09    5.58533339e-01
188      7.07032204e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.35294945e-09    5.59895290e-01
189      7.08985329e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.35944930e-09    5.61254099e-01
190      7.10938454e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.36594916e-09    5.62609748e-01
191      7.12891579e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.37244901e-09    5.63962219e-01
192      7.14844704e-12    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    2.37894886e-09    5.65311495e-01
