1.000000,0.000000
0.998748,0.001252
0.997497,0.002503
0.996245,0.003755
0.994994,0.005006
0.993742,0.006258
0.992491,0.007509
0.991239,0.008761
0.989987,0.010013
0.988736,0.011264
0.987484,0.012516
0.986233,0.013767
0.984981,0.015019
0.983730,0.016270
0.982478,0.017522
0.981227,0.018773
0.979975,0.020025
0.978723,0.021277
0.977472,0.022528
0.976220,0.023780
0.974969,0.025031
0.973717,0.026283
0.972466,0.027534
0.971214,0.028786
0.969962,0.030038
0.968711,0.031289
0.967459,0.032541
0.966208,0.033792
0.964956,0.035044
0.963705,0.036295
0.962453,0.037547
0.961202,0.038798
0.959950,0.040050
0.958698,0.041302
0.957447,0.042553
0.956195,0.043805
0.954944,0.045056
0.953692,0.046308
0.952441,0.047559
0.951189,0.048811
0.949937,0.050063
0.948686,0.051314
0.947434,0.052566
0.946183,0.053817
0.944931,0.055069
0.943680,0.056320
0.942428,0.057572
0.941176,0.058824
0.939925,0.060075
0.938673,0.061327
0.937422,0.062578
0.936170,0.063830
0.934919,0.065081
0.933667,0.066333
0.932416,0.067584
0.931164,0.068836
0.929912,0.070088
0.928661,0.071339
0.927409,0.072591
0.926158,0.073842
0.924906,0.075094
0.923655,0.076345
0.922403,0.077597
0.921151,0.078849
0.919900,0.080100
0.918648,0.081352
0.917397,0.082603
0.916145,0.083855
0.914894,0.085106
0.913642,0.086358
0.912390,0.087610
0.911139,0.088861
0.909887,0.090113
0.908636,0.091364
0.907384,0.092616
0.906133,0.093867
0.904881,0.095119
0.903630,0.096370
0.902378,0.097622
0.901126,0.098874
0.899875,0.100125
0.898623,0.101377
0.897372,0.102628
0.896120,0.103880
0.894869,0.105131
0.893617,0.106383
0.892365,0.107635
0.891114,0.108886
0.889862,0.110138
0.888611,0.111389
0.887359,0.112641
0.886108,0.113892
0.884856,0.115144
0.883605,0.116395
0.882353,0.117647
0.881101,0.118899
0.879850,0.120150
0.878598,0.121402
0.877347,0.122653
0.876095,0.123905
0.874844,0.125156
0.873592,0.126408
0.872340,0.127660
0.871089,0.128911
0.869837,0.130163
0.868586,0.131414
0.867334,0.132666
0.866083,0.133917
0.864831,0.135169
0.863579,0.136421
0.862328,0.137672
0.861076,0.138924
0.859825,0.140175
0.858573,0.141427
0.857322,0.142678
0.856070,0.143930
0.854819,0.145181
0.853567,0.146433
0.852315,0.147685
0.851064,0.148936
0.849812,0.150188
0.848561,0.151439
0.847309,0.152691
0.846058,0.153942
0.844806,0.155194
0.843554,0.156446
0.842303,0.157697
0.841051,0.158949
0.839800,0.160200
0.838548,0.161452
0.837297,0.162703
0.836045,0.163955
0.834793,0.165207
0.833542,0.166458
0.832290,0.167710
0.831039,0.168961
0.829787,0.170213
0.828536,0.171464
0.827284,0.172716
0.826033,0.173967
0.824781,0.175219
0.823529,0.176471
0.822278,0.177722
0.821026,0.178974
0.819775,0.180225
0.818523,0.181477
0.817272,0.182728
0.816020,0.183980
0.814768,0.185232
0.813517,0.186483
0.812265,0.187735
0.811014,0.188986
0.809762,0.190238
0.808511,0.191489
0.807259,0.192741
0.806008,0.193992
0.804756,0.195244
0.803504,0.196496
0.802253,0.197747
0.801001,0.198999
0.799750,0.200250
0.798498,0.201502
0.797247,0.202753
0.795995,0.204005
0.794743,0.205257
0.793492,0.206508
0.792240,0.207760
0.790989,0.209011
0.789737,0.210263
0.788486,0.211514
0.787234,0.212766
0.785982,0.214018
0.784731,0.215269
0.783479,0.216521
0.782228,0.217772
0.780976,0.219024
0.779725,0.220275
0.778473,0.221527
0.777222,0.222778
0.775970,0.224030
0.774718,0.225282
0.773467,0.226533
0.772215,0.227785
0.770964,0.229036
0.769712,0.230288
0.768461,0.231539
0.767209,0.232791
0.765957,0.234043
0.764706,0.235294
0.763454,0.236546
0.762203,0.237797
0.760951,0.239049
0.759700,0.240300
0.758448,0.241552
0.757196,0.242804
0.755945,0.244055
0.754693,0.245307
0.753442,0.246558
0.752190,0.247810
0.750939,0.249061
0.749687,0.250313
0.748436,0.251564
0.747184,0.252816
0.745932,0.254068
0.744681,0.255319
0.743429,0.256571
0.742178,0.257822
0.740926,0.259074
