TIME,TIME,I(VDD),{V(VDD)*I(VDD)},{-V(VDD)*I(VDD)}
1.38427218e-07,1.38427218e-07,-5.14865210e-06,-6.17838252e-06,6.17838252e-06
1.38431137e-07,1.38431137e-07,-4.63548684e-06,-5.56258421e-06,5.56258421e-06
1.38435056e-07,1.38435056e-07,-4.23828917e-06,-5.08594700e-06,5.08594700e-06
1.38438976e-07,1.38438976e-07,-3.91562179e-06,-4.69874615e-06,4.69874615e-06
1.38446814e-07,1.38446814e-07,-3.40358745e-06,-4.08430494e-06,4.08430494e-06
1.38462491e-07,1.38462491e-07,-2.68053268e-06,-3.21663921e-06,3.21663921e-06
1.38493844e-07,1.38493844e-07,-1.80152281e-06,-2.16182738e-06,2.16182738e-06
1.38522062e-07,1.38522062e-07,-1.33737743e-06,-1.60485292e-06,1.60485292e-06
1.38550280e-07,1.38550280e-07,-1.00966833e-06,-1.21160200e-06,1.21160200e-06
1.38578499e-07,1.38578499e-07,-7.74678150e-07,-9.29613780e-07,9.29613780e-07
1.38606717e-07,1.38606717e-07,-5.93750395e-07,-7.12500474e-07,7.12500474e-07
1.38634935e-07,1.38634935e-07,-4.55939475e-07,-5.47127370e-07,5.47127370e-07
1.38691371e-07,1.38691371e-07,-2.68289753e-07,-3.21947703e-07,3.21947703e-07
1.38747808e-07,1.38747808e-07,-1.76198999e-07,-2.11438798e-07,2.11438798e-07
1.38860680e-07,1.38860680e-07,-1.06645014e-07,-1.27974017e-07,1.27974017e-07
1.38973553e-07,1.38973553e-07,-7.27461442e-08,-8.72953730e-08,8.72953730e-08
1.39199298e-07,1.39199298e-07,-3.83313312e-08,-4.59975974e-08,4.59975974e-08
1.39650789e-07,1.39650789e-07,-1.62379375e-08,-1.94855250e-08,1.94855250e-08
1.40553770e-07,1.40553770e-07,-4.74303568e-09,-5.69164281e-09,5.69164281e-09
1.41456751e-07,1.41456751e-07,-3.06200449e-09,-3.67440539e-09,3.67440539e-09
1.43262713e-07,1.43262713e-07,-6.56178387e-10,-7.87414064e-10,7.87414064e-10
1.45000000e-07,1.45000000e-07,-1.44304705e-09,-1.73165646e-09,1.73165646e-09
1.45361192e-07,1.45361192e-07,-8.78163017e-10,-1.05379562e-09,1.05379562e-09
1.46083577e-07,1.46083577e-07,-6.71175978e-10,-8.05411173e-10,8.05411173e-10
1.47528347e-07,1.47528347e-07,-4.07033805e-10,-4.88440566e-10,4.88440566e-10
1.50417886e-07,1.50417886e-07,-1.98070993e-10,-2.37685192e-10,2.37685192e-10
1.56196965e-07,1.56196965e-07,-8.95903099e-11,-1.07508372e-10,1.07508372e-10
1.65000000e-07,1.65000000e-07,-5.61658866e-11,-6.73990640e-11,6.73990640e-11
1.65305679e-07,1.65305679e-07,-4.84862175e-11,-5.81834610e-11,5.81834610e-11
1.65548722e-07,1.65548722e-07,-5.84548347e-11,-7.01458016e-11,7.01458016e-11
1.66034807e-07,1.66034807e-07,-5.77968117e-11,-6.93561741e-11,6.93561741e-11
1.67006977e-07,1.67006977e-07,-5.56918845e-11,-6.68302614e-11,6.68302614e-11
1.68951317e-07,1.68951317e-07,-5.29633842e-11,-6.35560610e-11,6.35560610e-11
1.69923487e-07,1.69923487e-07,-5.15668456e-11,-6.18802147e-11,6.18802147e-11
1.70409572e-07,1.70409572e-07,-5.09800489e-11,-6.11760587e-11,6.11760587e-11
1.71381742e-07,1.71381742e-07,-2.62472339e-07,-3.14966807e-07,3.14966807e-07
1.71624785e-07,1.71624785e-07,-2.12385779e-06,-2.54862935e-06,2.54862935e-06
1.71717848e-07,1.71717848e-07,-3.30953966e-06,-3.97144760e-06,3.97144760e-06
1.71810911e-07,1.71810911e-07,-4.75712319e-06,-5.70854783e-06,5.70854783e-06
1.71997038e-07,1.71997038e-07,-8.43799513e-06,-1.01255942e-05,1.01255942e-05
1.72164552e-07,1.72164552e-07,-1.26464834e-05,-1.51757801e-05,1.51757801e-05
1.72315314e-07,1.72315314e-07,-1.71596426e-05,-2.05915712e-05,2.05915712e-05
1.72451000e-07,1.72451000e-07,-2.18091570e-05,-2.61709884e-05,2.61709884e-05
1.72573118e-07,1.72573118e-07,-2.64697334e-05,-3.17636800e-05,3.17636800e-05
1.72695235e-07,1.72695235e-07,-2.86420216e-05,-3.43704259e-05,3.43704259e-05
1.72708893e-07,1.72708893e-07,-2.66168720e-05,-3.19402465e-05,3.19402465e-05
1.72736209e-07,1.72736209e-07,-2.12592660e-05,-2.55111193e-05,2.55111193e-05
1.72763525e-07,1.72763525e-07,-1.62498048e-05,-1.94997657e-05,1.94997657e-05
1.72790841e-07,1.72790841e-07,-1.26476647e-05,-1.51771977e-05,1.51771977e-05
1.72818157e-07,1.72818157e-07,-1.04634934e-05,-1.25561921e-05,1.25561921e-05
1.72872789e-07,1.72872789e-07,-8.67245061e-06,-1.04069407e-05,1.04069407e-05
1.72927421e-07,1.72927421e-07,-8.65388794e-06,-1.03846655e-05,1.03846655e-05
1.72982053e-07,1.72982053e-07,-9.09898282e-06,-1.09187794e-05,1.09187794e-05
1.73036685e-07,1.73036685e-07,-9.65793591e-06,-1.15895231e-05,1.15895231e-05
1.73091317e-07,1.73091317e-07,-1.02534506e-05,-1.23041407e-05,1.23041407e-05
1.73145949e-07,1.73145949e-07,-1.08702738e-05,-1.30443286e-05,1.30443286e-05
1.73200581e-07,1.73200581e-07,-1.15056587e-05,-1.38067905e-05,1.38067905e-05
1.73255212e-07,1.73255212e-07,-1.21719218e-05,-1.46063062e-05,1.46063062e-05
1.73264859e-07,1.73264859e-07,-1.23038178e-05,-1.47645813e-05,1.47645813e-05
1.73284151e-07,1.73284151e-07,-1.26313570e-05,-1.51576285e-05,1.51576285e-05
1.73322736e-07,1.73322736e-07,-1.44225707e-05,-1.73070848e-05,1.73070848e-05
1.73328136e-07,1.73328136e-07,-1.47050471e-05,-1.76460565e-05,1.76460565e-05
1.73333537e-07,1.73333537e-07,-1.48848260e-05,-1.78617913e-05,1.78617913e-05
1.73344338e-07,1.73344338e-07,-1.47088581e-05,-1.76506297e-05,1.76506297e-05
1.73355138e-07,1.73355138e-07,-1.38066577e-05,-1.65679892e-05,1.65679892e-05
1.73365939e-07,1.73365939e-07,-1.35392761e-05,-1.62471313e-05,1.62471313e-05
1.73376740e-07,1.73376740e-07,-1.36780610e-05,-1.64136732e-05,1.64136732e-05
1.73387541e-07,1.73387541e-07,-1.38165332e-05,-1.65798399e-05,1.65798399e-05
1.73398342e-07,1.73398342e-07,-1.39573244e-05,-1.67487892e-05,1.67487892e-05
1.73409143e-07,1.73409143e-07,-1.40972078e-05,-1.69166493e-05,1.69166493e-05
1.73419943e-07,1.73419943e-07,-1.86391212e-05,-2.23669454e-05,2.23669454e-05
1.73421639e-07,1.73421639e-07,-2.21638726e-05,-2.65966471e-05,2.65966471e-05
1.73425030e-07,1.73425030e-07,-3.21374986e-05,-3.85649983e-05,3.85649983e-05
1.73428422e-07,1.73428422e-07,-4.56923043e-05,-5.48307651e-05,5.48307651e-05
1.73431813e-07,1.73431813e-07,-6.25101281e-05,-7.50121537e-05,7.50121537e-05
1.73435204e-07,1.73435204e-07,-8.24378585e-05,-9.89254302e-05,9.89254302e-05
1.73438595e-07,1.73438595e-07,-1.05398332e-04,-1.26477998e-04,1.26477998e-04
1.73441987e-07,1.73441987e-07,-1.31186883e-04,-1.57424259e-04,1.57424259e-04
1.73445378e-07,1.73445378e-07,-1.59341562e-04,-1.91209874e-04,1.91209874e-04
1.73448769e-07,1.73448769e-07,-1.89144734e-04,-2.26973681e-04,2.26973681e-04
1.73452160e-07,1.73452160e-07,-2.19714041e-04,-2.63656849e-04,2.63656849e-04
1.73455552e-07,1.73455552e-07,-2.50128308e-04,-3.00153970e-04,3.00153970e-04
1.73458943e-07,1.73458943e-07,-2.47522064e-04,-2.97026477e-04,2.97026477e-04
1.73459579e-07,1.73459579e-07,-2.39927481e-04,-2.87912978e-04,2.87912978e-04
1.73460852e-07,1.73460852e-07,-2.19646508e-04,-2.63575809e-04,2.63575809e-04
1.73463398e-07,1.73463398e-07,-1.69053744e-04,-2.02864492e-04,2.02864492e-04
1.73465944e-07,1.73465944e-07,-1.19398015e-04,-1.43277618e-04,1.43277618e-04
1.73468490e-07,1.73468490e-07,-8.04326834e-05,-9.65192201e-05,9.65192201e-05
1.73471036e-07,1.73471036e-07,-5.37895465e-05,-6.45474558e-05,6.45474558e-05
1.73473582e-07,1.73473582e-07,-3.71162145e-05,-4.45394575e-05,4.45394575e-05
1.73476128e-07,1.73476128e-07,-2.72746808e-05,-3.27296170e-05,3.27296170e-05
1.73481220e-07,1.73481220e-07,-1.81408656e-05,-2.17690387e-05,2.17690387e-05
1.73486312e-07,1.73486312e-07,-1.58423143e-05,-1.90107772e-05,1.90107772e-05
1.73491404e-07,1.73491404e-07,-1.53515138e-05,-1.84218166e-05,1.84218166e-05
1.73501588e-07,1.73501588e-07,-1.51946613e-05,-1.82335936e-05,1.82335936e-05
1.73511772e-07,1.73511772e-07,-1.45304221e-05,-1.74365065e-05,1.74365065e-05
1.73521956e-07,1.73521956e-07,-1.31754397e-05,-1.58105276e-05,1.58105276e-05
1.73542324e-07,1.73542324e-07,-9.51748342e-06,-1.14209801e-05,1.14209801e-05
1.73562692e-07,1.73562692e-07,-6.04578831e-06,-7.25494597e-06,7.25494597e-06
1.73583060e-07,1.73583060e-07,-3.60009292e-06,-4.32011150e-06,4.32011150e-06
1.73603428e-07,1.73603428e-07,-2.13355418e-06,-2.56026502e-06,2.56026502e-06
1.73644164e-07,1.73644164e-07,-8.08204020e-07,-9.69844824e-07,9.69844824e-07
1.73684900e-07,1.73684900e-07,-4.76738522e-07,-5.72086226e-07,5.72086226e-07
1.73766372e-07,1.73766372e-07,-2.81517084e-07,-3.37820500e-07,3.37820500e-07
1.73847844e-07,1.73847844e-07,-2.09021874e-07,-2.50826248e-07,2.50826248e-07
1.74010787e-07,1.74010787e-07,-1.17405663e-07,-1.40886796e-07,1.40886796e-07
1.74336675e-07,1.74336675e-07,-5.34709005e-08,-6.41650806e-08,6.41650806e-08
1.74988450e-07,1.74988450e-07,-1.74192856e-08,-2.09031427e-08,2.09031427e-08
1.75640225e-07,1.75640225e-07,-1.03145556e-08,-1.23774668e-08,1.23774668e-08
1.76943774e-07,1.76943774e-07,-3.13506369e-09,-3.76207643e-09,3.76207643e-09
1.78247324e-07,1.78247324e-07,-2.89106074e-09,-3.46927289e-09,3.46927289e-09
1.80000000e-07,1.80000000e-07,-4.40219595e-10,-5.28263514e-10,5.28263514e-10
1.80260710e-07,1.80260710e-07,-1.11424689e-09,-1.33709627e-09,1.33709627e-09
1.80782130e-07,1.80782130e-07,-1.00336359e-09,-1.20403630e-09,1.20403630e-09
1.81824970e-07,1.81824970e-07,-7.87420081e-10,-9.44904098e-10,9.44904098e-10
1.83910649e-07,1.83910649e-07,-5.20839822e-10,-6.25007786e-10,6.25007786e-10
1.88082009e-07,1.88082009e-07,-2.82114736e-10,-3.38537683e-10,3.38537683e-10
1.96424727e-07,1.96424727e-07,-1.21903975e-10,-1.46284770e-10,1.46284770e-10
2.13110165e-07,2.13110165e-07,-4.09715890e-11,-4.91659068e-11,4.91659068e-11
2.38110165e-07,2.38110165e-07,-4.32629819e-11,-5.19155782e-11,5.19155782e-11
2.50000000e-07,2.50000000e-07,-4.19007577e-11,-5.02809092e-11,5.02809092e-11
